ticker,SWAV US Equity
2019-07-26,1.3538000000000001
2019-07-29,-3.3891999999999998
2019-07-30,1.5889
2019-07-31,-0.6297
2019-08-01,-4.538
2019-08-02,-0.7709
2019-08-05,-0.3669
2019-08-06,-8.5553
2019-08-07,-0.1895
2019-08-08,4.9122
2019-08-09,-2.3072
2019-08-12,-4.978
2019-08-13,5.2875
2019-08-14,-2.8003
2019-08-15,1.7143000000000002
2019-08-16,-0.3511
2019-08-19,-3.5705999999999998
2019-08-20,-0.8526
2019-08-21,2.3096
2019-08-22,-3.0259
2019-08-23,-1.9316
2019-08-26,0.8081
2019-08-27,-2.0291
2019-08-28,4.0143
2019-08-29,3.5152
2019-08-30,-0.6174
2019-09-03,-11.7802
2019-09-04,-0.9209
2019-09-05,-0.4921
2019-09-06,-1.2363
2019-09-09,-3.4492
2019-09-10,-0.5762
2019-09-11,-0.8983
2019-09-12,-7.7778
2019-09-13,-2.7584
2019-09-16,7.1079
2019-09-17,0.7306
2019-09-18,-0.272
2019-09-19,0.3636
2019-09-20,0.5435
2019-09-23,0.3904
2019-09-24,-0.5983
2019-09-25,-3.3404
2019-09-26,-1.0274
2019-09-27,-6.5429
2019-09-30,0.7405
2019-10-01,0.2005
2019-10-02,0.3334
2019-10-03,-0.2991
2019-10-04,7.4
2019-10-07,-1.3035
2019-10-08,-5.6289
2019-10-09,0.4665
2019-10-10,-2.4876
2019-10-11,4.2517
2019-10-14,0.0326
2019-10-15,-1.0111
2019-10-16,3.7232
2019-10-17,3.8119
2019-10-18,-1.2852000000000001
2019-10-21,5.2077
2019-10-22,-3.6535
2019-10-23,-1.4373
2019-10-24,3.5681000000000003
2019-10-25,-0.2097
2019-10-28,1.411
2019-10-29,1.0657
2019-10-30,-2.8411999999999997
2019-10-31,2.5625999999999998
2019-11-01,-0.97
2019-11-04,2.5526999999999997
2019-11-05,-2.4023
2019-11-06,3.2918
2019-11-07,3.273
2019-11-08,-5.31
2019-11-11,6.1068999999999996
2019-11-12,1.7709000000000001
2019-11-13,-4.6221
2019-11-14,3.8769
2019-11-15,4.4731
2019-11-18,-1.865
2019-11-19,0.1338
2019-11-20,1.4435
2019-11-21,-0.2108
2019-11-22,0.3169
2019-11-25,1.3161
2019-11-26,-0.3897
2019-11-27,2.0344
2019-11-29,0.1022
2019-12-02,-0.2809
2019-12-03,-0.1536
2019-12-04,1.8723
2019-12-05,-0.3525
2019-12-06,1.0611
2019-12-09,1.175
2019-12-10,-0.1235
2019-12-11,3.4389
2019-12-12,5.2141
2019-12-13,1.0684
2019-12-16,0.9672
2019-12-17,-0.0446
2019-12-18,-0.4903
2019-12-19,0.2688
2019-12-20,0.4691
2019-12-23,-1.0004
2019-12-24,-0.1797
2019-12-26,-0.09
2019-12-27,-0.6305
2019-12-30,0.1586
2019-12-31,-0.6335
2020-01-02,0.7058
2020-01-03,-4.6801
2020-01-06,3.1784
2020-01-07,0.6897
2020-01-08,0.7534
2020-01-09,0.3399
2020-01-10,1.084
2020-01-13,-0.7373
2020-01-14,-2.7009
2020-01-15,0.3701
2020-01-16,1.498
2020-01-17,1.0445
2020-01-21,-1.2135
2020-01-22,-0.7734
2020-01-23,0.3439
2020-01-24,-0.6169
2020-01-27,-1.6782
2020-01-28,2.4082
2020-01-29,0.1598
2020-01-30,2.3023
2020-01-31,-3.2531
2020-02-03,2.4873
2020-02-04,0.427
2020-02-05,0.2909
2020-02-06,0.357
2020-02-07,-0.0222
2020-02-10,0.1557
2020-02-11,2.4867
2020-02-12,-0.325
2020-02-13,3.7601
2020-02-14,-7.101
2020-02-18,-4.1488
2020-02-19,0.6587
2020-02-20,-4.5805
2020-02-21,9.7722
2020-02-24,-1.6287
2020-02-25,-5.6249
2020-02-26,-1.466
2020-02-27,-1.7805
2020-02-28,-0.3228
2020-03-02,0.1744
2020-03-03,-1.3927
2020-03-04,3.2282
2020-03-05,-3.0051
2020-03-06,-0.529
2020-03-09,-5.8749
2020-03-10,0.5381
2020-03-11,-7.8405000000000005
2020-03-12,-15.7956
2020-03-13,4.6207
2020-03-16,-14.6671
2020-03-17,-2.3947
2020-03-18,-7.0835
2020-03-19,9.2419
2020-03-20,-9.7076
2020-03-23,2.3748
2020-03-24,18.2623
2020-03-25,10.806000000000001
2020-03-26,11.2971
2020-03-27,-5.3788
2020-03-30,9.8716
2020-03-31,-7.7051
2020-04-01,-17.8722
2020-04-02,6.6055
2020-04-03,1.5146
2020-04-06,10.5799
2020-04-07,4.2932
2020-04-08,2.2052
2020-04-09,6.2428
2020-04-13,-2.4912
2020-04-14,3.8878
2020-04-15,-0.0802
2020-04-16,-0.1605
2020-04-17,2.4116
2020-04-20,-2.8257
2020-04-21,-5.5197
2020-04-22,3.1633
2020-04-23,3.0387
2020-04-24,5.8445
2020-04-27,1.1905000000000001
2020-04-28,-2.0275
2020-04-29,3.2959
2020-04-30,-0.7668
2020-05-01,-4.3121
2020-05-04,-1.0419
2020-05-05,1.5794000000000001
2020-05-06,1.192
2020-05-07,1.6133
2020-05-08,2.873
2020-05-11,1.5434
2020-05-12,-1.5923
2020-05-13,-2.2309
2020-05-14,3.0592
2020-05-15,2.944
2020-05-18,4.2779
2020-05-19,-1.6545999999999998
2020-05-20,2.3508
2020-05-21,-1.9365
2020-05-22,2.0666
2020-05-26,-0.7649
2020-05-27,-0.8161
2020-05-28,-0.3429
2020-05-29,0.9404
2020-06-01,0.7044
2020-06-02,0.519
2020-06-03,0.5836
2020-06-04,-1.9638
2020-06-05,2.4356999999999998
2020-06-08,0.0
2020-06-09,3.7111
2020-06-10,0.4928
2020-06-11,-6.3113
2020-06-12,1.3655
2020-06-15,2.4023
2020-06-16,1.0743
2020-06-17,2.0174
2020-06-18,-0.0638
2020-06-19,-2.0638
2020-06-22,-0.0434
2020-06-23,3.3036
2020-06-24,-5.5228
2020-06-25,1.2805
2020-06-26,0.7036
2020-06-29,1.0917
2020-06-30,2.311
2020-07-01,-1.0344
2020-07-02,1.2372
2020-07-06,0.9482
2020-07-07,-0.4801
2020-07-08,-1.4681
2020-07-09,-6.4283
2020-07-10,-1.7061
2020-07-13,-0.972
2020-07-14,0.8647
2020-07-15,2.456
2020-07-16,-1.2664
2020-07-17,1.7407
2020-07-20,0.968
2020-07-21,1.2486
2020-07-22,2.1361
2020-07-23,-0.7546
2020-07-24,0.9776
2020-07-27,3.3563
2020-07-28,-0.1041
2020-07-29,2.6464
2020-07-30,0.1827
2020-07-31,-0.0608
