ticker,SWAV US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2019-03-07,79.4118
2019-03-08,3.6393
2019-03-11,-0.5694
2019-03-12,-4.5498
2019-03-13,0.0333
2019-03-14,0.2666
2019-03-15,26.6201
2019-03-18,-4.1995000000000005
2019-03-19,-2.3288
2019-03-20,-7.5175
2019-03-21,2.8814
2019-03-22,1.7689
2019-03-25,1.1008
2019-03-26,0.1433
2019-03-27,-2.7182
2019-03-28,-5.5882
2019-03-29,4.2679
2019-04-01,0.1793
2019-04-02,-4.1157
2019-04-03,-6.1275
2019-04-04,0.9112
2019-04-05,-1.3298
2019-04-08,-0.8319
2019-04-09,0.6376
2019-04-10,-0.867
2019-04-11,1.2445
2019-04-12,0.8638
2019-04-15,-0.527
2019-04-16,0.3974
2019-04-17,-1.1214
2019-04-18,0.467
2019-04-22,5.1793
2019-04-23,-1.3889
2019-04-24,10.4353
2019-04-25,11.7101
2019-04-26,7.2652
2019-04-29,3.1447
2019-04-30,-0.0704
2019-05-01,-8.3079
2019-05-02,5.2982
2019-05-03,5.5664
2019-05-06,6.8386
2019-05-07,-0.7328
2019-05-08,-6.9692
2019-05-09,13.5589
2019-05-10,18.5368
2019-05-13,-0.5028
2019-05-14,5.5585
2019-05-15,6.9
2019-05-16,-5.42
2019-05-17,-0.4082
2019-05-20,-4.8852
2019-05-21,-2.6198
2019-05-22,-0.5133
2019-05-23,-0.3202
2019-05-24,4.0514
2019-05-28,2.916
2019-05-29,1.6833
2019-05-30,0.4917
2019-05-31,-2.4792
2019-06-03,-2.559
2019-06-04,2.4717000000000002
2019-06-05,-1.7755
2019-06-06,-0.0512
2019-06-07,7.3366
2019-06-10,4.9436
2019-06-11,-9.073
2019-06-12,0.7496
2019-06-13,-2.0833
2019-06-14,-1.7224
2019-06-17,-1.701
2019-06-18,1.6256
2019-06-19,1.72
2019-06-20,1.2851
2019-06-21,-3.773
2019-06-24,-0.3817
2019-06-25,-4.9808
2019-06-26,-0.6598
2019-06-27,1.4945
2019-06-28,3.7811
2019-07-01,-3.258
2019-07-02,-1.8468
2019-07-03,-0.9592
2019-07-05,0.5774
2019-07-08,-7.7036999999999995
2019-07-09,2.5281000000000002
2019-07-10,0.1761
2019-07-11,-0.7619
2019-07-12,0.0591
2019-07-15,-0.8853
2019-07-16,-0.3176
2019-07-17,-0.8164
2019-07-18,2.3288
2019-07-19,-1.3537
2019-07-22,-0.358
2019-07-23,3.3932
2019-07-24,-2.027
2019-07-25,-2.4828
