ticker,CXDC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-10-03,300.0
2007-10-04,25.0
2007-10-05,-66.6667
2007-10-10,0.0
2007-10-11,400.0
2007-10-12,-20.0
2007-10-19,-40.0
2007-10-23,-16.6667
2007-10-24,0.0
2007-10-25,0.0
2007-11-06,-30.0
2007-11-29,0.0
2007-12-04,0.0
2007-12-11,-28.5714
2007-12-26,0.0
2008-01-17,0.0
2008-02-12,0.0
2008-02-22,0.0
2008-03-04,0.0
2008-03-14,20.0
2008-03-26,-16.6667
2008-03-27,0.0
2008-03-31,0.0
2008-04-15,-60.0
2008-04-23,0.0
2008-05-15,0.0
2008-07-31,-50.0
2008-08-22,0.0
2008-10-08,0.0
2008-10-16,-50.0
2008-10-28,100.0
2008-10-30,-50.0
2008-11-11,100.0
2008-11-14,0.0
2008-12-04,0.0
2009-01-02,200.0
2009-01-12,0.0
2009-01-15,66.6667
2009-01-16,-20.0
2009-01-20,0.0
2009-01-21,0.0
2009-01-22,25.0
2009-01-23,0.0
2009-01-26,-10.0
2009-01-27,-33.3333
2009-01-28,33.3333
2009-01-30,0.0
2009-02-02,-2.5
2009-02-03,2.5641
2009-02-04,0.0
2009-02-05,-25.0
2009-02-12,-0.6178
2009-02-13,51.3514
2009-02-17,-10.7143
2009-03-03,10.0
2009-03-12,-27.2727
2009-03-20,0.0
2009-03-25,-50.0
2009-03-26,0.0
2009-03-27,100.0
2009-04-01,-2.5
2009-04-02,0.0
2009-04-13,2.5641
2009-04-14,2.5
2009-04-16,0.0
2009-04-17,-2.439
2009-04-20,6.0
2009-04-22,0.2358
2009-04-27,0.0
2009-05-06,-7.0588
2009-05-07,-1.0127
2009-05-08,-0.2558
2009-05-12,-43.5897
2009-05-13,59.0909
2009-05-20,-14.2857
2009-05-21,16.6667
2009-05-22,-14.2857
2009-05-26,-16.6667
2009-05-27,19.2
2009-05-28,0.6711
2009-05-29,-16.6667
2009-06-03,0.0
2009-06-05,20.0
2009-06-09,-0.3333
2009-06-11,0.3344
2009-06-12,0.0
2009-06-15,-16.6667
2009-06-17,18.8
2009-06-18,-5.7239
2009-06-22,6.4286
2009-06-23,0.0
2009-06-24,-1.0067
2009-06-25,0.678
2009-06-26,0.0
2009-06-29,-7.4074
2009-06-30,-12.7273
2009-07-01,-4.1667
2009-07-02,-13.0435
2009-07-06,15.0
2009-07-07,-2.1739
2009-07-08,6.6667
2009-07-09,16.6667
2009-07-10,3.5714
2009-07-13,34.4828
2009-07-14,12.8205
