ticker,SNDR US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2017-04-06,0.0
2017-04-07,0.0
2017-04-10,1.6316000000000002
2017-04-11,-3.2108
2017-04-12,1.4445999999999999
2017-04-13,0.1055
2017-04-17,0.1054
2017-04-18,-0.6842
2017-04-19,-0.106
2017-04-20,-1.008
2017-04-21,0.7503
2017-04-24,2.6064
2017-04-25,-0.5702
2017-04-26,-0.7299
2017-04-27,-0.0525
2017-04-28,-0.2627
2017-05-01,0.5796
2017-05-02,0.4191
2017-05-03,-0.8346
2017-05-04,-0.1052
2017-05-05,0.0527
2017-05-08,-0.9474
2017-05-09,-1.3284
2017-05-10,-0.9155
2017-05-11,3.4239
2017-05-12,-2.3121
2017-05-15,0.1614
2017-05-16,0.8593
2017-05-17,-1.278
2017-05-18,1.5642
2017-05-19,-1.1152
2017-05-22,-0.3759
2017-05-23,2.8571
2017-05-24,2.8826
2017-05-25,2.4962
2017-05-26,-2.5348
2017-05-30,1.2239
2017-05-31,0.0504
2017-06-01,0.7553
2017-06-02,-0.2499
2017-06-05,0.501
2017-06-06,-0.6979
2017-06-07,2.5602
2017-06-08,2.9369
2017-06-09,1.6167
2017-06-12,1.4506000000000001
2017-06-13,0.6458
2017-06-14,-1.4207
2017-06-15,-1.3017
2017-06-16,-0.2826
2017-06-19,0.8975
2017-06-20,-1.0768
2017-06-21,-0.8045
2017-06-22,-0.4771
2017-06-23,0.6711
2017-06-26,-0.1905
2017-06-27,0.7156
2017-06-28,2.8423
2017-06-29,2.1237
2017-06-30,1.1302
2017-07-03,2.9951
2017-07-05,-1.9965000000000002
2017-07-06,-2.3915
2017-07-07,0.9074
2017-07-10,-3.0576
2017-07-11,-1.4842
2017-07-12,1.4595
2017-07-13,-1.6705
2017-07-14,1.0854
2017-07-17,-2.3343
2017-07-18,-1.434
2017-07-19,-0.485
2017-07-20,-0.2924
2017-07-21,2.3949
2017-07-24,1.432
2017-07-25,3.0118
2017-07-26,0.1827
2017-07-27,-3.6024000000000003
2017-07-28,2.4125
2017-07-31,-0.1386
2017-08-01,-1.9426
2017-08-02,0.566
2017-08-03,2.0638
2017-08-04,-1.9301
2017-08-07,0.2812
2017-08-08,-0.9346
2017-08-09,-0.5189
2017-08-10,-2.2285
2017-08-11,1.4549
2017-08-14,2.1989
2017-08-15,0.5613
2017-08-16,-0.9302
2017-08-17,-0.6573
2017-08-18,0.9452
2017-08-21,-0.7022
2017-08-22,3.6775
2017-08-23,-1.4097
2017-08-24,-1.1531
