ticker,FBRX US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2017-04-13,24.5
2017-04-17,4.4177
2017-04-18,7.3846
2017-04-19,0.1433
2017-04-20,-2.7182
2017-04-21,-2.4265
2017-04-24,0.9797
2017-04-25,2.4627
2017-04-26,-2.7677
2017-04-27,-0.0749
2017-04-28,4.7976
2017-05-01,10.6581
2017-05-02,3.8785
2017-05-03,0.56
2017-05-04,7.0545
2017-05-05,0.578
2017-05-08,-2.3563
2017-05-09,0.1766
2017-05-10,-1.9388999999999998
2017-05-11,-0.7789
2017-05-12,-1.8115999999999999
2017-05-15,-2.583
2017-05-16,-7.8283000000000005
2017-05-17,-0.6849
2017-05-18,2.4138
2017-05-19,5.6566
2017-05-22,1.4022000000000001
2017-05-23,0.3143
2017-05-24,0.0627
2017-05-25,4.1954
2017-05-26,-1.9231
2017-05-30,0.1225
2017-05-31,-2.142
2017-06-01,-0.2502
2017-06-02,-0.4389
2017-06-05,0.1889
2017-06-06,0.5028
2017-06-07,0.6254
2017-06-08,-1.4295
2017-06-09,1.2610000000000001
2017-06-12,-5.4795
2017-06-13,-1.581
2017-06-14,0.1339
2017-06-15,-2.6738
2017-06-16,2.6786
2017-06-19,-0.0669
2017-06-20,-0.2677
2017-06-21,-0.3356
2017-06-22,-1.7508
2017-06-23,-4.3866
2017-06-26,-1.0036
2017-06-27,-9.1962
2017-06-28,0.638
2017-06-29,-4.9921
2017-06-30,0.3336
2017-07-03,0.7481
2017-07-05,1.4026
2017-07-06,-5.0448
2017-07-07,0.5141
2017-07-10,0.341
2017-07-11,-7.3917
2017-07-12,-3.578
2017-07-13,-5.4234
2017-07-14,2.3139
2017-07-17,-1.3766
2017-07-18,0.1994
2017-07-19,2.0896
2017-07-20,-2.5341
2017-07-21,3.2
2017-07-24,4.9419
2017-07-25,3.0471
2017-07-26,-0.8065
2017-07-27,-3.3424
2017-07-28,-0.9346
2017-07-31,2.0755
2017-08-01,0.8318
2017-08-02,-3.2081
2017-08-03,-1.1364
2017-08-04,2.4904
2017-08-07,3.7382999999999997
2017-08-08,0.5405
2017-08-09,-1.6129
2017-08-10,0.1821
2017-08-11,2.9091
2017-08-14,0.7951
2017-08-15,3.5057
2017-08-16,3.5563000000000002
2017-08-17,2.8618
2017-08-18,3.4976
2017-08-21,6.8356
2017-08-22,-5.895
2017-08-23,-5.5768
2017-08-24,4.1262
2017-08-25,2.6418
2017-08-28,1.8925
2017-08-29,-0.9658
2017-08-30,4.7262
2017-08-31,-0.3582
