ticker,STLT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2008-10-31,1078.3333
2008-11-04,-0.9901
2008-11-05,0.0
2008-11-06,0.0
2008-11-07,0.0
2008-11-10,0.0
2008-11-11,0.0
2008-11-12,0.0
2008-11-13,0.0
2008-11-14,0.0
2008-11-17,0.0
2008-11-19,0.0
2008-11-20,-2.0
2008-11-21,2.0408
2008-11-24,0.0
2008-11-25,0.0
2008-11-26,0.0
2008-12-02,0.0
2008-12-03,-5.0
2008-12-04,0.0
2008-12-05,4.2105
2008-12-17,0.0
2008-12-18,2.0202
2008-12-19,-10.8911
2008-12-31,4.4444
2009-01-02,-4.2553
2009-01-22,-5.5556
2009-01-27,17.647100000000002
2009-01-29,0.0
2009-02-05,0.0
2009-02-10,0.0
2009-02-18,-5.0
2009-02-20,0.0
2009-03-02,6.3158
2009-03-13,1.9802
2009-03-25,-2.9126
2009-03-31,0.0
2009-05-06,12.5
2009-05-11,0.0
2009-05-18,-20.0
2009-05-20,0.0
2009-06-03,58.3333
2009-06-04,5.2632
2009-06-05,5.0
2009-06-10,0.0
2009-06-11,-1.9048
2009-06-12,-27.1845
2009-06-19,0.0
2009-06-23,0.0
2009-06-25,-1.3333
2009-07-16,28.3784
2009-08-05,-31.4211
2009-08-07,1.3047
2009-08-11,0.0
2009-08-20,0.0
2009-08-25,-1.5152
2009-08-31,1.5385
2009-09-01,-1.5152
2009-09-02,1.5385
2009-09-03,36.3636
2009-09-04,-6.6667
2009-09-08,1.1905000000000001
2009-09-09,-11.7647
2009-09-10,6.6667
2009-09-11,12.5
2009-09-14,0.0
2009-09-15,15.5556
2009-09-16,0.9615
2009-09-17,38.0952
2009-09-18,-3.4483
2009-09-21,0.7143
2009-09-22,-0.7092
2009-09-23,3.5714
2009-09-24,-13.7931
2009-09-25,12.0
2009-09-28,-14.2857
2009-09-29,4.1667
2009-09-30,0.0
2009-10-01,-5.6
2009-10-02,-1.6949
2009-10-05,-7.7586
2009-10-06,-11.215
2009-10-07,-10.526299999999999
2009-10-08,-5.8824
2009-10-09,-6.25
2009-10-12,0.0
2009-10-13,9.3333
2009-10-14,9.7561
2009-10-15,-4.4444
2009-10-16,2.3256
2009-10-19,-14.7727
2009-10-20,8.0
2009-10-21,11.1111
2009-10-22,2.2222
2009-10-23,0.0
2009-10-26,-7.6087
2009-10-27,10.5882
2009-10-29,-20.2128
2009-10-30,-2.6667
2009-11-02,-4.1096
2009-11-03,0.0
2009-11-04,0.0
2009-11-05,0.0
