ticker,NDVN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2018-04-12,-12.0
2018-04-17,-0.5682
2018-04-20,0.5714
2018-04-24,13.6364
2018-04-25,0.0
2018-04-26,0.0
2018-04-27,-25.0
2018-05-01,-3.3333
2018-05-02,-10.3448
2018-05-03,15.3846
2018-05-04,-8.0
2018-05-07,0.0
2018-05-08,-13.0435
2018-05-09,0.0
2018-05-10,16.6667
2018-05-11,7.1429
2018-05-14,-1.3333
2018-05-15,2.7027
2018-05-16,17.1053
2018-05-22,12.3596
2018-05-23,-7.0
2018-05-29,7.5269
2018-05-30,-22.0
2018-06-01,8.9744
2018-06-04,0.0
2018-06-15,-5.8824
2018-06-19,-5.0
2018-06-20,2.6316
2018-06-26,-1.2821
2018-06-27,1.2987
2018-06-28,-1.2821
2018-07-09,0.0
2018-07-10,1.2987
2018-07-12,0.0
2018-07-13,0.0
2018-07-18,0.0
2018-07-25,0.0
2018-07-26,1.2821
2018-07-27,-2.5316
2018-08-08,29.8701
2018-08-20,-23.0
2018-08-21,-1.2987
2018-09-11,-7.8947
2018-09-25,-2.8571
2018-09-26,1.4706000000000001
2018-10-01,4.3478
2018-10-02,4.1667
2018-10-04,0.0
2018-10-05,1.3333
2018-10-08,0.0
2018-10-12,-1.3158
2018-10-19,-13.3333
2018-10-22,-3.0769
2018-10-24,14.2857
2018-11-06,-1.3889
2018-11-07,-12.6761
2018-11-14,4.3548
2018-11-27,-4.1731
2018-11-30,-3.2258
2018-12-04,-6.6667
2018-12-07,14.2857
2018-12-10,0.0
2018-12-11,-3.125
2018-12-12,-1.6129
2018-12-13,-1.6393
2018-12-19,0.0
2018-12-21,-5.0
2018-12-26,0.0
2018-12-31,-1.7544
2019-01-04,8.9286
2019-01-07,6.5574
2019-01-14,-1.5385
2019-01-24,-6.25
2019-01-30,0.0
2019-02-01,8.3333
2019-02-04,7.6923
2019-02-05,-14.2857
2019-02-08,16.6667
2019-02-11,0.0
2019-02-12,0.0
2019-02-13,0.0
2019-02-14,0.0
2019-02-15,0.0
2019-02-19,0.0
2019-02-20,-14.2857
2019-02-21,16.6667
2019-02-26,-12.857099999999999
2019-03-01,1.6393
2019-03-11,-11.2903
2019-03-12,-18.1818
2019-03-13,0.0
2019-03-14,-4.4444
2019-03-15,27.907
2019-03-18,3.6364
2019-03-19,0.0
2019-03-20,1.7544
2019-03-21,0.0
2019-03-22,6.8966
2019-03-25,4.8387
2019-03-26,0.0
2019-03-27,6.1538
2019-03-28,-10.0725
2019-03-29,-3.3038
2019-04-04,0.0
2019-04-05,-13.3333
2019-04-10,0.0
2019-04-15,0.0192
2019-04-16,5.7489
2019-04-18,0.0
2019-04-25,-1.3636
2019-04-29,-4.1475
2019-04-30,0.0
2019-05-01,-1.9231
2019-05-02,0.0
2019-05-09,1.3235000000000001
2019-05-10,-5.1766
2019-05-13,-1.0204
2019-05-15,-5.1546
2019-05-16,11.9565
2019-05-17,0.0
2019-05-29,2.9126
2019-05-30,0.0
2019-06-05,-12.2642
2019-06-06,17.8495
2019-06-10,0.0
2019-06-24,-16.0584
2019-06-28,-2.1739
2019-07-08,18.8889
2019-07-10,-2.8037
2019-07-19,-3.8462
2019-07-22,3.0
2019-07-23,-12.6214
2019-07-29,-13.0889
2019-07-30,13.526
2019-07-31,-12.1622
2019-08-01,2.5641
2019-08-08,-4.975
2019-08-09,2.6046
2019-08-13,0.0
2019-08-15,0.0
2019-08-16,0.0
2019-08-21,0.0
2019-09-04,-22.8205
2019-09-05,16.2791
2019-09-10,-11.4286
2019-09-16,-12.9032
2019-09-19,29.2593
2019-09-20,46.1318
2019-09-27,0.0
2019-10-03,-23.8431
2019-10-11,-7.0546
2019-10-29,7.59
2019-11-15,0.0
2019-11-22,15.8599
2019-11-26,-6.6111
2019-12-10,-16.7162
2019-12-11,5.6857
2019-12-18,8.1373
2020-01-02,-2.5
2020-01-28,-2.5641
2020-02-07,-5.3289
2020-02-13,5.6289
2020-02-14,0.0
2020-02-20,-28.947400000000002
2020-02-21,0.0
2020-02-24,-1.8519
2020-02-25,8.0
2020-03-02,4.8218
2020-03-06,-3.1633
2020-03-10,13.5933
2020-03-11,-18.1818
2020-03-12,-24.0741
2020-03-18,0.0
2020-03-23,0.0
2020-03-24,17.0732
2020-03-26,25.0
2020-03-30,3.3333
2020-03-31,0.0
2020-04-02,16.129
2020-04-03,1.3889
2020-04-08,-6.8219
2020-04-14,5.8512
2020-04-15,5.5278
2020-04-17,2.7244
2020-04-21,28.123
2020-04-27,0.0
2020-04-29,-10.0
2020-04-30,-2.2222
2020-05-06,9.0909
2020-05-07,-1.25
2020-05-08,3.3755
2020-05-11,2.0408
2020-05-12,4.0
2020-05-13,-3.8462
2020-05-14,-2.0
2020-05-18,4.0816
2020-05-19,1.9412
2020-05-20,-1.9042
2020-05-21,0.0
2020-05-22,1.9412
2020-05-26,-3.8277
2020-05-27,0.0
2020-05-29,0.0
2020-06-02,1.0
2020-06-04,-1.4851
2020-06-08,-11.5578
2020-06-12,0.0
2020-06-18,-4.5455
2020-06-19,-4.7619
2020-06-22,0.0
2020-06-30,-0.025
2020-07-02,-6.2266
2020-07-08,-4.0
2020-07-09,0.0
2020-07-14,0.0
2020-07-16,5.5556
2020-07-17,2.6316
2020-07-20,-2.5641
2020-07-21,0.0
2020-07-22,0.0
2020-07-28,-2.6316
2020-07-31,-5.4054
