ticker,OTTV US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2013-01-23,1550.0
2013-04-08,0.0
2013-08-07,6.0
2013-08-08,0.0
2013-08-09,0.0
2013-08-12,0.0
2013-08-13,13.2075
2013-08-20,-0.4688
2013-08-21,0.471
2013-08-22,0.0
2013-08-23,0.0
2013-08-26,0.0
2013-08-27,0.0
2013-08-30,0.0
2013-09-03,0.0
2013-09-04,-6.6667
2013-09-09,0.0
2013-09-11,7.1429
2013-09-12,-6.6667
2013-09-19,-7.1429
2013-09-20,-3.8462
2013-09-23,-10.0
2013-10-02,0.0
2013-10-07,11.1111
2013-11-08,-10.0
2013-11-13,0.0
2013-11-22,0.0
2014-01-08,0.0
2014-01-16,0.0
2014-01-23,0.0
2014-02-06,0.0
2014-02-07,0.0
2014-02-20,0.0
2014-03-07,0.0
2014-03-18,0.0
2014-03-28,13.3333
2014-04-08,37.2549
2014-04-09,27.1429
2014-04-10,22.4719
2014-04-11,7.3394
2014-04-14,-27.3504
2014-04-15,-5.8824
2014-04-16,12.5
2014-04-17,-10.0
2014-04-21,0.0
2014-04-22,7.4074
2014-04-23,-4.5977
2014-04-24,-3.6145
2014-04-25,-6.25
2014-04-28,0.0
2014-04-30,-6.6667
2014-05-01,0.0
2014-05-02,0.0
2014-05-05,25.7143
2014-05-06,-4.5455
2014-05-07,5.9524
2014-05-08,-4.4944
2014-05-09,-11.6471
2014-05-12,-3.4621
2014-05-13,-26.8966
2014-05-14,13.2075
2014-05-15,5.8333
2014-05-16,-24.4094
2014-05-19,4.1667
2014-05-20,-13.975
2014-05-21,-13.9785
2014-05-22,-5.4054
2014-05-23,-5.7143
2014-05-27,-6.0606
2014-05-28,0.0
2014-05-29,-16.129
2014-05-30,-3.8462
2014-06-02,8.0
2014-06-03,0.0
2014-06-05,-11.1111
2014-06-06,8.3333
2014-06-09,3.8462
2014-06-10,0.0
2014-06-11,-25.8796
2014-06-12,24.9219
2014-06-13,0.0
2014-06-16,-8.0
2014-06-17,0.0
2014-06-18,0.0
2014-06-19,8.6957
2014-06-23,0.0
2014-06-24,-12.0
2014-06-25,13.6364
2014-06-26,-16.0
2014-06-27,-21.4286
2014-06-30,9.0909
2014-07-01,1.6667
2014-07-03,0.8197
2014-07-07,5.6911000000000005
2014-07-08,0.0
2014-07-09,-1.0256
2014-07-10,50.2591
2014-07-11,0.0
2014-07-14,-5.1724
2014-07-16,0.0
2014-07-17,9.0909
2014-07-18,0.0
2014-07-21,-10.0
2014-07-22,48.1481
