ticker,BMMX US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-07-03,0.0
2007-07-06,0.0
2007-07-18,-3.8462
2007-09-18,16.0
2007-09-19,17.2414
2007-09-20,2.9412000000000003
2007-09-21,5.7143
2007-09-24,2.7027
2007-09-25,-7.8947
2007-09-28,5.7143
2007-10-01,2.7027
2007-10-02,7.8947
2007-10-03,-2.439
2007-10-04,0.0
2007-10-05,0.0
2007-10-08,0.0
2007-10-10,-10.0
2007-10-11,-2.7778
2007-10-15,8.5714
2007-10-16,-7.8947
2007-10-17,-14.2857
2007-10-18,0.0
2007-10-19,0.0
2007-10-23,16.6667
2007-10-24,-2.8571
2007-10-25,-11.7647
2007-10-26,-13.3333
2007-10-29,0.0
2007-10-30,-23.0769
2007-10-31,45.0
2007-11-01,0.0
2007-11-02,0.0
2007-11-05,-13.7931
2007-11-06,16.0
2007-11-07,-10.3448
2007-11-08,7.6923
2007-11-09,3.5714
2007-11-12,-24.1379
2007-11-13,-9.0909
2007-11-14,45.0
2007-11-15,-13.7931
2007-11-16,0.0
2007-11-19,4.0
2007-11-20,0.0
2007-11-21,0.0
2007-11-27,-7.6923
2007-11-28,0.0
2007-11-29,4.1667
2007-12-05,0.0
2007-12-07,-40.0
2007-12-10,40.0
2007-12-11,-4.7619
2007-12-12,0.0
2007-12-13,0.0
2007-12-14,-5.0
2007-12-19,-36.8421
2007-12-20,-16.6667
2007-12-21,50.0
2007-12-24,0.0
2007-12-26,33.3333
2007-12-27,0.0
2007-12-28,0.0
2008-01-02,-15.0
2008-01-07,-11.7647
2008-01-08,-53.3333
2008-01-09,42.8571
2008-01-15,-10.0
2008-01-18,11.1111
2008-01-24,-50.0
2008-01-25,220.0
2008-01-28,-37.5
2008-01-29,-50.0
2008-02-01,100.0
2008-02-04,-10.0
2008-02-05,0.0
2008-02-08,-66.6667
2008-02-13,0.0
2008-02-14,-10.0
2008-02-20,270.3704
2008-02-26,-10.0
2008-02-29,-66.6667
2008-03-04,-10.0
2008-03-06,270.3704
2008-03-07,-73.0
2008-03-11,11.1111
2008-03-12,16.6667
2008-03-13,0.0
2008-03-14,0.0
2008-03-17,0.0
2008-03-18,14.2857
2008-03-19,100.0
2008-03-20,-56.25
2008-03-24,0.0
2008-03-26,100.0
2008-04-04,-28.5714
2008-04-18,-60.0
2008-04-21,0.0
2008-04-22,0.0
2008-04-24,150.0
2008-04-29,0.0
2008-05-20,-80.0
2008-05-21,0.0
2008-05-23,400.0
2008-05-27,-80.0
