ticker,BMMX US Equity
2008-05-28,300.0
2008-06-02,-72.5
2008-06-09,172.7273
2008-06-16,-66.6667
2008-06-20,100.0
2008-06-26,-50.0
2008-07-07,0.0
2008-07-08,0.0
2008-07-14,0.0
2008-07-15,-50.0
2008-07-16,100.0
2008-07-21,-10.0
2008-07-28,11.1111
2008-07-30,0.0
2008-07-31,0.0
2008-08-01,0.0
2008-08-04,-20.0
2008-08-05,25.0
2008-08-07,100.0
2008-08-12,-50.0
2008-08-21,100.0
2008-09-02,0.0
2008-09-05,0.0
2008-09-18,50.0
2008-09-22,-33.3333
2008-10-13,0.0
2008-10-23,0.0
2008-10-28,-50.0
2008-10-29,100.0
2008-10-30,-50.0
2008-11-17,0.0
2008-11-19,0.0
2008-12-09,0.0
2008-12-30,-50.0
2009-01-08,0.0
2009-01-22,-80.0
2009-02-02,0.0
2009-03-05,-87.5
2009-03-26,0.0
2009-04-09,0.0
2009-05-19,-94.2857
2009-08-18,44900.0
2009-08-19,11.1111
2009-08-20,-0.4
2009-08-21,0.4016
2009-09-01,-20.0
2009-10-15,12.5
2009-10-16,4.4444
2009-10-19,2.1277
2009-10-20,2.0833
2009-10-21,0.0
2009-10-22,0.0
2009-10-23,2.0408
2009-10-26,-4.8
2009-10-30,-3.3613
2009-11-13,5.6522
2009-11-16,-17.6955
2009-11-18,21.5
2009-11-20,-13.5802
2009-12-14,-0.9524
2009-12-16,-4.3269
2009-12-17,-37.1859
2010-01-15,-13.6
2010-01-28,15.7407
2010-01-29,20.0
2010-02-16,-30.0
2010-02-18,4.7619
2010-03-12,-10.0
2010-03-23,0.0
2010-04-14,-70.7071
2010-04-15,-13.7931
2010-04-16,0.0
2010-04-19,20.0
2010-04-30,-64.0
2010-05-12,-53.7037
2010-05-21,0.0
2010-06-08,0.0
2010-06-30,0.0
2010-08-09,-59.75
2010-08-16,2434.1615
2010-08-25,-96.0539
2010-08-26,2384.472
2010-09-10,-95.8
2010-09-20,19.0476
2010-09-30,-20.0
2010-10-07,251.5625
2010-11-24,70.6667
2010-12-02,25.0
2010-12-13,53.3333
2011-01-05,-43.4783
2011-01-07,0.0
2011-01-10,7.6923
2011-01-18,-14.2857
2011-01-21,-16.6667
2011-01-25,0.0
2011-02-03,-10.0
2011-03-10,-44.4444
2011-03-11,0.0
2011-10-14,60.0
2011-10-31,-86.25
2011-11-29,0.0
2011-12-06,0.0
2011-12-20,9.0909
2011-12-27,0.0
2012-01-17,-8.3333
2012-01-27,0.0
2012-03-02,0.0
2012-07-09,-98.8636
2012-07-10,1500.0
2012-07-11,-50.0
2012-07-19,0.0
2012-08-15,-37.5
2012-08-16,0.0
2012-10-05,-40.0
2012-11-19,166.6667
2012-11-26,-18.75
2012-12-20,0.0
2012-12-27,253.8462
2013-01-04,0.0
2013-01-09,0.0
2013-01-23,-71.7391
2013-01-24,7.6923
2013-01-25,0.0
2013-01-28,-7.1429
2013-01-30,0.0
2013-01-31,-15.3846
2013-02-01,0.0
2013-02-04,0.0
2013-02-05,0.0
2013-02-08,18.1818
2013-02-11,-23.0769
2013-02-12,0.0
2013-02-13,10.0
2013-02-14,45.4545
2013-02-15,187.5
2013-02-22,-23.913
2013-02-25,-31.4286
2013-04-04,-20.8333
2013-04-10,0.0
2013-06-18,-15.7895
2013-06-21,50.0
2013-07-10,33.3333
2013-10-28,100.0
2013-11-05,-50.0
2013-11-11,93.75
2013-11-25,-45.1613
2013-12-09,0.0
2014-01-10,17.647100000000002
2014-01-27,55.0
2014-01-28,0.0
2014-01-31,-40.3226
2014-02-06,59.4595
2014-04-01,-72.8814
2014-04-16,100.0
2014-04-17,0.0
2014-05-19,-25.0
2014-06-24,91.6667
2014-06-25,-13.0435
2014-08-20,0.0
2014-12-15,0.0
2014-12-17,0.0
2015-02-24,0.0
2015-07-08,0.0
2015-07-24,-20.0
2015-10-15,125.0
2015-10-23,122.2222
2015-10-26,-40.0
2015-12-23,33.3333
2016-01-22,-37.5
2016-04-27,-30.0
2017-05-08,0.0
2017-07-18,-28.5714
2017-08-14,59.8
2017-09-07,100.2503
2017-10-09,-50.0
2017-12-12,150.0
2018-01-04,-6.0
2018-01-09,-51.0638
2018-03-14,52.1739
2018-03-15,17.1429
2018-04-06,-39.0244
2018-04-16,-12.0
2018-05-03,13.6364
2018-07-23,100.0
2018-07-26,0.0
2018-07-27,-70.0
2018-09-18,6.6667
2018-09-24,24.6875
2018-10-01,0.2506
2018-10-03,0.0
2018-10-04,0.0
2018-10-09,0.0
2018-10-15,0.0
2018-11-07,-25.0
2018-11-15,3.3333
2018-12-11,-35.4839
2018-12-13,0.0
2019-01-16,0.0
2019-01-18,50.0
2019-03-01,-33.3333
2019-03-22,0.0
2019-04-12,50.0
2019-04-16,-33.3333
2019-05-02,50.0
2019-05-14,0.0
2019-06-18,-33.3333
2019-07-11,100.0
2019-07-23,-50.0
2019-07-30,200.0
2019-07-31,0.0
2019-08-01,-16.6667
2019-08-02,60.0
2019-08-06,-37.5
2019-08-12,0.0
2019-08-13,40.0
2019-08-21,-4.2857
2019-08-23,-55.2239
2019-10-21,0.0
2019-11-13,-13.3333
2019-12-19,0.0
2020-01-10,53.8462
2020-01-31,-32.5
2020-02-26,48.1481
2020-02-27,19.375
2020-03-02,56.0209
2020-03-03,-6.0403
2020-03-05,-42.8571
2020-03-27,0.0
2020-04-16,0.0
2020-04-17,125.0
2020-05-07,-66.6667
2020-06-12,200.0
2020-06-17,-11.6667
2020-06-18,-64.7799
