ticker,MSVB US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-13.5135
2000-01-05,12.5
2000-01-06,-11.1111
2000-01-07,12.5
2000-01-14,-11.1111
2000-01-24,0.0
2000-02-14,-4.1667
2000-03-13,21.7391
2000-04-04,-7.8091
2000-04-19,0.0
2000-04-26,9.8039
2000-05-26,-17.8571
2000-05-30,8.6957
2000-05-31,-8.0
2000-06-01,2.1739
2000-06-05,2.1277
2000-06-09,-6.25
2000-06-16,6.6667
2000-06-19,0.0
2000-07-03,1.5228000000000002
2000-07-14,2.0833
2000-07-17,-2.0408
2000-07-18,2.0833
2000-07-24,4.0816
2000-07-28,3.9215999999999998
2000-08-25,0.0
2000-08-30,1.8868
2000-09-18,-0.5255
2000-10-04,-1.8868
2000-10-19,7.6923
2000-10-20,0.0
2000-10-23,-7.1429
2000-10-31,0.0
2000-11-20,0.0
2000-11-21,0.0
2000-12-04,0.0
2000-12-07,0.0
2000-12-19,1.4041000000000001
2000-12-28,0.0
2001-03-08,1.9231
2001-03-26,1.9231
2001-03-27,1.8868
2001-03-29,7.4074
2001-04-06,-6.8966
2001-04-10,-0.7407
2001-04-12,0.0
2001-04-16,0.0
2001-05-02,10.4478
2001-05-03,-1.3514
2001-05-18,16.4384
2001-05-21,12.3529
2001-05-22,12.0419
2001-06-01,3.3645
2001-06-04,-1.4466999999999999
2001-06-05,0.9174
2001-06-11,-3.4091
2001-06-13,2.8571
2001-06-14,-2.7778
2001-06-15,2.8571
2001-06-21,6.4815
2001-06-25,-5.2174
2001-07-18,0.9174
2001-07-26,-1.8182
2001-07-31,1.8519
2001-08-02,0.9091
2001-08-15,-2.2523
2001-08-20,6.9124
2001-08-22,-3.0172
2001-08-23,2.2222
2001-08-27,-3.4783
2001-08-30,3.6036
2001-09-17,8.6957
2001-09-21,-19.0
2001-10-12,16.0
2001-10-22,-3.0172
2001-10-23,-2.2222
2001-11-05,-2.2727
2001-12-27,8.2353
2001-12-31,-3.6522
2002-01-14,3.7906
2002-01-16,4.3478
2002-01-17,0.0
2002-01-18,4.1667
2002-01-28,1.2
2002-01-29,4.7431
2002-01-31,0.0
2002-02-21,3.7736
2002-02-28,-0.3636
2002-04-02,-0.9208
2002-04-03,0.3717
2002-04-16,0.0
2002-04-25,-3.7037
2002-04-26,0.0
2002-05-01,-1.9231
2002-05-31,5.8824
2002-06-03,-3.7037
2002-06-13,0.9709
2002-06-14,1.1538
2002-06-26,-5.3232
2002-07-02,-1.6064
2002-07-03,1.2245
