ticker,EQOS US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2019-05-20,-0.2022
2019-05-21,0.0
2019-05-23,-0.1013
2019-05-28,0.0
2019-05-29,0.0
2019-05-30,0.3043
2019-05-31,-0.3033
2019-06-03,0.1024
2019-06-04,0.5056
2019-06-05,-0.2016
2019-06-06,0.0
2019-06-07,0.303
2019-06-10,-0.1007
2019-06-12,0.3024
2019-06-13,-0.402
2019-06-27,-0.0959
2019-07-01,2.015
2019-07-02,-1.3860999999999999
2019-07-03,0.4016
2019-07-05,-1.2
2019-07-08,0.0
2019-07-09,-0.4049
2019-07-10,0.813
2019-07-11,0.1008
2019-07-12,-0.1007
2019-07-15,-0.0121
2019-07-16,0.2137
2019-07-17,0.0
2019-07-18,0.0
2019-07-19,-0.6036
2019-07-22,0.7085
2019-07-24,-0.4623
2019-08-01,0.9693
2019-08-02,-0.2
2019-08-05,-0.1002
2019-08-06,0.1505
2019-08-07,-0.0501
2019-08-14,0.0
2019-08-16,-0.1002
2019-08-19,0.1003
2019-08-20,-0.2004
2019-08-26,-0.1004
2019-08-27,-0.1005
2019-08-28,0.0
2019-08-30,0.2012
2019-09-04,0.1004
2019-09-09,0.0
2019-09-13,0.1003
2019-09-18,-0.501
2019-09-19,0.6042
2019-09-20,0.0901
2019-09-23,-0.09
2019-09-24,0.0
2019-09-27,-0.2002
2019-09-30,0.2006
2019-10-01,0.0
2019-10-04,-0.1001
2019-10-07,0.0
2019-10-09,-0.1002
2019-10-10,0.0
2019-10-15,0.1003
2019-10-16,-0.0992
2019-10-17,-0.001
2019-10-18,0.009
2019-10-21,0.0913
2019-10-25,-0.1002
2019-10-28,0.0
2019-10-29,0.0
2019-10-30,-0.1003
2019-10-31,0.1004
2019-11-01,-0.1003
2019-11-04,0.0
2019-11-05,0.1004
2019-11-06,-0.2006
2019-11-07,-0.1005
2019-11-08,0.2012
2019-11-11,0.2008
2019-11-12,0.1002
2019-11-14,0.2002
2019-11-15,-0.2997
2019-11-18,0.0
2019-11-19,0.0
2019-11-21,0.501
2019-11-22,0.0997
2019-11-25,-0.1992
2019-11-26,0.1996
2019-11-27,0.0
2019-11-29,-0.1992
2019-12-03,0.1996
2019-12-05,-0.1992
2019-12-10,-0.2994
2019-12-11,0.3003
2019-12-18,-0.1996
2019-12-20,0.0
2019-12-23,0.1
2019-12-24,0.1998
2019-12-26,0.2991
2019-12-27,-0.497
2019-12-30,0.0999
2019-12-31,0.0
2020-01-06,0.0
2020-01-07,0.2994
2020-01-08,-0.0995
2020-01-09,0.0996
2020-01-10,-0.199
2020-01-13,0.0
2020-01-14,0.3988
2020-01-15,0.7944
2020-01-17,-0.0709
2020-01-22,0.0986
2020-01-23,0.3664
2020-01-27,-0.5888
2020-01-28,0.0987
2020-01-29,-0.0986
2020-01-30,0.0
2020-01-31,0.0
2020-02-06,0.3919
2020-02-07,-1.177
2020-02-11,0.4975
2020-02-12,0.0
2020-02-18,0.7921
2020-02-19,-0.2947
2020-02-24,0.4926
2020-02-25,-0.1961
2020-02-26,-0.0982
2020-02-27,0.0
2020-02-28,-0.0413
2020-03-02,-0.2538
2020-03-03,0.0
2020-03-04,0.0
2020-03-05,0.2959
2020-03-06,-0.1967
2020-03-09,-0.2975
2020-03-10,0.002
2020-03-11,0.0889
2020-03-12,-0.0889
2020-03-13,-0.1976
2020-03-16,0.6931
2020-03-17,-4.6213999999999995
2020-03-19,3.6598
2020-03-20,-26.802599999999998
2020-03-23,35.6658
2020-03-24,0.1502
2020-03-25,0.401
2020-03-26,1.1942
2020-03-27,0.5906
2020-03-31,-2.1526
2020-04-01,1.0
2020-04-02,0.0
2020-04-03,-0.198
2020-04-06,0.0
2020-04-07,-0.1984
2020-04-08,0.3976
2020-04-09,-0.198
2020-04-13,0.3968
2020-04-14,0.1996
2020-04-17,0.2939
2020-04-20,1.2242
2020-04-21,-1.2094
2020-04-22,0.0
2020-04-27,0.0433
2020-04-28,-0.1415
2020-04-29,0.5906
2020-04-30,-0.3914
2020-05-06,-0.0982
2020-05-07,-0.0983
2020-05-11,0.0
2020-05-12,-3.564
2020-05-13,1.8075
2020-05-14,0.4511
2020-05-20,0.0
2020-05-22,2.0948
2020-05-27,-1.9541
2020-05-28,1.994
2020-05-29,-1.7595
2020-06-03,-0.597
2020-06-04,0.7007
2020-06-09,1.4901
2020-06-10,-5.0921
2020-06-11,1.4964
2020-06-12,-7.575
2020-06-15,10.011
2020-06-16,1.69
2020-06-17,0.3048
2020-06-18,-0.3922
2020-06-19,1.3474
2020-06-22,-0.9411
2020-06-23,0.7843
2020-06-24,-1.3618999999999999
2020-06-25,-0.3945
2020-06-26,0.0
2020-06-29,0.0
2020-06-30,0.099
2020-07-01,0.8902
2020-07-02,-0.4902
2020-07-06,-0.197
2020-07-07,1.1846
2020-07-08,-1.4634
2020-07-10,1.3860999999999999
2020-07-13,-0.0977
2020-07-14,0.001
2020-07-15,0.2923
2020-07-16,-0.0975
2020-07-17,-0.1951
2020-07-21,0.2933
2020-07-22,0.0
2020-07-23,0.1949
2020-07-27,-0.2918
2020-07-28,0.878
2020-07-29,-0.9671
2020-07-30,2.5391
2020-07-31,-2.2838
