ticker,RAHGF US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2014-10-24,0.5155
2014-10-28,0.0
2014-10-31,0.0
2014-11-13,0.0
2014-11-14,-0.1026
2014-11-21,0.1027
2014-11-28,-0.5128
2014-12-01,-0.3093
2014-12-02,0.3102
2014-12-03,0.0
2014-12-05,0.0
2014-12-23,0.0
2015-01-02,1.0309
2015-01-05,0.2041
2015-01-08,-1.6293
2015-01-09,1.2422
2015-01-20,0.0
2015-01-21,-0.5112
2015-01-22,-0.4111
2015-01-23,0.6192
2015-01-26,0.2051
2015-01-27,-0.3071
2015-01-29,0.616
2015-02-02,0.2041
2015-02-04,-0.9165
2015-02-05,-0.2055
2015-02-06,0.4119
2015-02-09,-0.3077
2015-02-13,0.6173
2015-02-17,0.0
2015-02-18,-1.0225
2015-02-20,-0.2066
2015-02-23,2.2774
2015-02-24,-1.1134
2015-02-25,1.0235
2015-02-26,-1.4184
2015-03-06,0.6166
2015-03-12,-1.1236
2015-03-13,1.6529
2015-03-16,0.0
2015-03-18,-1.626
2015-03-24,-0.1033
2015-03-31,1.5512000000000001
2015-04-08,-0.7128
2015-04-09,0.0013
2015-04-13,-0.0013
2015-04-23,0.9231
2015-04-24,-0.2033
2015-04-28,3.8709
2015-04-29,-1.913
2015-04-30,-0.2499
2015-05-04,0.2004
2015-05-06,-0.5013
2015-05-08,0.0013
2015-05-11,-0.0013
2015-05-12,0.0
2015-05-14,0.4033
2015-05-15,0.1001
2015-05-19,0.0
2015-05-20,0.0
2015-05-22,-1.0
2015-05-26,0.303
2015-05-27,-0.3021
2015-06-03,0.0
2015-06-04,0.303
2015-06-15,0.0
2015-06-16,0.1007
2015-06-19,-0.4024
2015-06-22,0.202
2015-06-23,-0.2016
2015-06-30,0.0
2015-07-06,0.0
2015-07-07,0.0
2015-07-14,0.303
2015-07-27,0.0
2015-07-30,0.0
2015-08-05,0.2014
2015-08-13,0.0
2015-08-19,0.6018
2015-08-21,0.1012
2015-08-24,0.0
2015-09-02,-0.3992
2015-09-03,0.2004
2015-09-04,0.0
2015-09-08,0.0
2015-09-09,-0.4
2015-09-11,0.7028
2015-09-14,0.3988
2015-09-15,0.0
2015-09-16,-0.3972
2015-10-13,-0.2991
2015-10-28,0.5
2015-12-04,-1.2934999999999999
2015-12-07,-0.2016
2015-12-15,0.8081
2015-12-16,0.1991
2015-12-17,0.0013
2015-12-18,0.0
2015-12-22,0.3
2015-12-23,0.1994
2015-12-24,0.0
2015-12-28,0.199
