ticker,PEBN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2017-08-08,0.1519
2017-12-19,11.2235
2017-12-22,0.0
2017-12-26,0.0
2018-01-10,0.0
2018-01-11,0.0
2018-01-18,0.9091
2018-01-19,0.2252
2018-01-29,0.0
2018-01-30,0.2247
2018-02-01,-1.1211
2018-02-02,0.0
2018-02-07,0.0
2018-02-09,0.0
2018-02-12,0.0
2018-02-13,0.0
2018-03-02,0.0
2018-04-18,-2.2676
2018-04-19,3.9443
2018-04-26,-1.7856999999999998
2018-04-27,0.0
2018-05-30,0.0
2018-05-31,1.3636
2018-06-01,-1.3453
2018-06-11,0.9091
2018-06-15,0.9009
2018-07-27,0.0
2018-07-30,0.0
2018-08-01,-1.5625
2018-08-02,2.0408
2018-08-03,0.0
2018-08-06,0.0
2018-08-15,-2.2222
2018-08-20,1.1364
2018-09-17,-1.1236
2018-10-25,-1.1364
2018-10-29,-1.6092
2018-11-13,-1.8692
2018-11-26,0.0
2018-11-29,-2.3810000000000002
2019-01-22,-0.9756
2019-01-23,-1.4778
2019-01-24,2.0
2019-01-29,-6.8627
2019-01-31,0.2632
2019-02-01,0.0
2019-02-05,0.2625
2019-02-13,2.0942
2019-02-14,0.0
2019-02-19,0.0
2019-03-20,-1.2821
2019-03-22,0.2597
2019-03-28,2.8497
2019-04-04,-3.0227
2019-04-09,0.0
2019-06-04,3.3766
2019-06-28,-1.5074999999999998
2019-07-01,0.0
2019-07-03,0.7653
2019-07-05,0.0
2019-08-19,0.0
2019-08-20,1.4684
2019-09-10,-0.0998
2019-09-11,-1.8481999999999998
2019-09-17,1.7812000000000001
2019-09-19,-0.05
2019-09-20,-0.9505
2019-09-23,0.2525
2019-09-26,0.2519
2019-09-27,0.2513
2019-10-24,-0.7519
2019-10-25,4.798
2019-10-29,-0.241
2019-10-30,0.2415
2019-11-05,4.8193
2019-11-07,-2.2989
2019-11-08,1.1764999999999999
2019-11-18,-2.3256
2019-11-27,2.3810000000000002
2019-12-03,-3.4884
2019-12-12,-2.4096
2019-12-17,2.4691
2019-12-18,0.241
2019-12-19,0.2404
2019-12-30,-1.6307
2019-12-31,2.3891
2020-01-08,-5.0
2020-01-21,3.5088
2020-01-29,1.1622
2020-01-30,-0.1915
2020-02-05,-0.4796
2020-02-20,-2.4096
2020-02-25,0.4938
2020-03-06,-6.6339
2020-03-09,-2.6316
2020-03-10,-5.4054
2020-03-11,-1.4285999999999999
2020-03-20,-7.2464
2020-03-23,-16.25
2020-04-09,-2.9851
2020-04-16,0.0
2020-04-23,-7.6923
2020-05-05,4.1667
2020-05-14,0.0
2020-05-20,-2.0
2020-05-21,0.0
2020-05-26,-0.8163
2020-05-27,-1.2346
2020-05-28,1.4167
2020-06-03,0.2465
2020-06-05,2.8689
2020-06-23,-2.3904
2020-06-25,0.0
2020-07-08,-2.449
2020-07-13,0.6695
2020-07-15,0.5819
2020-07-17,-0.8264
2020-07-22,-3.3333
2020-07-29,-2.1552
2020-07-30,1.3216
