ticker,CBFC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2001-03-22,81.4711
2001-03-23,-2.9703
2001-03-30,0.0
2001-04-05,0.0
2001-07-16,-31.8878
2001-07-17,0.0
2001-07-18,0.0
2001-07-25,0.0
2001-08-06,0.0
2001-08-09,0.0
2002-06-19,5.3933
2002-07-16,0.2132
2002-09-03,0.0
2002-09-12,0.0
2002-10-03,-0.7092
2003-06-26,1.4285999999999999
2003-07-31,1.4085
2003-11-03,0.0
2004-01-02,-2.7778
2004-01-22,1.4285999999999999
2004-04-05,-6.338
2004-04-14,0.0
2004-04-29,2.2556
2004-04-30,2.9412000000000003
2004-05-10,-11.4286
2004-10-01,8.871
2005-01-26,-4.4444
2005-02-09,5.4264
2005-04-08,-1.4706000000000001
2005-09-27,-0.7463
2005-09-29,-0.3759
2005-10-04,1.5093999999999999
2006-05-11,0.0302
2006-07-18,8.2827
2006-07-25,2.4561
2006-07-28,0.0
2006-10-17,-0.6849
2006-10-23,0.6897
2006-10-24,0.0
2006-12-15,1.5158
2006-12-28,2.7397
2007-06-13,3.3557
2007-06-22,-3.2468
2007-06-29,2.1477
2007-07-05,-4.0736
2007-07-11,-2.7397
2007-07-12,-9.8592
2007-07-13,11.9531
2007-07-19,0.0
2007-07-20,-3.6985
2007-07-25,2.8986
2007-08-09,-9.8592
2007-08-10,-1.4062999999999999
2007-08-21,2.2187
2007-09-19,13.1783
2007-09-25,-8.2192
2007-10-09,0.0
2007-12-10,-1.2308
2008-03-06,1.5385
2008-04-04,-1.5152
2008-04-07,0.7692
2008-04-08,-0.7634
2008-04-10,0.0
2008-04-11,2.3077
2008-04-15,-0.7519
2008-04-17,-0.7576
2008-04-22,-1.5267
2008-05-09,-0.7752
2008-06-05,0.0
2008-07-23,0.0473
2008-08-11,-3.7008
2008-08-13,0.5724
2008-09-04,0.813
2008-09-19,-8.0645
2008-09-25,-15.7895
2008-10-07,-12.5
2008-10-10,19.0476
2008-10-17,-60.0
2008-10-23,150.0
2008-10-28,-13.8
2008-11-17,11.3689
2008-12-16,6.4765
2008-12-30,-3.3233
2008-12-31,-2.0833
2009-01-21,6.383
2009-02-06,-2.0
2009-03-03,-9.6939
2009-03-31,3.9548
2009-04-23,-2.1739
2009-05-13,-1.1111
2009-05-27,3.3708
2009-07-02,-2.1333
2009-07-09,3.3708
2009-09-09,1.5217
2009-10-01,-12.2056
2009-10-02,7.3171
2009-10-30,2.8409
2010-02-12,4.0018
2010-02-19,-1.087
2010-03-04,2.1978
2010-03-25,-1.0753
2010-04-05,7.6087
2010-04-23,2.0202
2010-06-04,2.9703
2010-07-27,-1.8846
2010-12-28,0.1603
2010-12-29,2.0
2011-06-21,-0.9312
2011-07-19,10.0
2011-07-20,-3.6364
2011-07-22,-5.6604
2011-08-30,1.0
2011-08-31,2.9703
2011-10-21,-3.8462
2012-08-13,13.1222
2013-01-15,-10.0422
2013-04-29,0.0
2013-05-02,0.0
2013-05-03,11.8367
2013-05-13,0.365
2013-05-16,0.0
2013-05-23,-7.2727
2013-06-10,6.0036
2013-07-24,0.0
2013-09-24,0.0
2013-11-21,0.0
2014-06-10,-2.746
2014-09-15,-1.9607999999999999
2014-12-30,-0.6079
2015-01-14,1.9367999999999999
2015-07-21,1.0714
2016-12-02,7.0304
2016-12-12,5.8824
2018-01-11,-2.2989
2019-04-29,4.2732
2019-09-12,9.0837
2019-09-25,-5.4545
2020-03-27,-16.8152
