ticker,CBFV US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-6.25
2000-01-04,2.8571
2000-01-06,1.8519
2000-01-07,0.0
2000-01-10,0.9091
2000-01-11,-2.7027
2000-01-19,5.5556
2000-02-15,-15.7895
2000-02-22,-3.6458
2000-02-28,3.7838000000000003
2000-03-01,-3.125
2000-03-06,-3.2258
2000-03-07,4.4444
2000-03-08,0.0
2000-03-09,-2.1277
2000-03-13,-4.3478
2000-03-14,-1.1364
2000-03-17,10.3448
2000-03-20,-10.4167
2000-03-24,4.6512
2000-03-27,0.0
2000-03-28,-4.4444
2000-03-29,0.0
2000-03-31,2.3256
2000-04-03,-4.5455
2000-04-07,-4.7619
2000-04-13,2.5
2000-05-01,4.878
2000-05-02,-2.3256
2000-05-08,-2.3810000000000002
2000-05-09,2.439
2000-05-11,-7.1429
2000-05-12,7.6923
2000-05-17,-7.1429
2000-05-19,2.5641
2000-05-23,7.5
2000-05-24,2.3256
2000-05-30,-11.3636
2000-05-31,7.6923
2000-06-01,-4.7619
2000-06-05,5.0
2000-06-13,-4.7619
2000-06-15,-1.25
2000-06-20,3.7975
2000-06-23,1.2195
2000-06-29,6.0241
2000-06-30,0.0
2000-07-06,3.4091
2000-08-02,-4.3169
2000-08-03,-1.1628
2000-08-04,2.3529
2000-08-16,0.0
2000-08-29,0.0
2000-09-07,-3.4483
2000-09-11,0.0
2000-09-12,-1.1905000000000001
2000-09-13,1.2048
2000-09-14,0.0
2000-09-18,0.0
2000-09-25,-1.1905000000000001
2000-10-02,-1.2048
2000-10-04,0.0
2000-10-06,1.2195
2000-10-10,0.0
2000-10-12,0.0
2000-10-13,4.8193
2000-10-16,-4.5977
2000-10-18,0.0
2000-10-19,-1.2048
2000-10-24,6.0976
2000-11-06,-3.4483
2000-11-09,0.0
2000-11-15,0.0
2000-11-20,0.0
2000-11-22,1.1905000000000001
2000-11-27,2.3529
2000-11-30,1.1494
2000-12-13,0.6013
2000-12-14,1.1494
2000-12-22,-2.2727
2000-12-28,0.0
2000-12-29,-2.3256
2001-01-08,0.0
2001-01-11,2.3810000000000002
2001-01-19,0.0
2001-02-07,-2.3256
2001-02-12,-1.1905000000000001
2001-02-14,-1.2048
2001-02-15,1.2195
2001-02-21,-4.8193
2001-02-28,-2.5316
2001-03-01,9.0909
2001-03-09,0.0
2001-03-12,0.0
2001-03-16,0.0
2001-03-19,-1.1905000000000001
2001-03-26,-7.2289
2001-03-28,6.4935
2001-04-03,-3.6585
