ticker,LGYV US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2015-07-13,18900.0
2015-07-23,-2.6316
2015-09-16,35.1351
2015-09-18,180.0
2015-09-21,15.0
2015-09-28,-4.3478
2015-09-29,2.7273
2015-09-30,-3.5398
2015-10-01,10.0917
2015-10-02,5.0
2015-10-05,0.7937
2015-10-06,0.7874
2015-10-07,0.0
2015-10-09,3.9063
2015-10-13,-1.5038
2015-10-14,3.0534
2015-10-15,6.6667
2015-10-16,2.7778
2015-10-19,-5.4054
2015-10-20,-3.5714
2015-10-21,0.0
2015-10-22,11.1111
2015-10-23,0.0
2015-10-27,3.3333
2015-10-28,0.0
2015-10-29,1.2903
2015-10-30,-0.6369
2015-11-02,-4.4872
2015-11-03,7.3826
2015-11-04,1.25
2015-11-05,-0.6173
2015-11-06,3.1056
2015-11-09,-1.8072
2015-11-10,1.227
2015-11-11,-2.4242
2015-11-12,0.0
2015-11-13,3.1056
2015-11-16,1.2048
2015-11-17,1.1905000000000001
2015-11-18,2.9412000000000003
2015-11-19,-1.1429
2015-11-20,1.7341
2015-11-23,-3.4091
2015-11-24,2.3529
2015-11-25,-1.7241
2015-11-27,1.7544
2015-11-30,2.2989
2015-12-01,-3.3708
2015-12-02,3.4884
2015-12-03,-1.1236
2015-12-04,-6.25
2015-12-07,-0.6061
2015-12-08,-2.439
2015-12-09,0.0
2015-12-10,15.0
2015-12-11,7.0652
2015-12-14,2.0305
2015-12-15,-24.8756
2015-12-16,5.9603
2015-12-17,8.75
2015-12-18,2.2989
2015-12-21,-3.9326
2015-12-22,2.924
2015-12-23,0.5682
2015-12-24,0.0
2015-12-28,-1.6949
2015-12-29,-4.5977
2015-12-30,1.8072
2015-12-31,-9.4675
2016-01-04,-19.6078
2016-01-05,-4.878
2016-01-06,0.8547
2016-01-07,4.2373
2016-01-08,-5.6911000000000005
2016-01-11,-14.6552
2016-01-12,1.0101
2016-01-13,-7.5
2016-01-14,2.7027
2016-01-15,13.6842
2016-01-19,0.0
2016-01-20,8.3333
2016-01-21,-5.1282
2016-01-22,-22.5225
2016-01-25,3.4884
2016-01-26,0.0
2016-01-27,-8.9888
2016-01-28,-8.6728
2016-01-29,8.1446
2016-02-01,6.25
2016-02-02,-17.647100000000002
2016-02-03,-28.4286
2016-02-04,17.764499999999998
2016-02-05,-11.8644
2016-02-08,-13.2692
2016-02-09,5.5432
2016-02-10,10.2941
2016-02-11,22.8571
2016-02-12,-6.9767
2016-02-16,0.0
2016-02-17,-5.0
