ticker,LGYV US Equity
2016-02-18,5.2632
2016-02-19,0.0
2016-02-22,0.0
2016-02-23,-3.3333
2016-02-24,-34.4828
2016-02-25,0.0
2016-02-26,-11.8421
2016-02-29,-22.3881
2016-03-01,-15.3846
2016-03-02,-27.2727
2016-03-03,12.5
2016-03-04,-11.1111
2016-03-07,18.125
2016-03-08,5.8201
2016-03-09,-11.0
2016-03-10,-21.6292
2016-03-11,-10.3943
2016-03-14,0.0
2016-03-15,-19.9
2016-03-16,9.2385
2016-03-17,5.1429
2016-03-18,-13.0435
2016-03-21,0.125
2016-03-22,4.8689
2016-03-23,-14.2857
2016-03-24,0.0
2016-03-28,11.1111
2016-03-29,0.0
2016-03-30,-10.0
2016-03-31,0.0
2016-04-01,-2.2222
2016-04-04,13.6364
2016-04-05,-3.875
2016-04-06,4.0312
2016-04-07,-4.125
2016-04-08,19.9478
2016-04-11,-11.6304
2016-04-12,12.1771
2016-04-13,-3.5088
2016-04-14,-3.5227
2016-04-15,3.6513999999999998
2016-04-18,-3.0682
2016-04-19,-4.6893
2016-04-20,-0.615
2016-04-21,-0.9901
2016-04-22,0.0
2016-04-25,-20.0
2016-04-26,10.0
2016-04-27,3.4091
2016-04-28,-7.6923
2016-04-29,-11.9048
2016-05-02,2.027
2016-05-03,3.9735
2016-05-04,-7.0064
2016-05-05,0.0
2016-05-06,0.0
2016-05-09,-8.2192
2016-05-10,0.0
2016-05-11,-2.7984999999999998
2016-05-12,0.0
2016-05-13,3.6468
2016-05-16,-3.7037
2016-05-17,7.5
2016-05-18,-7.2451
2016-05-19,-7.4253
2016-05-20,16.4583
2016-05-23,-6.9767
2016-05-24,3.6538
2016-05-25,0.9276
2016-05-26,-4.4118
2016-05-27,4.6154
2016-05-31,-25.0
2016-06-01,35.2941
2016-06-02,-5.9783
2016-06-03,6.3584
2016-06-06,-14.221
2016-06-07,1.3728
2016-06-08,-10.0
2016-06-09,-25.810200000000002
2016-06-10,11.5445
2016-06-13,14.1259
2016-06-14,-21.5686
2016-06-15,0.0
2016-06-16,-3.75
2016-06-17,-1.2987
2016-06-20,-15.7895
2016-06-21,0.0
2016-06-22,10.1562
2016-06-23,-7.8014
2016-06-24,-21.5385
2016-06-27,45.098
2016-06-28,-2.7027
2016-06-29,-13.8889
2016-06-30,1.6129
2016-07-01,-6.3492
2016-07-05,-32.2034
2016-07-06,0.625
2016-07-07,11.8012
2016-07-08,32.7778
2016-07-11,-16.318
2016-07-12,0.5
2016-07-14,37.3134
2016-07-15,-20.6522
2016-07-18,-26.9406
2016-07-19,-5.0
2016-07-20,-36.8421
2016-07-21,25.0
2016-07-22,-26.6667
2016-07-25,72.7273
2016-07-26,5.2632
2016-07-27,-20.0
2016-07-28,18.75
2016-07-29,-5.2632
2016-08-01,11.1111
2016-08-02,0.0
2016-08-03,7.5
2016-08-04,-2.3256
2016-08-05,-23.8095
2016-08-08,-6.25
2016-08-09,11.6667
2016-08-10,1.4925
2016-08-11,-24.6324
2016-08-12,20.9756
2016-08-15,-3.2258
2016-08-16,-36.6667
2016-08-17,-14.473700000000001
2016-08-18,26.1538
2016-08-19,-20.7317
2016-08-22,0.0
2016-08-23,10.7692
2016-08-24,0.0
2016-08-25,31.9444
2016-08-26,68.4211
2016-08-29,-47.5
2016-08-30,5.9524
2016-09-01,-16.2921
2016-09-02,-3.3557
2016-09-06,-25.0
2016-09-07,12.963
2016-09-08,10.6557
2016-09-09,-2.963
2016-09-12,-1.5267
2016-09-13,86.0465
2016-09-14,-33.3333
2016-09-15,-5.0
2016-09-19,5.2632
2016-09-20,-8.75
2016-09-21,9.589
2016-09-22,0.0
2016-09-26,50.0
2016-09-27,-10.4167
2016-09-28,-22.3256
2016-09-29,17.9641
2016-09-30,-15.736
2016-10-03,1.2048
2016-10-05,4.7619
2016-10-06,0.0
2016-10-07,36.3636
2016-10-10,-26.6667
2016-10-11,18.1818
2016-10-12,11.538499999999999
2016-10-13,-17.2414
2016-10-14,0.0
2016-10-17,19.7917
2016-10-18,-0.4348
2016-10-19,-24.8908
2016-10-21,12.7907
2016-10-24,-10.8247
2016-10-25,34.104
2016-10-26,-23.7069
2016-10-27,-9.6045
2016-10-28,0.0
2016-10-31,-3.125
2016-11-01,22.5806
2016-11-02,-3.1579
2016-11-03,0.0
2016-11-07,-4.3478
2016-11-08,13.6364
2016-11-09,0.0
2016-11-10,0.0
2016-11-11,20.0
2016-11-14,22.9167
2016-11-15,-2.3729
2016-11-16,11.1111
2016-11-17,-5.0
2016-11-18,2.6316
2016-11-21,0.0
2016-11-22,0.0
2016-11-23,0.0
2016-11-25,-2.5641
2016-11-28,2.6316
2016-11-29,-4.4872
2016-11-30,-3.3557
2016-12-01,0.0
2016-12-02,0.0
2017-02-01,-94.1667
2017-03-27,947.619
2017-04-11,27.2727
2017-05-02,-81.4286
2017-05-09,169.2308
2017-05-25,0.0
2017-05-30,28.5714
2017-06-23,-33.3333
2017-07-14,0.1667
2017-10-17,-4.3261
2017-12-20,0.0
2017-12-27,0.8696
2018-01-05,-5.1707
2018-01-09,-0.0018
2018-01-10,-9.0909
2018-01-16,7.0
2018-01-19,-23.3645
2018-01-29,2.439
2018-03-15,-2.3810000000000002
2018-05-09,-8.5366
2018-05-10,0.0
2018-06-07,33.3333
2018-06-08,-30.0
2018-09-26,1.4285999999999999
2018-10-10,-1.4085
2018-10-15,0.0
2018-11-13,-14.2857
2018-12-26,-0.3333
2018-12-27,13.7124
2019-02-27,-19.1176
2019-04-01,-9.0909
2019-04-05,-10.0
2019-04-29,-11.1111
2019-04-30,50.0
2019-05-03,0.0
2019-05-17,30.0
2019-06-25,-23.0769
2019-06-28,0.0
2019-07-02,-0.3333
2019-10-15,-24.7492
2019-12-11,-33.3333
2020-01-31,-20.0
2020-02-04,145.8333
2020-03-09,-59.322
2020-04-09,0.0
2020-04-22,0.0
2020-05-07,0.0
2020-06-11,53.3333
2020-06-12,-36.413
2020-07-22,-1.7094
2020-07-23,-13.0435
2020-07-28,30.0
2020-07-30,-19.2308
