ticker,CERPQ US Equity
2006-04-20,0.0
2006-04-21,10.0
2006-04-24,-4.5455
2006-04-25,22.619
2006-04-26,-0.9709
2006-04-27,42.1569
2006-04-28,-6.8966
2006-05-01,3.7037
2006-05-02,0.0
2006-05-03,3.5714
2006-05-04,-3.4483
2006-05-05,0.7143
2006-05-08,2.8369
2006-05-09,-0.6897
2006-05-10,0.6944
2006-05-11,0.0
2006-05-12,0.0
2006-05-15,-0.6897
2006-05-16,0.6944
2006-05-17,0.0
2006-05-18,0.0
2006-05-19,0.0
2006-05-22,2.069
2006-05-23,0.0
2006-05-24,-2.027
2006-05-25,-2.069
2006-05-26,-25.3521
2006-05-30,-19.8113
2006-05-31,43.5294
2006-06-01,10.6557
2006-06-02,0.0
2006-06-05,1.4815
2006-06-06,0.0
2006-06-07,-7.2993
2006-06-08,1.5748
2006-06-09,0.7752
2006-06-12,-5.3846
2006-06-13,-17.8862
2006-06-14,5.9406
2006-06-15,12.1495
2006-06-16,-4.1667
2006-06-19,-4.3478
2006-06-20,0.0
2006-06-21,4.5455
2006-06-22,2.6087
2006-06-23,1.6949
2006-06-26,-4.1667
2006-06-27,-4.3478
2006-06-28,0.0
2006-06-29,-4.5455
2006-06-30,9.5238
2006-07-03,-0.8696
2006-07-05,-3.5088
2006-07-06,3.6364
2006-07-07,-4.386
2006-07-10,0.9174
2006-07-11,-2.7273
2006-07-12,4.6729
2006-07-13,3.5714
2006-07-14,0.0
2006-07-17,-3.4483
2006-07-18,-1.7856999999999998
2006-07-19,4.5455
2006-07-20,-4.3478
2006-07-21,0.0
2006-07-24,0.0
2006-07-25,2.7273
2006-07-26,-0.885
2006-07-27,-1.7856999999999998
2006-07-28,-3.6364
2006-07-31,2.8302
2006-08-01,5.5046
2006-08-02,-10.4348
2006-08-03,11.6505
2006-08-04,-2.6087
2006-08-07,0.0
2006-08-08,-1.7856999999999998
2006-08-09,-4.5455
2006-08-10,-1.9048
2006-08-11,-0.9709
2006-08-14,1.9607999999999999
2006-08-15,-2.8846
2006-08-16,0.0
2006-08-17,0.0
2006-08-18,5.9406
2006-08-21,-1.8692
2006-08-22,0.0
2006-08-23,0.0
2006-08-24,4.7619
2006-08-25,0.0
2006-08-28,0.9091
2006-08-29,-1.8018
2006-08-30,1.8349
2006-08-31,-0.9009
2006-09-01,-0.9091
2006-09-05,0.0
2006-09-06,0.0
2006-09-07,0.9174
2006-09-08,-0.9091
2006-09-11,-3.6696999999999997
2006-09-12,-3.8095
2006-09-13,3.9604
2006-09-14,-8.5714
2006-09-15,-1.0417
2006-09-18,5.2632
2006-09-19,-8.0
2006-09-20,-14.1304
2006-09-21,-11.3924
2006-09-22,5.7143
2006-09-25,21.6216
2006-09-26,-16.6667
2006-09-27,4.0
2006-09-28,-3.8462
2006-09-29,1.3333
2006-10-02,-10.526299999999999
2006-10-03,4.4118
2006-10-04,9.8592
2006-10-05,-6.4103
2006-10-06,-2.7397
2006-10-09,5.6338
2006-10-10,-4.0
2006-10-11,4.1667
2006-10-12,-4.0
2006-10-13,0.0
2006-10-16,-2.7778
2006-10-17,-1.4285999999999999
2006-10-18,1.4493
2006-10-19,0.0
2006-10-20,-2.8571
2006-10-23,-10.2941
2006-10-24,-3.2787
2006-10-25,-3.3898
2006-10-26,-12.2807
2006-10-27,0.0
2006-10-30,18.0
2006-10-31,13.5593
2006-11-01,-2.9851
2006-11-02,-15.3846
2006-11-03,0.0
2006-11-06,0.0
2006-11-07,-1.8182
2006-11-08,3.7037
2006-11-09,1.7856999999999998
2006-11-10,-3.5088
2006-11-13,-1.8182
2006-11-14,-5.5556
2006-11-15,-1.9607999999999999
2006-11-16,2.0
2006-11-17,-1.9607999999999999
2006-11-20,4.0
2006-11-21,1.9231
2006-11-22,-5.6604
2006-11-27,-2.0
2006-11-28,-2.0408
2006-11-29,6.25
2006-11-30,-9.8039
2006-12-01,4.3478
2006-12-04,-2.0833
2006-12-05,-4.2553
2006-12-06,2.2222
2006-12-07,4.3478
2006-12-08,-6.25
2006-12-11,2.2222
2006-12-12,4.3478
2006-12-13,-6.25
2006-12-14,-6.6667
2006-12-15,7.1429
2006-12-18,0.0
2006-12-19,0.0
2006-12-20,6.6667
2006-12-21,-2.0833
2006-12-22,2.1277
2006-12-26,-6.25
2006-12-27,0.0
2006-12-28,-4.4444
2006-12-29,-13.9535
2007-01-03,24.3243
2007-01-04,4.3478
2007-01-05,0.0
2007-01-08,0.0
2007-01-09,-8.3333
2007-01-10,9.0909
2007-01-11,-2.0833
2007-01-12,4.2553
2007-01-16,2.0408
2007-01-17,-4.0
2007-01-18,-4.1667
2007-01-19,-2.1739
2007-01-22,-2.2222
2007-01-23,-4.5455
2007-01-24,2.3810000000000002
2007-01-25,0.0
2007-01-26,-4.6512
2007-01-29,2.439
2007-01-30,-4.7619
2007-01-31,0.0
2007-02-01,0.0
2007-02-02,2.5
2007-02-05,-2.439
2007-02-06,0.0
2007-02-07,-2.5
2007-02-08,0.0
2007-02-09,2.5641
2007-02-12,-5.0
2007-02-13,2.6316
2007-02-14,2.5641
2007-02-15,-6.25
2007-02-16,-1.3333
2007-02-20,0.0
2007-02-21,2.7027
2007-02-22,-1.3158
2007-02-23,6.6667
2007-02-26,-2.5
2007-02-27,2.5641
2007-02-28,-2.5
2007-03-01,0.0
2007-03-02,-2.5641
2007-03-05,5.2632
2007-03-06,0.0
2007-03-07,0.0
2007-03-08,-5.0
2007-03-09,-2.6316
2007-03-12,5.4054
2007-03-13,0.0
2007-03-14,-2.5641
2007-03-15,0.0
2007-03-16,0.0
2007-03-19,-1.3158
2007-03-20,-4.0
2007-03-21,8.3333
2007-03-22,-5.1282
2007-03-23,0.0
2007-03-26,2.7027
2007-03-27,-5.2632
2007-03-28,0.0
2007-03-29,2.7778
2007-03-30,8.1081
2007-04-02,-5.0
2007-04-03,1.3158
2007-04-04,-1.2987
2007-04-05,1.3158
2007-04-09,-1.2987
2007-04-10,2.6316
2007-04-11,-2.5641
2007-04-12,1.3158
2007-04-13,-2.5974
2007-04-16,6.6667
2007-04-17,-2.5
2007-04-18,-2.0513
2007-04-19,2.0942
2007-04-20,0.0
2007-04-23,-2.5641
2007-04-24,0.0
2007-04-25,0.0
2007-04-26,0.0
2007-04-27,23.6842
2007-04-30,6.383
2007-05-01,12.0
2007-05-02,-10.7143
2007-05-03,-2.0
2007-05-04,-2.0408
2007-05-07,2.0833
2007-05-08,-8.1633
2007-05-09,2.2222
2007-05-10,4.3478
2007-05-11,-2.0833
2007-05-14,0.0
2007-05-15,4.2553
2007-05-16,-2.0408
2007-05-17,-8.3333
2007-05-18,2.2727
2007-05-21,-6.6667
2007-05-22,4.7619
2007-05-23,0.0
2007-05-24,-6.8182
2007-05-25,0.0
2007-05-29,-2.439
2007-05-30,0.0
2007-05-31,12.5
2007-06-01,22.2222
2007-06-04,-1.8182
2007-06-05,3.7037
2007-06-06,-3.5714
2007-06-07,-7.4074
2007-06-08,0.0
2007-06-11,2.0
2007-06-12,-3.9215999999999998
2007-06-13,2.0408
2007-06-14,0.0
2007-06-15,-2.0
2007-06-18,-3.0612
2007-06-19,1.0526
2007-06-20,6.25
2007-06-21,0.1961
2007-06-22,5.6751000000000005
2007-06-25,-5.5556
2007-06-26,11.7647
2007-06-27,-3.5088
2007-06-28,7.2727
2007-06-29,0.8475
2007-07-02,-2.521
2007-07-03,0.0
2007-07-05,12.069
2007-07-06,-4.6154
2007-07-09,0.0
2007-07-10,-1.6129
2007-07-11,-2.459
2007-07-12,1.0084
2007-07-13,6.4892
2007-07-16,3.125
2007-07-17,6.0606
2007-07-18,10.0
2007-07-19,5.1948
2007-07-20,3.7037
2007-07-23,-5.9524
2007-07-24,-11.3924
2007-07-25,4.2857
2007-07-26,-1.3699
2007-07-27,0.0
2007-07-30,-4.1667
2007-07-31,-5.7971
2007-08-01,15.3846
2007-08-02,8.0
2007-08-03,-2.4691
2007-08-06,15.1899
2007-08-07,-2.7473
2007-08-08,1.6949
2007-08-09,-2.2222
2007-08-10,1.1364
2007-08-13,0.0
2007-08-14,-12.3596
2007-08-15,0.641
2007-08-16,-8.2803
2007-08-17,0.0
2007-08-20,1.3889
2007-08-21,-3.1507
2007-08-22,1.1315
2007-08-23,0.6993
2007-08-24,-2.7778
2007-08-27,0.0
2007-08-28,-4.2857
2007-08-29,-1.4925
2007-08-30,-7.5758
2007-08-31,22.9508
2007-09-04,0.0
2007-09-05,-6.6667
2007-09-06,4.2857
2007-09-07,-4.1096
2007-09-10,3.5714
2007-09-11,2.069
2007-09-12,0.0
2007-09-13,-5.4054
2007-09-14,0.0
2007-09-17,-4.2857
2007-09-18,2.9851
2007-09-19,-2.8986
2007-09-20,0.0
2007-09-21,-1.3433
2007-09-24,1.3616
2007-09-25,-2.9851
2007-09-26,0.0
2007-09-27,-4.6154
2007-09-28,12.9032
2007-10-01,-4.2857
2007-10-02,-1.4925
2007-10-03,1.5152
2007-10-04,-2.9851
2007-10-05,3.0769
2007-10-08,-2.9851
2007-10-09,4.6154
2007-10-10,1.4706000000000001
2007-10-11,-2.7536
2007-10-12,5.8122
2007-10-15,0.0
2007-10-16,0.0
2007-10-17,-1.4085
2007-10-18,0.0
2007-10-19,0.0
2007-10-22,-4.2857
2007-10-23,-2.9851
2007-10-24,-3.0769
2007-10-25,0.0
2007-10-26,4.7619
2007-10-29,-4.5455
2007-10-30,-1.5873
2007-10-31,-3.2258
2007-11-01,-1.6667
2007-11-02,0.0
2007-11-05,-1.6949
2007-11-06,-10.3448
2007-11-07,2.8846
2007-11-08,2.8037
2007-11-09,5.4545
2007-11-12,1.7241
2007-11-13,-3.3898
2007-11-14,1.7544
2007-11-15,-1.7241
2007-11-16,5.2632
2007-11-19,-1.6667
2007-11-20,1.6949
2007-11-21,-1.6667
2007-11-23,0.0
2007-11-26,-0.8475
2007-11-27,-0.8547
2007-11-28,1.7241
2007-11-29,4.2373
2007-11-30,4.065
2007-12-03,-1.5625
2007-12-04,1.5873
2007-12-05,-2.3437
2007-12-06,-5.6
2007-12-07,0.0
2007-12-10,1.6949
2007-12-11,1.6667
2007-12-12,3.2787
2007-12-13,-7.9365
2007-12-14,0.0
2007-12-17,-2.5862
2007-12-18,-4.4248
2007-12-19,1.8519
2007-12-20,1.8182
2007-12-21,1.7856999999999998
2007-12-24,0.0
2007-12-26,8.7719
2007-12-27,0.0
2007-12-28,4.8387
2007-12-31,3.0769
2008-01-02,-4.4776
2008-01-03,0.0
2008-01-04,1.5625
2008-01-07,-1.5385
2008-01-08,3.125
2008-01-09,-1.5152
2008-01-10,3.8462
2008-01-11,3.7037
2008-01-14,0.0
2008-01-15,-2.8571
2008-01-16,1.4706000000000001
2008-01-17,-5.7971
2008-01-18,-4.6154
2008-01-22,0.0
2008-01-23,1.6129
2008-01-24,6.3492
2008-01-25,-2.9851
2008-01-28,-1.5385
2008-01-29,3.125
2008-01-30,4.9242
2008-01-31,-1.8051
2008-02-01,0.0
2008-02-04,0.0
2008-02-05,-2.9412000000000003
2008-02-06,4.5455
2008-02-07,0.0
2008-02-08,-1.4493
2008-02-11,2.2059
2008-02-12,-0.7194
2008-02-13,0.0
2008-02-14,0.0
2008-02-15,-2.8986
2008-02-19,2.9851
2008-02-20,0.0
2008-02-21,0.0
2008-02-22,0.0
2008-02-25,-1.4493
2008-02-26,-1.4706000000000001
2008-02-27,-2.9851
2008-02-28,0.0
2008-02-29,-1.5385
2008-03-03,-3.125
2008-03-04,1.6129
2008-03-05,-3.1746
2008-03-06,-6.5574
2008-03-07,-1.7544
2008-03-10,5.3571
2008-03-11,-6.7797
2008-03-12,-5.4545
2008-03-13,3.8462
2008-03-14,-3.7037
2008-03-17,0.0
2008-03-18,4.8077
2008-03-19,0.9174
2008-03-20,3.6364
2008-03-24,-1.7544
2008-03-25,-0.8929
2008-03-26,-4.5045
2008-03-27,-1.8868
2008-03-28,0.0
2008-03-31,5.7692
2008-04-01,-5.2727
2008-04-02,-2.1113
2008-04-03,3.9215999999999998
2008-04-04,-1.8868
2008-04-07,-1.9231
2008-04-08,0.9804
2008-04-09,2.9126
2008-04-10,-1.8868
2008-04-11,1.9231
2008-04-14,0.0
2008-04-15,-1.8868
2008-04-16,-1.9231
2008-04-17,-1.9607999999999999
2008-04-18,0.0
2008-04-21,0.0
2008-04-22,1.0
2008-04-23,-0.9901
2008-04-24,0.0
2008-04-25,-4.0
2008-04-28,4.1667
2008-04-29,0.0
2008-04-30,-4.0
2008-05-01,3.125
2008-05-02,1.0101
2008-05-05,-2.0
2008-05-06,2.0408
2008-05-07,-2.0
2008-05-08,0.0
2008-05-09,1.8367
2008-05-12,-0.8016
2008-05-13,-3.0303
2008-05-14,3.125
2008-05-15,-9.0909
2008-05-16,-1.1111
2008-05-19,1.1236
2008-05-20,2.2222
2008-05-21,-2.1739
2008-05-22,-1.1111
2008-05-23,0.0
2008-05-27,-1.1236
2008-05-28,2.2727
2008-05-29,-4.4444
2008-05-30,5.814
2008-06-02,-3.2967
2008-06-03,-1.1364
2008-06-04,-10.3448
2008-06-05,-6.4103
2008-06-06,-12.3288
2008-06-09,6.25
2008-06-10,2.9412000000000003
2008-06-11,5.7143
2008-06-12,-0.7095
2008-06-13,-4.7295
2008-06-16,-2.8571
2008-06-17,5.8824
2008-06-18,-8.3333
2008-06-19,6.0606
2008-06-20,-8.5714
2008-06-23,12.1875
2008-06-24,0.2786
2008-06-25,1.3889
2008-06-26,1.3699
2008-06-27,2.7027
2008-06-30,0.0
2008-07-01,-7.8947
2008-07-02,-1.4285999999999999
2008-07-03,-4.3478
2008-07-07,3.0303
2008-07-08,-10.2941
2008-07-09,-3.2787
2008-07-10,0.0
2008-07-11,0.0
2008-07-14,-1.6949
2008-07-15,3.4483
2008-07-16,-13.3333
2008-07-17,-5.7692
2008-07-18,6.1224
2008-07-21,-3.8462
2008-07-22,-2.0
2008-07-23,-6.1224
2008-07-24,6.087
2008-07-25,2.459
2008-07-28,0.0
2008-07-29,-3.6
2008-07-30,16.1826
2008-07-31,-3.5714
2008-08-01,7.4074
2008-08-04,0.0
2008-08-05,3.4483
2008-08-06,-0.3333
2008-08-07,0.3344
2008-08-08,-1.6667
2008-08-11,1.6949
2008-08-12,-5.0
2008-08-13,-5.2632
2008-08-14,0.0
2008-08-15,0.0
2008-08-18,3.7037
2008-08-19,-7.1429
2008-08-20,-5.7692
2008-08-21,0.0
2008-08-22,-2.0408
2008-08-25,0.0
2008-08-26,-2.0833
2008-08-27,2.1277
2008-08-28,-2.0833
2008-08-29,6.383
2008-09-02,0.0
2008-09-03,-2.0
2008-09-04,2.0408
2008-09-05,-4.0
2008-09-08,4.1667
2008-09-09,-8.0
2008-09-10,4.3478
2008-09-11,0.0
2008-09-12,0.0
2008-09-15,0.0
2008-09-16,-8.3333
2008-09-17,-13.6364
2008-09-18,10.526299999999999
2008-09-19,4.7619
2008-09-22,4.5455
2008-09-23,4.3478
2008-09-24,3.75
2008-09-25,-3.6145
2008-09-26,-8.3333
2008-09-29,9.0909
2008-09-30,-10.4167
2008-10-01,6.9767
2008-10-02,-10.8696
2008-10-03,7.3171
2008-10-06,-9.0909
2008-10-07,5.0
2008-10-08,9.5238
2008-10-09,-8.6957
2008-10-10,-2.3810000000000002
2008-10-13,7.3171
2008-10-14,-9.0909
2008-10-15,12.5
2008-10-16,-6.6667
2008-10-17,4.7619
2008-10-20,4.5455
2008-10-21,-4.3478
2008-10-22,-9.0909
2008-10-23,-5.0
2008-10-24,5.2632
2008-10-27,-5.0
2008-10-28,-5.2632
2008-10-29,-11.1111
2008-10-30,6.25
2008-10-31,0.0
2008-11-03,-17.647100000000002
2008-11-04,-5.3571
2008-11-05,5.6604
2008-11-06,-10.7143
2008-11-07,0.0
2008-11-10,4.0
2008-11-11,-7.6923
2008-11-12,0.0
2008-11-13,0.0
2008-11-14,12.5
2008-11-17,-7.4074
2008-11-18,0.0
2008-11-19,-4.0
2008-11-20,-2.0833
2008-11-21,-6.383
2008-11-24,-9.0909
2008-11-25,0.0
2008-11-26,2.0
2008-11-28,-11.7647
2008-12-01,-5.5556
2008-12-02,0.0
2008-12-03,-2.3529
2008-12-04,-3.6145
2008-12-05,0.0
2008-12-08,25.0
2008-12-09,25.0
2008-12-10,20.0
2008-12-11,-10.3333
2008-12-12,-3.3457
2008-12-15,-15.3846
2008-12-16,9.0909
2008-12-17,12.5
2008-12-18,-7.4074
2008-12-19,8.0
2008-12-22,-3.7037
2008-12-23,-3.8462
2008-12-24,4.0
2008-12-26,-7.6923
2008-12-29,4.1667
2008-12-30,-12.0
2008-12-31,4.5455
2009-01-02,4.3478
2009-01-05,0.0
2009-01-06,8.3333
2009-01-07,0.0
2009-01-08,-3.8462
2009-01-09,-8.0
2009-01-12,4.3478
2009-01-13,0.0
2009-01-14,0.0
2009-01-15,-4.1667
2009-01-16,4.3478
2009-01-20,0.0
2009-01-21,0.0
2009-01-22,0.0
2009-01-23,0.0
2009-01-26,0.0
2009-01-27,0.0
2009-01-28,-4.1667
2009-01-29,0.0
2009-01-30,-1.7391
2009-02-02,-11.5044
2009-02-03,0.0
2009-02-04,-5.0
2009-02-05,5.2632
2009-02-06,0.0
2009-02-09,-4.0
2009-02-10,-14.5833
2009-02-11,21.9512
2009-02-12,1.0
2009-02-13,-8.4158
2009-02-17,8.1081
2009-02-18,-10.0
2009-02-19,11.1111
2009-02-20,-15.0
2009-02-23,5.8824
2009-02-24,0.0
2009-02-25,0.0
2009-02-26,0.0
2009-02-27,0.0
2009-03-02,-11.1111
2009-03-03,1.25
2009-03-04,-1.2346
2009-03-05,0.0
2009-03-06,0.0
2009-03-09,6.25
2009-03-10,-11.7647
2009-03-11,3.3333
2009-03-12,4.5161
2009-03-13,3.7037
2009-03-16,-4.7619
2009-03-17,6.25
2009-03-18,0.0
2009-03-19,0.0
2009-03-20,9.4118
2009-03-23,-3.2258
2009-03-24,-11.1111
2009-03-25,0.0
2009-03-26,6.25
2009-03-27,0.0
2009-03-30,2.3529
2009-03-31,-2.2989
2009-04-01,0.0
2009-04-02,0.0
2009-04-03,-5.8824
2009-04-06,6.25
2009-04-07,0.0
2009-04-08,-1.1764999999999999
2009-04-09,0.0
2009-04-13,-2.3810000000000002
2009-04-14,1.2195
2009-04-15,0.0
2009-04-16,6.0241
2009-04-17,-9.0909
2009-04-20,9.375
2009-04-21,-14.2857
2009-04-22,6.6667
2009-04-23,0.0
2009-04-24,0.0
2009-04-27,0.0
2009-04-28,-8.75
2009-04-29,9.589
2009-04-30,3.75
2009-05-01,-7.2289
2009-05-04,3.8961
2009-05-05,-2.5
2009-05-06,2.5641
2009-05-07,0.0
2009-05-08,0.0
2009-05-11,0.0
2009-05-12,0.0
2009-05-13,-6.25
2009-05-14,-4.0
2009-05-15,11.1111
2009-05-18,90.0
2009-05-19,-17.7632
2009-05-20,-4.0
2009-05-21,5.8333
2009-05-22,-1.5748
2009-05-26,8.0
2009-05-27,0.7407
2009-05-28,-11.7647
2009-05-29,8.3333
2009-06-01,-1.9231
2009-06-02,1.9607999999999999
2009-06-03,7.6923
2009-06-04,10.7143
2009-06-05,1.2903
2009-06-08,-1.2739
2009-06-09,0.0
2009-06-10,3.2258
2009-06-11,-5.0
2009-06-12,-7.8947
2009-06-15,-2.1429
2009-06-16,9.4891
2009-06-17,0.0
2009-06-18,-6.6667
2009-06-19,-1.4285999999999999
2009-06-22,-5.0725
2009-06-23,-8.3969
2009-06-24,4.1667
2009-06-25,9.6
2009-06-26,-1.4599
2009-06-29,0.0
2009-06-30,-3.7037
2009-07-01,0.0
2009-07-02,0.0
2009-07-06,-0.7692
2009-07-07,-0.7752
2009-07-08,-6.25
2009-07-09,2.5
2009-07-10,-2.439
2009-07-13,-1.6667
2009-07-14,-2.5423999999999998
2009-07-15,8.6957
2009-07-16,0.0
2009-07-17,1.6
2009-07-20,5.5118
2009-07-21,8.209
2009-07-22,-2.7586
2009-07-23,1.4184
2009-07-24,-2.0979
2009-07-27,0.0
2009-07-28,-5.3571
2009-07-29,-1.8868
2009-07-30,0.0
2009-07-31,0.0
2009-08-03,1.5385
2009-08-04,6.0606
2009-08-05,0.0
2009-08-06,0.0
2009-08-07,3.5714
2009-08-10,3.4483
2009-08-11,-12.6667
2009-08-12,6.8702
2009-08-13,7.1429
2009-08-14,0.0
2009-08-17,-10.0
2009-08-18,0.0
2009-08-19,2.963
2009-08-20,-2.8777
2009-08-21,3.7037
2009-08-24,-0.7143
2009-08-25,-2.8777
2009-08-26,-2.963
2009-08-27,-8.3969
2009-08-28,0.0
2009-08-31,-2.5
2009-09-01,-7.6923
2009-09-02,-7.4074
2009-09-03,-11.0
2009-09-04,1.1236
2009-09-08,11.1111
2009-09-09,5.0
2009-09-10,14.2857
2009-09-11,-8.3333
2009-09-14,-7.2727
2009-09-15,-1.9607999999999999
2009-09-16,5.0
2009-09-17,-2.8571
2009-09-18,0.9804
2009-09-21,-1.9417
2009-09-22,-0.9901
2009-09-23,-3.0
2009-09-24,-4.1237
2009-09-25,-1.0753
2009-09-28,4.3478
2009-09-29,4.1667
2009-09-30,5.0
2009-10-01,-4.7619
2009-10-02,-4.0
2009-10-05,-5.2083
2009-10-06,-2.1978
2009-10-07,-2.2472
2009-10-08,1.1494
2009-10-09,-3.4091
2009-10-12,-3.5294
2009-10-13,-2.439
2009-10-14,5.0
2009-10-15,0.0
2009-10-16,1.1905000000000001
2009-10-19,5.8824
2009-10-20,66.6667
2009-10-21,-20.0
2009-10-22,6.6667
2009-10-23,-2.3438
2009-10-26,-7.2
2009-10-27,-0.8621
2009-10-28,-4.3478
2009-10-29,4.5455
2009-10-30,-4.3478
2009-11-02,-4.5455
2009-11-03,9.5238
2009-11-04,20.8696
2009-11-05,-5.036
2009-11-06,2.2727
2009-11-09,-1.4815
2009-11-10,-9.7744
2009-11-11,0.0
2009-11-12,4.1667
2009-11-13,-2.4
2009-11-16,-1.6393
2009-11-17,-8.3333
2009-11-18,-9.0909
2009-11-19,5.0
2009-11-20,0.0
2009-11-23,0.4762
2009-11-24,-5.2133
2009-11-25,2.0
2009-11-27,0.0
2009-11-30,-1.9607999999999999
2009-12-01,8.0
2009-12-02,-7.4074
2009-12-03,0.0
2009-12-04,-1.0
2009-12-07,0.0
2009-12-08,-3.0303
2009-12-09,4.1667
2009-12-10,-4.0
2009-12-11,3.125
2009-12-14,1.0101
2009-12-15,-5.0
2009-12-16,4.2105
2009-12-17,-6.5657
2009-12-18,0.0
2009-12-21,2.7027
2009-12-22,-1.0526
2009-12-23,-1.0638
2009-12-24,5.3763
2009-12-28,-2.0408
2009-12-29,0.0
2009-12-30,-4.1667
2009-12-31,4.3478
2010-01-04,1.5625
2010-01-05,0.5128
2010-01-06,0.0
2010-01-07,1.0204
2010-01-08,1.0101
2010-01-11,-2.0
2010-01-12,1.0204
2010-01-13,0.0
2010-01-14,1.0101
2010-01-15,10.0
2010-01-19,7.2727
2010-01-20,11.8644
2010-01-21,9.8485
2010-01-22,-0.6897
2010-01-25,-16.6667
2010-01-26,8.3333
2010-01-27,-0.0962
2010-01-28,-23.0029
2010-01-29,10.0
2010-02-01,0.9091
2010-02-02,15.1464
2010-02-03,-5.3301
2010-02-04,3.3058
2010-02-05,-4.8
2010-02-08,9.2437
2010-02-09,-3.0769
2010-02-10,-4.7619
2010-02-11,0.0
2010-02-12,0.0
2010-02-16,0.0
2010-02-17,0.0
2010-02-18,-2.5
2010-02-19,-5.9829
2010-02-22,6.8182
2010-02-23,0.0
2010-02-24,-6.383
2010-02-25,16.3636
2010-02-26,5.4688
2010-03-01,-3.7037
2010-03-02,0.0
2010-03-03,0.0
2010-03-04,0.0
2010-03-05,-3.8462
2010-03-08,0.0
2010-03-09,4.0
2010-03-10,-8.75
2010-03-11,1.1591
2010-03-12,-7.5
2010-03-15,17.1171
2010-03-16,11.538499999999999
2010-03-17,16.0345
2010-03-18,-7.7266
2010-03-19,-15.4589
2010-03-22,13.3333
2010-03-23,-2.521
2010-03-24,0.0
2010-03-25,-0.8621
2010-03-26,0.8696
2010-03-29,-6.7241
2010-03-30,-2.2181
2010-03-31,-8.3176
2010-04-01,-5.7732
2010-04-05,-3.7199
2010-04-06,5.4545
2010-04-07,4.5259
2010-04-08,3.299
2010-04-09,-4.1916
2010-04-12,1.0417
2010-04-13,4.1237
2010-04-14,0.9901
2010-04-15,5.098
2010-04-16,-5.7836
2010-04-19,0.9901
2010-04-20,0.1936
2010-04-21,-1.5631
2010-04-22,1.7893
2010-04-23,0.7813
2010-04-26,-0.1938
2010-04-27,0.0
2010-04-28,-0.7791
2010-04-29,-1.3675
2010-04-30,-1.3914
2010-05-03,0.6062
2010-05-04,-2.6
2010-05-05,-3.6987
2010-05-06,-8.529
2010-05-07,7.6954
2010-05-10,-2.8166
2010-05-11,-2.4054
2010-05-12,6.3472
2010-05-13,4.2918
2010-05-14,0.6173
2010-05-17,0.2045
2010-05-18,-1.0204
2010-05-19,0.6186
2010-05-20,-1.2295
2010-05-21,-7.4689
2010-05-24,-4.2600999999999996
2010-05-25,-6.3203
2010-05-26,-7.0029
2010-05-27,-5.914
2010-05-28,11.425
2010-06-01,0.0032
2010-06-02,-2.0513
2010-06-03,-2.6211
