ticker,HFBG US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-09-18,12.9032
2007-09-20,-7.1429
2007-09-21,-6.1538
2007-09-25,8.1967
2007-10-08,-46.9697
2007-10-16,-34.2857
2007-10-19,13.0435
2007-10-26,-15.3846
2007-10-29,-6.3636
2007-10-30,-10.6796
2007-10-31,-63.0435
2007-11-01,41.1765
2007-11-02,2.0833
2007-11-05,-30.6122
2007-11-06,15.8824
2007-11-07,-8.6294
2007-11-08,-2.7778
2007-11-09,0.0
2007-11-12,-11.4286
2007-11-13,0.0
2007-11-14,0.0
2007-11-15,9.6774
2007-11-16,-5.8824
2007-11-19,-3.125
2007-11-20,0.0
2007-11-21,3.2258
2007-11-23,-3.125
2007-11-26,0.0
2007-11-27,-3.2258
2007-11-28,-6.6667
2007-11-29,7.1429
2007-11-30,13.3333
2007-12-03,-35.2941
2007-12-04,-18.1818
2007-12-05,-11.1111
2007-12-06,-45.3125
2007-12-07,-24.5714
2007-12-10,-9.0909
2007-12-11,3.3333
2007-12-12,25.8065
2007-12-13,28.2051
2007-12-14,-5.0
2007-12-17,-5.2632
2007-12-18,-11.1111
2007-12-19,6.25
2007-12-20,5.8824
2007-12-21,-1.1111
2007-12-24,-4.4944
2007-12-26,5.8824
2007-12-27,-2.2222
2007-12-28,-3.4091
2007-12-31,0.0
2008-01-02,5.8824
2008-01-03,-50.0
2008-01-04,2.2222
2008-01-07,2.1739
2008-01-08,9.5745
2008-01-09,-8.7379
2008-01-10,-12.766
2008-01-11,9.7561
2008-01-14,0.0
2008-01-15,7.7778
2008-01-16,-5.1546
2008-01-17,-13.0435
2008-01-18,7.5
2008-01-22,0.0
2008-01-23,-58.1395
2008-01-24,-30.5556
2008-01-25,-4.0
2008-01-28,25.0
2008-01-29,53.3333
2008-01-30,43.4783
2008-01-31,21.2121
2008-02-01,-18.75
2008-02-04,12.3077
2008-02-05,-4.1096
2008-02-06,-14.2857
2008-02-07,6.6667
2008-02-08,0.0
2008-02-11,3.125
2008-02-12,0.0
2008-02-13,6.0606
2008-02-14,-2.8571
2008-02-15,-5.8824
2008-02-19,-17.1875
2008-02-20,5.6604
2008-02-21,-7.1429
2008-02-22,0.0
2008-02-25,-19.2308
2008-02-26,-4.7619
2008-02-27,5.0
2008-02-28,0.0
2008-02-29,4.7619
2008-03-03,-9.0909
2008-03-04,5.0
2008-03-05,4.7619
2008-03-06,0.0
2008-03-07,0.0
2008-03-10,-13.6364
2008-03-11,-26.3158
2008-03-12,21.4286
