ticker,CGAC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2009-07-20,0.0
2009-07-31,31.0294
2009-08-03,11.1111
2009-08-04,0.0
2009-08-05,0.0
2009-08-06,0.0
2009-08-07,0.0
2009-08-10,0.0
2009-08-12,-1.3333
2009-08-14,1.0811
2009-08-18,-9.7594
2009-08-24,-83.7037
2009-09-09,513.6364
2009-09-14,0.0
2009-10-13,0.0
2010-02-01,0.0
2010-02-11,0.0
2010-02-16,-22.2222
2010-03-01,0.0
2010-03-08,-14.2857
2010-03-10,0.0
2010-03-12,0.0
2010-03-22,0.0
2010-03-29,0.0
2010-04-19,0.0
2010-04-26,0.2222
2010-04-30,0.0
2010-05-25,-0.2217
2010-06-29,-33.3333
2010-07-08,-39.0
2010-07-13,1.0929
2010-07-15,-0.5405
2010-07-16,1.087
2010-07-19,0.5376
2010-07-20,0.0
2010-07-21,-0.5348
2010-07-22,0.5376
2010-07-26,0.0
2010-07-27,0.0
2010-07-28,0.0
2010-07-30,0.0
2010-08-03,-0.5348
2010-08-09,1.6129
2010-08-11,0.0
2010-08-12,-0.5291
2010-08-16,0.5319
2010-08-18,-0.5291
2010-08-20,0.0
2010-09-16,0.5319
2010-09-28,0.5291
2010-09-30,1.0526
2010-10-04,2.0833
2010-10-05,-0.5102
2010-10-06,1.0256
2010-10-07,1.0152
2010-10-08,0.0
2010-10-11,-1.005
2010-10-12,1.5228000000000002
2010-10-13,0.0
2010-10-15,0.5
2010-10-18,0.4975
2010-10-19,-0.495
2010-10-20,0.0
2010-10-21,0.4975
2010-10-22,2.4752
2010-10-25,-0.4831
2010-10-26,0.9709
2010-10-27,0.0
2010-10-28,1.4423
2010-10-29,0.0
2010-11-01,-0.4739
2010-11-02,-1.4285999999999999
2010-11-03,0.0
2010-11-04,0.9662
2010-11-05,-3.3493
2010-11-08,0.0
2010-11-09,1.9802
2010-11-10,-0.4854
2010-11-11,0.0
2010-11-12,-0.4878
2010-11-15,-1.9607999999999999
2010-11-16,-3.5
2010-11-17,-11.399000000000001
2010-11-18,-4.6784
2010-11-19,-2.454
2010-11-22,0.0
2010-11-23,-4.4025
2010-11-24,-1.3158
2010-11-26,5.3333
2010-11-29,0.0
2010-11-30,-5.0633
2010-12-01,5.3333
2010-12-02,-5.0633
2010-12-03,3.3333
2010-12-06,0.0
2010-12-07,-3.2258
2010-12-08,0.0
2010-12-09,0.0
2010-12-10,2.3333
2010-12-13,-21.8241
2010-12-14,3.3333
2010-12-15,-18.5484
