ticker,LEGH US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2018-12-17,0.9975
2018-12-18,-0.9053
2018-12-19,-0.3322
2018-12-20,0.0
2018-12-21,-3.6667
2018-12-24,-3.2007
2018-12-26,-0.5362
2018-12-27,0.7188
2018-12-28,0.5352
2018-12-31,5.8563
2019-01-02,0.5029
2019-01-03,-3.0025
2019-01-04,3.1814
2019-01-07,2.75
2019-01-08,0.811
2019-01-09,-1.0459
2019-01-10,0.0813
2019-01-11,1.5434999999999999
2019-01-14,-0.64
2019-01-15,-0.161
2019-01-16,0.4032
2019-01-17,3.6145
2019-01-18,1.938
2019-01-22,-1.5209000000000001
2019-01-23,-0.3089
2019-01-24,0.0
2019-01-25,1.859
2019-01-28,1.1407
2019-01-29,1.7292999999999998
2019-01-30,-0.5174
2019-01-31,4.0119
2019-02-01,1.0
2019-02-04,-2.3338
2019-02-05,0.0724
2019-02-06,-1.3748
2019-02-07,-1.2472
2019-02-08,0.9658
2019-02-11,-1.0302
2019-02-12,0.3717
2019-02-13,-0.6667
2019-02-14,2.3863
2019-02-15,-2.4763
2019-02-19,0.8215
2019-02-20,-0.3704
2019-02-21,5.948
2019-02-22,0.0
2019-02-25,-1.7544
2019-02-26,-1.9285999999999999
2019-02-27,3.2047
2019-02-28,-0.8469
2019-03-01,-0.2135
2019-03-04,0.8559
2019-03-05,-2.5460000000000003
2019-03-06,1.4151
2019-03-07,-0.4651
2019-03-08,0.5032
2019-03-11,-2.289
2019-03-12,4.0996
2019-03-13,-0.4923
2019-03-14,-4.0283
2019-03-15,-3.461
2019-03-18,1.2967
2019-03-19,2.259
2019-03-20,0.2946
2019-03-21,0.6608
2019-03-22,-2.2611
2019-03-25,-1.5672000000000001
2019-03-26,-0.9098
2019-03-27,0.3826
2019-03-28,-2.2104
2019-03-29,-7.2486
2019-04-01,-0.6723
2019-04-02,5.6684
2019-04-03,-10.5685
2019-04-04,5.282
2019-04-05,-3.0612
2019-04-08,-8.0702
2019-04-09,-13.8359
2019-04-10,2.2148
2019-04-11,3.467
2019-04-12,7.0157
2019-04-15,9.8826
2019-04-16,4.1852
2019-04-17,2.5641
2019-04-18,0.1667
2019-04-22,-1.2479
2019-04-23,-0.674
2019-04-24,1.6964000000000001
2019-04-25,0.0834
2019-04-26,0.5833
2019-04-29,1.1599
2019-04-30,-0.6552
2019-05-01,-0.9068
2019-05-02,1.9967000000000001
2019-05-03,-2.6101
2019-05-06,3.0151
2019-05-07,-2.439
2019-05-08,-1.5
