ticker,LEGH US Equity
2019-05-09,-0.3384
2019-05-10,0.0
2019-05-13,-0.764
2019-05-14,2.3952
2019-05-15,1.086
2019-05-16,1.405
2019-05-17,0.815
2019-05-20,-0.0808
2019-05-21,3.8834999999999997
2019-05-22,0.0779
2019-05-23,-2.5681000000000003
2019-05-24,3.1949
2019-05-28,1.6254
2019-05-29,0.0762
2019-05-30,-0.6849
2019-05-31,-0.9962
2019-06-03,-0.3096
2019-06-04,-0.4658
2019-06-05,-2.4961
2019-06-06,-1.6800000000000002
2019-06-07,2.5224
2019-06-10,-1.9841
2019-06-11,5.0202
2019-06-12,-0.1542
2019-06-13,0.1544
2019-06-14,0.0
2019-06-17,0.9252
2019-06-18,1.2223
2019-06-19,-0.7547
2019-06-20,-0.076
2019-06-21,-2.8919
2019-06-24,-0.9404
2019-06-25,-2.6108000000000002
2019-06-26,0.2437
2019-06-27,0.8104
2019-06-28,0.0804
2019-07-01,0.6426
2019-07-02,0.9577
2019-07-03,-0.7905
2019-07-05,0.1594
2019-07-08,-0.2387
2019-07-09,0.8772
2019-07-10,1.502
2019-07-11,-0.6231
2019-07-12,0.7053
2019-07-15,0.0778
2019-07-16,-0.1555
2019-07-17,-0.5452
2019-07-18,-0.7048
2019-07-19,-1.4196
2019-07-22,-0.08
2019-07-23,0.8807
2019-07-24,0.0794
2019-07-25,1.5067
2019-07-26,-1.0156
2019-07-29,0.6314
2019-07-30,-0.9412
2019-07-31,-0.3167
2019-08-01,0.4766
2019-08-02,-0.7115
2019-08-05,-0.0796
2019-08-06,-0.3187
2019-08-07,2.2382
2019-08-08,-0.3909
2019-08-09,0.8634
2019-08-12,0.0
2019-08-13,0.7782
2019-08-14,0.6178
2019-08-15,-2.6861
2019-08-16,2.0505
2019-08-19,-0.6955
2019-08-20,-2.179
2019-08-21,0.8751
2019-08-22,0.0
2019-08-23,-0.9464
2019-08-26,10.4299
2019-08-27,-0.0721
2019-08-28,-0.0722
2019-08-29,4.8375
2019-08-30,1.7218
2019-09-03,-0.0677
2019-09-04,-3.8618
2019-09-05,0.9161
2019-09-06,0.9777
2019-09-09,3.6653000000000002
2019-09-10,0.934
2019-09-11,0.7931
2019-09-12,3.4098
2019-09-13,-0.1902
2019-09-16,0.8895
2019-09-17,7.7456
2019-09-18,-2.5716
2019-09-19,-1.1998
2019-09-20,-5.5859
2019-09-23,0.4502
2019-09-24,-1.9205999999999999
2019-09-25,2.0235
2019-09-26,3.5189
2019-09-27,-0.6799
2019-09-30,0.809
2019-10-01,-0.3704
2019-10-02,0.1859
2019-10-03,-1.1132
2019-10-04,0.0
2019-10-07,-0.8755
2019-10-08,-0.1262
2019-10-09,0.8844
2019-10-10,1.3776
2019-10-11,-3.3971999999999998
2019-10-14,2.046
2019-10-15,-0.8772
2019-10-16,-1.7067
2019-10-17,0.9646
2019-10-18,1.7833999999999999
2019-10-21,0.0
2019-10-22,-0.5632
2019-10-23,0.3776
2019-10-24,-0.6897
2019-10-25,2.0202
2019-10-28,1.6707999999999998
2019-10-29,-2.8606
2019-10-30,0.2506
2019-10-31,-0.9375
2019-11-01,-0.1262
2019-11-04,0.0948
2019-11-05,-0.0316
2019-11-06,-4.5455
2019-11-07,-4.1005
2019-11-08,-3.7241
2019-11-11,-0.4298
2019-11-12,1.4388
2019-11-13,4.9645
2019-11-14,-0.473
2019-11-15,-0.1358
2019-11-18,5.4385
2019-11-19,6.7054
2019-11-20,-0.9668
2019-11-21,-4.942
2019-11-22,-1.6046
2019-11-25,-1.5655999999999999
2019-11-26,3.6448
2019-11-27,1.3427
2019-11-29,1.0726
2019-12-02,-4.4944
2019-12-03,2.8758
2019-12-04,1.6518000000000002
2019-12-05,-0.625
2019-12-06,0.566
2019-12-09,-4.2527
2019-12-10,-2.4167
2019-12-11,0.5355
2019-12-12,-0.3995
2019-12-13,0.4679
2019-12-16,-1.7299
2019-12-17,2.1666
2019-12-18,-0.0663
2019-12-19,6.4324
2019-12-20,3.7382999999999997
2019-12-23,-3.5435
2019-12-24,1.4944
2019-12-26,1.8405
2019-12-27,0.9639
2019-12-30,1.432
2019-12-31,-2.1176
2020-01-02,-1.2019
2020-01-03,-4.927
2020-01-06,-1.3436
2020-01-07,-0.9079
2020-01-08,-0.2618
2020-01-09,-1.0499
2020-01-10,-0.0663
2020-01-13,0.8626
2020-01-14,-1.3158
2020-01-15,0.1333
2020-01-16,-1.8641999999999999
2020-01-17,1.4925
2020-01-21,-0.5348
2020-01-22,-3.1586
2020-01-23,2.2901
2020-01-24,-0.6106
2020-01-27,4.0956
2020-01-28,0.0656
2020-01-29,-0.5898
2020-01-30,-7.0534
2020-01-31,-0.4965
2020-02-03,1.2117
2020-02-04,0.6338
2020-02-05,0.14
2020-02-06,3.1447
2020-02-07,0.2033
2020-02-10,-0.1352
2020-02-11,-0.4739
2020-02-12,-1.1565
2020-02-13,1.8582
2020-02-14,-1.8919000000000001
2020-02-18,-1.6529
2020-02-19,0.9104
2020-02-20,1.2490999999999999
2020-02-21,-1.1652
2020-02-24,-0.1387
2020-02-25,0.4167
2020-02-26,0.5533
2020-02-27,-3.7138999999999998
2020-02-28,2.6429
2020-03-02,1.183
2020-03-03,-1.6505999999999998
2020-03-04,3.4965
2020-03-05,-3.9189
2020-03-06,-3.7975
2020-03-09,-11.6228
2020-03-10,0.4136
2020-03-11,-4.0362
2020-03-12,-13.6481
2020-03-13,10.1392
2020-03-16,-4.7834
2020-03-17,6.9193999999999996
2020-03-18,-9.0426
2020-03-19,7.6998
2020-03-20,-5.7919
2020-03-23,-0.4803
2020-03-24,6.5637
2020-03-25,-1.1775
2020-03-26,-2.1082
2020-03-27,-10.206
2020-03-30,3.4411
2020-03-31,-6.754
2020-04-01,-7.027
2020-04-02,5.9302
2020-04-03,-5.708
2020-04-06,0.9313
2020-04-07,-0.346
2020-04-08,4.0509
2020-04-09,-0.6674
2020-04-13,7.2788
2020-04-14,-3.5491
2020-04-15,-1.1905000000000001
2020-04-16,-0.9858
2020-04-17,2.1018
2020-04-20,-5.3088
2020-04-21,4.9199
2020-04-22,2.072
2020-04-23,1.3889
2020-04-24,-0.4215
2020-04-27,9.5238
2020-04-28,0.1932
2020-04-29,1.7358
2020-04-30,-7.2986
2020-05-01,1.0225
2020-05-04,6.5789
2020-05-05,-2.944
2020-05-06,-3.7182
2020-05-07,0.1016
2020-05-08,11.1675
2020-05-11,-1.8265
2020-05-12,-9.1163
2020-05-13,3.48
2020-05-14,0.6924
2020-05-15,15.8153
2020-05-18,2.4596999999999998
2020-05-19,-5.9603
2020-05-20,2.4648
2020-05-21,-0.6873
2020-05-22,-0.519
2020-05-26,6.1739
2020-05-27,3.4398
2020-05-28,0.7126
2020-05-29,2.2799
2020-06-01,-1.9985
2020-06-02,1.9607999999999999
2020-06-03,5.0
2020-06-04,-0.293
2020-06-05,1.0287
2020-06-08,0.1455
2020-06-09,0.3631
2020-06-10,-0.8683
2020-06-11,-5.1825
2020-06-12,3.6952
2020-06-15,-0.2227
2020-06-16,2.2321
2020-06-17,-2.1834
2020-06-18,-3.2738
2020-06-19,0.0
2020-06-22,3.0769
2020-06-23,0.597
2020-06-24,0.2967
2020-06-25,3.4024
2020-06-26,-3.5765000000000002
2020-06-29,4.3027
2020-06-30,1.138
2020-07-01,-2.2504
2020-07-02,-3.0935
2020-07-06,-2.3756
2020-07-07,-3.8023
2020-07-08,-0.3162
2020-07-09,-1.2688
2020-07-10,10.4418
2020-07-13,1.8182
2020-07-14,-0.4286
2020-07-15,2.5825
2020-07-16,-4.4755
2020-07-17,-1.4275
2020-07-20,-1.0769
2020-07-21,2.1772
2020-07-22,1.0287
2020-07-23,-1.3818
2020-07-24,0.2212
2020-07-27,0.5887
2020-07-28,-0.2926
2020-07-29,0.0734
2020-07-30,0.0
2020-07-31,0.7331
