ticker,ATEC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2006-06-02,-0.2222
2006-06-05,-2.5612
2006-06-06,0.6857
2006-06-07,0.3405
2006-06-08,0.1131
2006-06-09,-2.4859
2006-06-12,-1.5064
2006-06-13,-1.1764999999999999
2006-06-14,-1.0714
2006-06-15,-1.9254
2006-06-16,-2.8221
2006-06-19,1.8939
2006-06-20,-7.5588999999999995
2006-06-21,-2.2788
2006-06-22,-2.1948
2006-06-23,-1.1219999999999999
2006-06-26,-2.2695
2006-06-27,-4.0639
2006-06-28,-4.6899
2006-06-29,0.7937
2006-06-30,-0.7874
2006-07-03,2.0397
2006-07-05,-3.3989
2006-07-06,4.6699
2006-07-07,-1.0769
2006-07-10,-2.7994
2006-07-11,-0.48
2006-07-12,0.1608
2006-07-13,-4.6549
2006-07-14,-2.6936
2006-07-17,-3.8062
2006-07-18,7.9137
2006-07-19,-4.3333
2006-07-20,-4.1812
2006-07-21,0.0
2006-07-24,0.0
2006-07-25,-3.6364
2006-07-26,4.1509
2006-07-27,-3.0797
2006-07-28,-2.8037
2006-07-31,-3.0769
2006-08-01,-5.9524
2006-08-02,1.6878
2006-08-03,0.6224
2006-08-04,0.0
2006-08-07,5.1546
2006-08-08,16.6667
2006-08-09,2.3529
2006-08-10,-0.3284
2006-08-11,-3.9539
2006-08-14,5.3173
2006-08-15,0.8143
2006-08-16,-1.454
2006-08-17,-4.7541
2006-08-18,-1.8933
2006-08-21,-0.3509
2006-08-22,-0.5282
2006-08-23,-6.1947
2006-08-24,-1.8868
2006-08-25,-1.9231
2006-08-28,7.8431
2006-08-29,-1.6364
2006-08-30,2.0333
2006-08-31,1.8115999999999999
2006-09-01,2.3132
2006-09-05,-0.3478
2006-09-06,-2.6178
2006-09-07,-5.1971
2006-09-08,3.5917
2006-09-11,-3.4672
2006-09-12,0.0
2006-09-13,0.189
2006-09-14,3.5849
2006-09-15,0.1821
2006-09-18,4.3636
2006-09-19,2.6132
2006-09-20,9.5076
2006-09-21,2.9457
2006-09-22,-7.5301
2006-09-25,-1.3029
2006-09-26,2.6403
2006-09-27,4.5016
2006-09-28,-4.6154
2006-09-29,-7.7964
2006-10-02,-16.909
2006-10-03,-1.6842000000000001
2006-10-04,-1.2848
2006-10-05,-1.3014999999999999
2006-10-06,0.0
2006-10-09,-20.2198
2006-10-10,-11.5702
2006-10-11,-4.9844
2006-10-12,-9.1803
2006-10-13,8.3032
2006-10-16,18.0
2006-10-17,-0.2825
2006-10-18,-5.949
