ticker,DSGT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2015-04-20,14.2857
2015-04-27,22.5
2015-05-05,2.0408
2015-05-11,2.0
2015-05-13,0.0
2015-05-14,0.0
2015-05-15,0.0
2015-05-18,0.0
2015-05-19,0.0
2015-05-21,1.9607999999999999
2015-05-22,1.9231
2015-05-26,0.0
2015-05-27,0.0
2015-05-28,0.0
2015-05-29,0.0
2015-06-01,-1.5093999999999999
2015-06-02,3.0651
2015-06-03,-3.3457
2015-06-04,3.4615
2015-06-08,1.1152
2015-06-09,0.0
2015-06-10,0.0
2015-06-11,1.1029
2015-06-12,1.8182
2015-06-15,-1.7856999999999998
2015-06-16,1.8182
2015-06-17,0.0
2015-06-22,0.0
2015-06-23,0.0
2015-06-24,0.0
2015-06-25,3.5714
2015-06-29,0.0
2015-06-30,0.0
2015-07-09,-3.4483
2015-07-10,3.5714
2015-07-14,1.3793
2015-07-17,0.3401
2015-07-22,0.0
2015-07-23,-1.6949
2015-07-29,1.7241
2015-07-31,0.0
2015-08-03,1.0169
2015-08-04,-2.6846
2015-08-05,3.4483
2015-08-07,-3.3333
2015-08-10,0.0
2015-08-14,0.0
2015-09-01,-5.1724
2015-09-11,-9.0909
2015-09-22,-10.0
2015-09-23,4.4444
2015-09-28,0.0
2015-10-01,2.1277
2015-10-02,-2.0833
2015-10-05,0.0
2015-10-28,-4.2553
2015-10-30,-6.6667
2015-11-02,-4.2857
2015-11-05,4.4776
2015-11-11,2.3810000000000002
2015-11-12,2.3256
2015-11-16,2.2727
2015-11-17,-2.2222
2015-11-18,1.8182
2015-11-19,4.9107
2015-11-20,6.383
2015-11-23,0.0
2015-11-25,0.0
2015-11-27,0.0
2015-11-30,3.2
2015-12-02,0.0
2015-12-14,0.0
2015-12-15,0.0
2015-12-21,0.0
2015-12-28,-7.3643
2016-01-04,-58.159
2016-01-05,-44.0
2016-01-07,167.8571
2016-01-08,1.3333
2016-01-25,0.0
2016-01-27,-1.3158
2016-01-28,10.0
2016-02-05,0.0
2016-02-08,20.0
2016-03-03,1.0101
2016-03-08,0.0
2016-03-11,-11.0
2016-03-17,1.236
2016-04-12,-1.2209
2016-04-13,-21.3483
2016-04-14,-10.7143
2016-04-19,-68.0
2016-04-20,37.5
2016-04-21,-7.2727
2016-04-26,17.647100000000002
2016-04-27,8.3333
2016-04-28,7.6923
2016-04-29,7.1429
2016-05-02,13.3333
2016-05-03,0.0
2016-05-04,0.0
2016-05-05,11.7647
2016-05-06,-2.1053
