ticker,HLYK US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2017-05-09,28.5714
2017-05-10,0.0
2017-05-11,11.1111
2017-05-12,0.0
2017-05-15,40.0
2017-05-16,7.1429
2017-05-17,20.0
2017-05-18,-11.1111
2017-05-19,0.0
2017-05-26,-6.25
2017-05-31,-13.3333
2017-06-05,17.3846
2017-06-07,-27.9161
2017-06-14,41.8182
2017-06-15,-35.8974
2017-06-21,0.0
2017-06-26,12.0
2017-07-10,-5.3571
2017-07-14,-3.7736
2017-07-18,-21.5686
2017-07-19,-25.0
2017-07-24,-16.6667
2017-07-25,-12.0
2017-08-02,36.3636
2017-08-03,0.0
2017-08-04,16.6667
2017-08-07,-14.2857
2017-08-08,16.6667
2017-08-10,0.0
2017-08-15,0.0
2017-08-16,-5.7143
2017-08-18,6.0606
2017-08-22,2.8571
2017-08-23,-2.7778
2017-08-24,-5.7143
2017-08-25,6.0606
2017-08-28,-2.8571
2017-08-29,0.0
2017-08-30,-11.7647
2017-08-31,15.0
2017-09-01,-13.0435
2017-09-05,23.3333
2017-09-06,-6.4324
2017-09-07,1.0976
2017-09-11,-2.8571
2017-09-13,-20.5882
2017-09-14,29.6296
2017-09-15,-2.8571
2017-09-18,0.0
2017-09-19,-8.8235
2017-09-20,-6.4516
2017-09-21,0.0
2017-09-22,-24.1379
2017-09-25,-4.5455
2017-09-26,9.5238
2017-09-27,13.0435
2017-09-28,4.0385
2017-09-29,-11.2754
2017-10-02,-8.3333
2017-10-03,-9.0909
2017-10-04,15.0
2017-10-05,0.0
2017-10-10,0.0
2017-10-11,0.0
2017-10-13,0.0
2017-10-16,-13.0
2017-10-17,-0.05
2017-10-20,0.0
2017-10-23,-25.0
2017-10-25,13.3333
2017-10-27,0.0
2017-10-30,0.0
2017-10-31,-30.5882
2017-11-01,1.6949
2017-11-03,0.0
2017-11-06,-25.0
2017-11-07,33.3333
2017-11-08,-16.6667
2017-11-09,-10.0
2017-11-10,33.3333
2017-11-14,-8.3333
2017-11-15,-18.1818
2017-11-16,-11.1111
2017-11-20,25.0
2017-11-22,-15.6
2017-11-24,0.7109
2017-11-27,0.0
2017-11-28,16.4706
2017-11-29,-9.0909
2017-11-30,11.1111
2017-12-01,-20.0
2017-12-07,-12.5
2017-12-08,14.2857
2017-12-11,0.0
2017-12-13,-6.25
2017-12-14,-6.6667
2017-12-15,14.2857
2017-12-18,0.0
2017-12-19,0.0
2017-12-20,-12.5
2017-12-21,28.5714
2017-12-27,-50.0
