ticker,AIOM US Equity
2016-06-10,0.0
2016-06-13,1.4706000000000001
2016-06-14,0.0
2016-06-15,0.0
2016-06-16,-0.0091
2016-06-17,0.7338
2016-06-20,0.7194
2016-06-21,0.0
2016-06-22,1.4285999999999999
2016-06-23,0.0
2016-06-24,0.0
2016-06-27,0.0
2016-06-28,0.0
2016-06-29,2.1127
2016-06-30,0.0
2016-07-01,1.3793
2016-07-05,0.0
2016-07-06,0.0
2016-07-07,0.0
2016-07-08,0.6803
2016-07-11,0.0
2016-07-12,0.6757
2016-07-13,0.0
2016-07-14,-0.6711
2016-07-15,0.6757
2016-07-18,0.0
2016-07-19,0.6711
2016-07-20,0.6667
2016-07-21,0.1531
2016-07-22,-0.1529
2016-07-25,0.6623
2016-07-26,3.2895
2016-07-27,0.0
2016-07-28,1.2739
2016-07-29,0.0
2016-08-01,0.0
2016-08-02,0.6289
2016-08-03,0.625
2016-08-04,0.0
2016-08-05,1.2422
2016-08-08,0.0
2016-08-09,0.0
2016-08-10,1.227
2016-08-11,1.2121
2016-08-12,0.0
2016-08-15,0.0
2016-08-16,0.0
2016-08-17,1.7964
2016-08-18,0.0
2016-08-19,0.0
2016-08-22,0.0
2016-08-23,1.1764999999999999
2016-08-24,0.0
2016-08-25,0.0
2016-08-26,0.0
2016-08-29,0.5814
2016-08-30,0.578
2016-08-31,1.1494
2016-09-01,1.7045
2016-09-02,1.1173
2016-09-06,0.5525
2016-09-07,0.5495
2016-09-08,2.1858
2016-09-09,1.0695000000000001
2016-09-12,0.0
2016-09-13,1.5873
2016-09-14,-1.0417
2016-09-15,-5.2632
2016-09-16,6.6667
2016-09-19,-3.6458
2016-09-20,3.7838000000000003
2016-09-21,1.0417
2016-09-22,-0.5155
2016-09-23,0.5181
2016-09-26,0.0
2016-09-27,1.0309
2016-09-28,3.5714
2016-09-29,0.0
2016-09-30,2.4631
2016-10-03,0.0
2016-10-04,-8.6538
2016-10-05,4.2105
2016-10-06,3.0303
2016-10-07,-14.2157
2016-10-10,20.0
2016-10-11,0.0
2016-10-12,0.4762
2016-10-13,0.0
2016-10-14,-0.4739
2016-10-17,0.4762
2016-10-18,0.4739
2016-10-19,0.0
2016-10-20,1.4151
2016-10-21,0.9302
2016-10-24,0.0
2016-10-25,0.0
2016-10-26,0.0
2016-10-27,1.3825
2016-10-28,1.3636
2016-10-31,0.0
2016-11-01,0.4484
2016-11-02,1.3393
2016-11-03,2.1586
2016-11-04,0.9056
2016-11-07,0.0
2016-11-08,0.1976
2016-11-09,0.2292
2016-11-10,0.0
2016-11-11,0.4255
2016-11-14,0.8475
2016-11-15,0.4202
2016-11-16,-0.4184
2016-11-17,0.8403
2016-11-18,0.4167
2016-11-21,0.4149
2016-11-22,0.0
2016-11-23,0.8264
2016-11-25,0.0
2016-11-28,0.0
2016-11-29,0.0
2016-11-30,0.8197
2016-12-01,-0.0051
2016-12-02,-0.4014
2016-12-05,0.4031
2016-12-06,0.0051
2016-12-07,0.4065
2016-12-08,0.0
2016-12-09,-80.7692
2016-12-12,148.4211
2016-12-13,1.6949
2016-12-14,48.3333
2016-12-15,0.0
2016-12-16,1.1236
2016-12-19,-37.7778
2016-12-20,19.6429
2016-12-21,0.0
2016-12-22,15.6716
2016-12-23,-4.5161
2016-12-27,1.3514
2016-12-28,0.0
2016-12-29,-0.6667
2016-12-30,0.6711
2017-01-03,14.6667
2017-01-04,-1.1628
2017-01-05,-1.1764999999999999
2017-01-06,4.1667
2017-01-09,0.5714
2017-01-10,5.1136
2017-01-11,-3.7838000000000003
2017-01-12,-5.5618
2017-01-13,2.9149000000000003
2017-01-17,1.1561
2017-01-18,2.8571
2017-01-19,0.5556
2017-01-20,10.4972
2017-01-23,-5.5
2017-01-24,4.2328
2017-01-25,0.5076
2017-01-26,1.0101
2017-01-27,-1.5
2017-01-30,-3.5533
2017-01-31,-3.1579
2017-02-01,-2.1739
2017-02-02,-0.5556
2017-02-03,-3.3449999999999998
2017-02-06,-12.7231
2017-02-07,11.2583
2017-02-08,-8.3333
2017-02-09,-2.5974
2017-02-10,0.6667
2017-02-13,-23.3237
2017-02-14,-31.7679
2017-02-15,30.3797
2017-02-16,34.9515
2017-02-17,4.3165
2017-02-21,-3.4483
2017-02-22,15.0
2017-02-23,13.6646
2017-02-24,-1.0929
2017-02-27,-1.6575
2017-02-28,-10.1124
2017-03-01,-1.25
2017-03-02,-5.0633
2017-03-03,-4.6667
2017-03-06,4.8951
2017-03-07,6.6667
2017-03-08,1.25
2017-03-09,0.0
2017-03-10,-0.0077
2017-03-13,-4.3136
2017-03-14,4.5161
2017-03-15,-4.9383
2017-03-16,-0.6494
2017-03-17,0.6536
2017-03-20,-1.2987
2017-03-21,-0.81
2017-03-22,1.4799
2017-03-23,0.6536
2017-03-24,0.0
2017-03-27,0.6494
2017-03-28,-1.2903
2017-03-29,1.9607999999999999
2017-03-30,-1.2821
2017-03-31,-0.6494
2017-04-03,1.3072
2017-04-04,-1.2903
2017-04-05,-2.6144
2017-04-06,1.7029999999999998
2017-04-07,-5.37
2017-04-10,1.1158
2017-04-11,-2.7586
2017-04-12,-0.7092
2017-04-13,0.7723
2017-04-17,0.7088
2017-04-18,0.3211
2017-04-19,2.4292
2017-04-20,-4.1096
2017-04-21,4.2857
2017-04-24,0.0
2017-04-25,2.4229
2017-04-26,-3.7031
2017-04-27,3.3116
2017-04-28,-0.5167
2017-05-01,0.0
2017-05-02,-1.609
2017-05-03,-3.8585000000000003
2017-05-04,0.7143
2017-05-05,5.6738
2017-05-08,-2.0134
2017-05-09,-0.6849
2017-05-10,0.0
2017-05-11,-0.6897
2017-05-12,-2.7778
2017-05-15,0.7143
2017-05-16,0.7092
2017-05-17,1.4085
2017-05-18,1.3889
2017-05-19,-2.0548
2017-05-22,0.6993
2017-05-23,0.6944
2017-05-24,0.0
2017-05-25,-1.3793
2017-05-26,0.6993
2017-05-30,-6.25
2017-05-31,-10.3704
2017-06-01,-0.8264
2017-06-02,-1.6667
2017-06-05,-11.0169
2017-06-06,2.8571
2017-06-07,-2.7778
2017-06-08,0.9524
2017-06-09,-7.6887
2017-06-12,-0.8687
2017-06-13,-14.433
2017-06-14,37.3494
2017-06-15,1.7544
2017-06-16,0.0
2017-06-19,-21.9828
2017-06-20,-20.442
2017-07-07,0.0
2017-07-12,-1.3889
2017-07-24,-2.8169
2017-07-25,-1.4493
2017-07-26,1.4706000000000001
2017-08-01,-4.3478
2017-08-02,-1.5152
2017-08-11,-15.3846
2017-08-18,-61.8182
2017-08-24,19.0476
2017-08-29,-4.0
2017-08-30,8.3333
2017-09-05,-15.3846
2017-09-25,13.6364
2017-10-04,-12.0
2017-11-17,-95.4545
2017-11-24,50.0
2017-11-29,233.3333
2017-12-12,0.0
2018-01-09,100.0
2018-01-11,-30.0
2018-01-18,-21.4286
2018-01-22,9.0909
2018-01-23,15.0
2018-02-26,-56.5217
2018-03-01,-66.6667
2018-04-10,1900.0
2018-04-11,-25.0
2018-04-16,33.3333
2018-04-18,-17.5
2018-04-19,-81.8182
2018-04-20,566.6667
2018-04-24,25.0
2018-05-09,-88.0
2018-06-06,-99.6667
2018-06-12,29900.0
2018-06-14,-99.6667
2018-06-29,0.0
2018-09-28,0.0
2018-11-29,-99.0
2019-03-27,9900.0
2019-05-16,100.0
2019-05-28,-50.0
2019-06-24,100.0
2019-07-02,400.0
2019-08-05,-99.9
2019-08-16,9900.0
2019-09-05,0.0
2019-09-12,-99.0
2019-09-13,9900.0
2019-09-24,0.0
2019-10-16,100.0
2019-10-31,100.0
2019-12-16,150.0
2019-12-31,-99.0
2020-06-05,900.0
2020-07-31,0.0
