ticker,AIOM US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2015-12-17,-11.1111
2015-12-21,25.0
2015-12-22,-14.0
2015-12-23,16.2791
2015-12-24,-16.0
2015-12-28,-2.3810000000000002
2015-12-29,21.9512
2015-12-30,9.7
2015-12-31,-21.6044
2016-01-05,18.6047
2016-01-06,-1.9607999999999999
2016-01-07,-10.0
2016-01-08,13.3333
2016-01-12,0.0
2016-01-13,0.0
2016-01-15,0.0
2016-01-19,1.9607999999999999
2016-01-20,0.0
2016-01-22,25.0
2016-01-25,0.0
2016-01-26,0.0
2016-01-27,1.5385
2016-01-28,0.0
2016-02-01,-4.5265
2016-02-03,4.7411
2016-02-04,-14.3939
2016-02-05,6.2168
2016-02-09,-0.0208
2016-02-10,5.0
2016-02-11,1.5873
2016-02-17,1.5625
2016-02-18,4.6154
2016-02-19,-5.7353
2016-02-22,-4.8362
2016-02-23,13.1148
2016-02-25,0.0
2016-02-26,1.4493
2016-02-29,0.0
2016-03-01,0.0
2016-03-02,0.0
2016-03-03,5.0714
2016-03-07,1.9714
2016-03-08,1.3333
2016-03-09,0.0
2016-03-10,0.0
2016-03-11,5.2632
2016-03-14,0.0
2016-03-15,0.0
2016-03-16,0.0
2016-03-17,1.875
2016-03-18,-25.7669
2016-03-21,26.4463
2016-03-22,4.5752
2016-03-23,-1.25
2016-03-28,0.0
2016-03-29,1.2658
2016-03-30,0.0
2016-03-31,0.0
2016-04-04,-15.0
2016-04-05,13.2353
2016-04-06,-2.6136
2016-04-07,6.6844
2016-04-08,5.0
2016-04-11,-5.9524
2016-04-12,13.1646
2016-04-13,0.6711
2016-04-14,0.0
2016-04-18,11.1111
2016-04-19,-0.0125
2016-04-20,0.0
2016-04-21,0.0125
2016-04-22,0.0
2016-04-25,-0.0125
2016-04-26,2.0128
2016-04-27,0.0
2016-04-28,0.9804
2016-04-29,0.0
2016-05-02,0.9709
2016-05-03,0.0
2016-05-04,0.0
2016-05-05,0.0
2016-05-06,0.0
2016-05-09,0.9615
2016-05-10,-4.7619
2016-05-12,9.0
2016-05-13,0.9174
2016-05-16,0.0
2016-05-17,0.0
2016-05-18,3.6364
2016-05-19,0.0
2016-05-20,0.8772
2016-05-23,2.6087
2016-05-24,0.8475
2016-05-25,0.0
2016-05-26,0.8403
2016-05-27,8.3333
2016-05-31,1.5385
2016-06-01,1.5152
2016-06-02,0.7463
2016-06-03,0.0
2016-06-06,0.0
2016-06-07,0.7407
2016-06-08,0.0
2016-06-09,0.0
