ticker,BSM US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2015-05-01,-4.0
2015-05-04,-2.6864
2015-05-05,1.4085
2015-05-06,-1.6667
2015-05-07,0.0565
2015-05-08,0.1694
2015-05-11,0.1691
2015-05-12,-1.5194
2015-05-13,0.0
2015-05-14,-1.5429
2015-05-15,-1.3929
2015-05-18,-0.5886
2015-05-19,0.4144
2015-05-20,0.1769
2015-05-21,2.3543
2015-05-22,3.4503
2015-05-26,-1.1673
2015-05-27,-0.5062
2015-05-28,1.4132
2015-05-29,0.8361
2015-06-01,-0.8845
2015-06-02,0.0
2015-06-03,-0.4462
2015-06-04,-0.2241
2015-06-05,2.1898
2015-06-08,-1.8681
2015-06-09,-0.168
2015-06-10,0.673
2015-06-11,-0.6128
2015-06-12,-0.6726
2015-06-15,0.2257
2015-06-16,-0.1126
2015-06-17,-0.6201
2015-06-18,0.2269
2015-06-19,-0.0566
2015-06-22,0.906
2015-06-23,0.5051
2015-06-24,-2.2892
2015-06-25,0.6286
2015-06-26,0.3407
2015-06-29,-0.9621
2015-06-30,-1.6
2015-07-01,-0.1161
2015-07-02,-0.4651
2015-07-06,-1.4603
2015-07-07,0.652
2015-07-08,-0.7067
2015-07-09,-1.5421
2015-07-10,-1.2048
2015-07-13,0.7927
2015-07-14,1.0284
2015-07-15,-0.5389
2015-07-16,-2.1673999999999998
2015-07-17,-3.0154
2015-07-20,-1.4594
2015-07-21,0.322
2015-07-22,1.027
2015-07-23,-0.0635
2015-07-24,-3.3058
2015-07-27,-2.8270999999999997
2015-07-28,1.4208
2015-07-29,-2.3349
2015-07-30,-2.6639
2015-07-31,-0.8421
2015-08-03,0.9908
2015-08-04,1.1212
2015-08-05,-3.7422
2015-08-06,-2.5198
2015-08-07,-0.6647
2015-08-10,3.4201
2015-08-11,-2.5881
2015-08-12,0.8118
2015-08-13,0.5124
2015-08-14,6.4093
2015-08-17,0.4107
2015-08-18,-0.3988
2015-08-19,-3.5294
2015-08-20,2.2237999999999998
2015-08-21,-0.7719
2015-08-24,-0.1414
2015-08-25,2.1246
2015-08-26,-0.2774
2015-08-27,4.0334
2015-08-28,4.3449
2015-08-31,0.3203
2015-09-01,-0.5109
2015-09-02,0.1284
2015-09-03,3.5256
2015-09-04,0.1858
2015-09-08,0.309
2015-09-09,1.0474
2015-09-10,-0.9146
2015-09-11,-4.0
2015-09-14,-2.1795
2015-09-15,0.983
2015-09-16,-2.7904
2015-09-17,1.8692
2015-09-18,-0.5242
2015-09-21,-1.581
