ticker,TLYS US Equity
2012-09-21,2.7253
2012-09-24,-0.2707
2012-09-25,-2.9316
2012-09-26,1.9016
2012-09-27,1.1526
2012-09-28,-0.5426
2012-10-01,-2.0185
2012-10-02,-3.3964
2012-10-03,1.0951
2012-10-04,2.8506
2012-10-05,-0.5543
2012-10-08,-1.728
2012-10-09,-2.1554
2012-10-10,-3.4203
2012-10-11,-0.9604
2012-10-12,-2.4848
2012-10-15,-2.2996
2012-10-16,2.2901
2012-10-17,0.8706
2012-10-18,2.1578
2012-10-19,-1.9312
2012-10-22,1.4154
2012-10-23,0.1214
2012-10-24,1.7576
2012-10-25,1.2507
2012-10-26,-4.2353
2012-10-31,-0.86
2012-11-01,3.5316
2012-11-02,-1.3764
2012-11-05,1.517
2012-11-06,-1.9127
2012-11-07,-3.1079
2012-11-08,-2.3899
2012-11-09,1.5464
2012-11-12,0.2538
2012-11-13,1.962
2012-11-14,-3.7244
2012-11-15,-5.3514
2012-11-16,1.7711000000000001
2012-11-19,0.2677
2012-11-20,4.5394
2012-11-21,-17.1775
2012-11-23,0.1542
2012-11-26,4.311
2012-11-27,-3.3948
2012-11-28,1.5279
2012-11-29,0.5267
2012-11-30,-0.9731
2012-12-03,-0.5291
2012-12-04,0.4559
2012-12-05,-0.1513
2012-12-06,2.6515
2012-12-07,-0.369
2012-12-10,-0.5926
2012-12-11,1.5648
2012-12-12,-2.6412
2012-12-13,0.9043
2012-12-14,1.1202
2012-12-17,1.3294000000000001
2012-12-18,1.3848
2012-12-19,1.294
2012-12-20,-0.4258
2012-12-21,-0.2851
2012-12-24,-2.1444
2012-12-26,-2.8487999999999998
2012-12-27,-0.5263
2012-12-28,0.1512
2012-12-31,1.8113000000000001
2013-01-02,-8.0801
2013-01-03,2.0968
2013-01-04,-1.0269
2013-01-07,5.5068
2013-01-08,2.9501
2013-01-09,-1.6899
2013-01-10,-2.3916
2013-01-11,4.1348
2013-01-14,-1.6176
2013-01-15,2.9148
2013-01-16,-2.2513
2013-01-17,0.0743
2013-01-18,0.9651
2013-01-22,3.3088
2013-01-23,-0.0712
2013-01-24,1.4957
2013-01-25,0.9123
2013-01-28,3.7552
2013-01-29,2.2788
2013-01-30,-1.3106
2013-01-31,-1.5936
2013-02-01,-1.8218999999999999
2013-02-04,-4.055
2013-02-05,-0.0716
2013-02-06,-0.2867
2013-02-07,-0.1438
2013-02-08,0.216
2013-02-11,0.9339
2013-02-12,0.9964
2013-02-13,-1.4094
2013-02-14,2.0729
2013-02-15,-2.1709
2013-02-19,0.2863
2013-02-20,-0.4996
2013-02-21,-1.1478
2013-02-22,-0.1451
2013-02-25,-1.6715
2013-02-26,-0.6652
2013-02-27,0.0
2013-02-28,-1.1905000000000001
2013-03-01,4.4428
2013-03-04,0.2884
2013-03-05,1.4378
2013-03-06,4.0397
2013-03-07,-4.6322
2013-03-08,1.0
2013-03-11,-3.4653
2013-03-12,-1.5385
2013-03-13,1.8601
2013-03-14,1.607
2013-03-15,-1.3659
2013-03-18,-0.0729
2013-03-19,-2.9176
2013-03-20,3.3809
2013-03-21,-8.4302
2013-03-22,0.4762
2013-03-25,1.2638
2013-03-26,0.546
2013-03-27,1.0085
2013-03-28,-2.3041
2013-04-01,-1.7296
2013-04-02,-0.48
2013-04-03,-0.8842
2013-04-04,2.7575
2013-04-05,-0.7893
2013-04-08,0.6364
2013-04-09,-1.4229
2013-04-10,2.085
2013-04-11,7.4627
2013-04-12,-0.5848
2013-04-15,-2.2059
2013-04-16,1.9548999999999999
2013-04-17,-1.1062
2013-04-18,1.044
2013-04-19,0.5166
2013-04-22,-2.4229
2013-04-23,3.386
2013-04-24,-0.2911
2013-04-25,6.4964
2013-04-26,0.8225
2013-04-29,-1.7675
2013-04-30,-0.0692
2013-05-01,0.4155
2013-05-02,1.7931
2013-05-03,4.2683
2013-05-06,2.5341
2013-05-07,2.8517
2013-05-08,0.3081
2013-05-09,-0.6143
2013-05-10,0.0
2013-05-13,-0.9889
2013-05-14,1.3109
2013-05-15,2.1565
2013-05-16,0.1809
2013-05-17,-0.3612
2013-05-20,1.2689
2013-05-21,-1.074
2013-05-22,-0.8444
2013-05-23,0.3041
2013-05-24,-1.6374
2013-05-28,-0.6782
2013-05-29,1.8622
2013-05-30,1.3406
2013-05-31,-0.6615
2013-06-03,-1.6949
2013-06-04,-0.0616
2013-06-05,-1.3555
2013-06-06,1.3740999999999999
2013-06-07,0.1232
2013-06-10,0.0
2013-06-11,-0.1231
2013-06-12,-0.3081
2013-06-13,-1.2361
2013-06-14,-0.1252
2013-06-17,-0.3759
2013-06-18,-0.4403
2013-06-19,-1.5161
2013-06-20,-2.6299
2013-06-21,2.9644
2013-06-24,-2.4952
2013-06-25,0.3937
2013-06-26,1.5686
2013-06-27,2.1879
2013-06-28,0.7557
2013-07-01,-0.25
2013-07-02,0.0627
2013-07-03,0.1252
2013-07-05,0.1876
2013-07-08,4.6815999999999995
2013-07-09,1.3715
2013-07-10,0.9412
2013-07-11,1.1072
2013-07-12,-2.4207
2013-07-15,-0.4135
2013-07-16,-1.0083
2013-07-17,-4.0743
2013-07-18,-0.3748
2013-07-19,0.1881
2013-07-22,0.0
2013-07-23,-0.3129
2013-07-24,-2.4482
2013-07-25,-3.6036
2013-07-26,0.0
2013-07-29,0.6676
2013-07-30,-1.7905
2013-07-31,-0.8778
2013-08-01,1.0899
2013-08-02,-1.2803
2013-08-05,0.6826
2013-08-06,0.0
2013-08-07,-0.8136
2013-08-08,0.4785
2013-08-09,-1.5646
2013-08-12,-0.8293
2013-08-13,-1.7422
2013-08-14,-0.9929
2013-08-15,-2.5072
2013-08-16,-0.0735
2013-08-19,-2.2059
2013-08-20,3.2331
2013-08-21,-3.5688
2013-08-22,-0.5287
2013-08-23,-4.0243
2013-08-26,0.2373
2013-08-27,-0.2368
2013-08-28,8.1487
2013-08-29,3.9503
2013-08-30,-2.8148999999999997
2013-09-03,0.2896
2013-09-04,-0.2888
2013-09-05,-0.7965
2013-09-06,0.7299
2013-09-09,1.4493
2013-09-10,-0.2857
2013-09-11,-1.2178
2013-09-12,-1.1602999999999999
2013-09-13,0.5136
2013-09-16,-0.438
2013-09-17,0.2199
2013-09-18,4.0966
2013-09-19,0.4216
2013-09-20,4.4787
2013-09-23,-1.0047
2013-09-24,-1.8944999999999999
2013-09-25,-0.9655
2013-09-26,0.9053
2013-09-27,0.9662
2013-09-30,-0.8202
2013-10-01,0.827
2013-10-02,-0.8202
2013-10-03,-0.6892
2013-10-04,0.4164
2013-10-07,-1.6585999999999999
2013-10-08,-2.3893
2013-10-09,0.432
2013-10-10,4.5878
2013-10-11,1.782
2013-10-14,1.8855
2013-10-15,-2.0489
2013-10-16,0.8772
2013-10-17,-2.0067
2013-10-18,0.5461
2013-10-21,-1.4936
2013-10-22,-0.2068
2013-10-23,-2.9696
2013-10-24,0.6406
2013-10-25,1.3437000000000001
2013-10-28,2.1633
2013-10-29,3.7568
2013-10-30,-2.8966
2013-10-31,-1.2881
2013-11-01,-1.0989
2013-11-04,2.3611
2013-11-05,1.8996
2013-11-06,-1.4647000000000001
2013-11-07,2.027
2013-11-08,2.053
2013-11-11,0.5191
2013-11-12,-0.581
2013-11-13,-1.1039
2013-11-14,-0.8536
2013-11-15,-0.3974
2013-11-18,0.4654
2013-11-19,-0.7942
2013-11-20,0.7338
2013-11-21,0.0662
2013-11-22,-0.728
2013-11-25,1.4667
2013-11-26,4.3364
2013-11-27,-24.4332
2013-11-29,0.3333
2013-12-02,-1.1628
2013-12-03,1.4285999999999999
2013-12-04,-0.7457
2013-12-05,-3.5058
2013-12-06,-0.173
2013-12-09,-1.4731
2013-12-10,-0.6157
2013-12-11,0.0
2013-12-12,-1.3274
2013-12-13,0.0897
2013-12-16,-0.7168
2013-12-17,-0.2708
2013-12-18,-0.4525
2013-12-19,-2.0
2013-12-20,1.7625
2013-12-23,2.3701
2013-12-24,-0.089
2013-12-26,-1.5152
2013-12-27,1.7195
2013-12-30,0.4448
2013-12-31,1.4172
2014-01-02,-0.262
2014-01-03,1.7513
2014-01-06,-0.9466
2014-01-07,1.3032
2014-01-08,-2.6587
2014-01-09,-2.0264
2014-01-10,-0.7194
2014-01-13,-3.0797
2014-01-14,7.1028
2014-01-15,-0.4363
2014-01-16,-0.0876
2014-01-17,1.1404
2014-01-21,-1.8213
2014-01-22,0.53
2014-01-23,1.9332
2014-01-24,-0.8621
2014-01-27,1.3043
2014-01-28,-0.8584
2014-01-29,-2.0779
2014-01-30,0.9726
2014-01-31,1.6637
2014-02-03,-2.6701
2014-02-04,-1.4159
2014-02-05,-1.6158000000000001
2014-02-06,1.4599
2014-02-07,0.0899
2014-02-10,0.7188
2014-02-11,0.8921
2014-02-12,-1.4147
2014-02-13,0.4484
2014-02-14,-0.7143
2014-02-18,0.5396
2014-02-19,0.3578
2014-02-20,0.3565
2014-02-21,0.0888
2014-02-24,1.331
2014-02-25,-0.1751
2014-02-26,1.1404
2014-02-27,3.2958
2014-02-28,0.4198
2014-03-03,-3.1773
2014-03-04,-2.3316
2014-03-05,0.7958
2014-03-06,3.6842
2014-03-07,1.3536000000000001
2014-03-10,-0.2504
2014-03-11,-2.5941
2014-03-12,-2.9210000000000003
2014-03-13,-0.2655
2014-03-14,2.2183
2014-03-17,1.7361
2014-03-18,3.413
2014-03-19,5.6106
2014-03-20,-3.3594
2014-03-21,1.2934999999999999
2014-03-24,-1.7558
2014-03-25,-2.6807
2014-03-26,-4.0067
2014-03-27,-0.6087
2014-03-28,0.4374
2014-03-31,1.9163999999999999
2014-04-01,-2.1368
2014-04-02,0.3493
2014-04-03,-0.5222
2014-04-04,-1.2248
2014-04-07,-2.7458
2014-04-08,0.1821
2014-04-09,0.1818
2014-04-10,-0.726
2014-04-11,-0.8227
2014-04-14,2.9493
2014-04-15,0.9848
2014-04-16,0.4433
2014-04-17,0.0883
2014-04-21,0.0882
2014-04-22,2.7313
2014-04-23,-1.3721999999999999
2014-04-24,0.7826
2014-04-25,-5.3494
2014-04-28,-0.9116
2014-04-29,2.3919
2014-04-30,1.5274
2014-05-01,0.531
2014-05-02,2.2007
2014-05-05,-2.4117
2014-05-06,-1.0591
2014-05-07,-0.0892
2014-05-08,2.3214
2014-05-09,-0.2618
2014-05-12,2.9746
2014-05-13,-2.294
2014-05-14,-3.2174
2014-05-15,-1.168
2014-05-16,0.9091
2014-05-19,-1.7117
2014-05-20,-3.8497
2014-05-21,-3.3365
2014-05-22,3.6489000000000003
2014-05-23,0.0
2014-05-27,1.0466
2014-05-28,-0.3766
2014-05-29,-17.1078
2014-05-30,0.2281
2014-06-02,-3.9818
2014-06-03,-0.3555
2014-06-04,-1.0702
2014-06-05,3.125
2014-06-06,1.6317
2014-06-09,0.2294
2014-06-10,-2.1739
2014-06-11,-3.2749
2014-06-12,-3.2648
2014-06-13,-0.25
2014-06-16,2.1303
2014-06-17,-1.3497
2014-06-18,1.4925
2014-06-19,-1.5931
2014-06-20,-0.3736
2014-06-23,-1.375
2014-06-24,-0.6337
2014-06-25,-1.0204
2014-06-26,0.6443
2014-06-27,3.073
2014-06-30,-0.1242
2014-07-01,2.2388
2014-07-02,0.8516
2014-07-03,0.6031
2014-07-07,-1.199
2014-07-08,-2.5484999999999998
2014-07-09,-2.2416
2014-07-10,0.2548
2014-07-11,0.6353
2014-07-14,-0.7576
2014-07-15,-0.8906
2014-07-16,-2.1823
2014-07-17,-0.1312
2014-07-18,0.1314
2014-07-21,-0.6562
2014-07-22,0.7926
2014-07-23,-1.0485
2014-07-24,-0.3974
2014-07-25,1.0638
2014-07-28,-1.8420999999999998
2014-07-29,0.134
2014-07-30,1.071
2014-07-31,0.2649
2014-08-01,-1.4531
2014-08-04,1.8767
2014-08-05,1.7105000000000001
2014-08-06,4.3984
2014-08-07,-1.1152
2014-08-08,0.7519
2014-08-11,1.1194
2014-08-12,-3.8129999999999997
2014-08-13,-0.2558
2014-08-14,-0.5128
2014-08-15,-1.0309
2014-08-18,1.9531
2014-08-19,2.682
2014-08-20,0.6219
2014-08-21,2.3486000000000002
2014-08-22,-0.2415
2014-08-25,0.8475
2014-08-26,0.8403
2014-08-27,1.4285999999999999
2014-08-28,-4.3427
2014-08-29,0.0
2014-09-02,0.0
2014-09-03,-0.7362
2014-09-04,-0.618
2014-09-05,-1.1194
2014-09-08,1.1320999999999999
2014-09-09,-1.6169
2014-09-10,-1.3906
2014-09-11,1.4102999999999999
2014-09-12,0.0
2014-09-15,-0.1264
2014-09-16,-2.7848
2014-09-17,2.8646000000000003
2014-09-18,1.3924
2014-09-19,-1.7478
2014-09-22,-2.4142
2014-09-23,0.0
2014-09-24,-0.2604
2014-09-25,-1.5666
2014-09-26,2.9177999999999997
2014-09-29,-0.2577
2014-09-30,-2.8424
2014-10-01,-1.1968
2014-10-02,1.8843
2014-10-03,0.3963
2014-10-06,-1.4474
2014-10-07,-2.2697
2014-10-08,-3.4153000000000002
2014-10-09,-1.6973
2014-10-10,-0.7194
2014-10-13,0.0
2014-10-14,0.7246
2014-10-15,4.8921
2014-10-16,-0.823
2014-10-17,-3.4577999999999998
2014-10-20,-0.1433
2014-10-21,3.7302999999999997
2014-10-22,-2.3513
2014-10-23,2.1246
2014-10-24,-0.5548
2014-10-27,1.2551999999999999
2014-10-28,0.8264
2014-10-29,-1.0929
2014-10-30,-0.5525
2014-10-31,-1.1111
2014-11-03,-2.2472
2014-11-04,-0.1437
2014-11-05,-1.0072
2014-11-06,0.7267
2014-11-07,-0.7215
2014-11-10,-0.5814
2014-11-11,0.731
2014-11-12,5.8055
2014-11-13,-3.155
2014-11-14,-0.4249
2014-11-17,-0.569
2014-11-18,-0.7153
2014-11-19,0.7205
2014-11-20,1.0014
2014-11-21,1.2748
2014-11-24,3.6364
2014-11-25,1.4845
2014-11-26,0.6649
2014-11-28,-1.321
2014-12-01,-5.3548
2014-12-02,-1.2730000000000001
2014-12-03,1.2894
2014-12-04,20.2263
2014-12-05,-0.5882
2014-12-08,1.4201
2014-12-09,0.1167
2014-12-10,-0.2331
2014-12-11,2.3364
2014-12-12,1.484
2014-12-15,0.3375
2014-12-16,0.1121
2014-12-17,1.2318
2014-12-18,1.2168
2014-12-19,1.6393
2014-12-22,1.2903
2014-12-23,0.8493
2014-12-24,-0.3158
2014-12-26,-0.4224
2014-12-29,4.666
2014-12-30,-0.5066
2014-12-31,-1.3237999999999999
2015-01-02,3.4056
2015-01-05,2.495
2015-01-06,-0.0974
2015-01-07,6.6277
2015-01-08,3.1993
2015-01-09,2.3915
2015-01-12,0.4325
2015-01-13,17.3988
2015-01-14,1.5407
2015-01-15,-0.578
2015-01-16,2.8343
2015-01-20,-0.9894
2015-01-21,-0.571
2015-01-22,1.2922
2015-01-23,-0.2126
2015-01-26,-1.4205
2015-01-27,0.7205
2015-01-28,-1.3591
2015-01-29,1.5228000000000002
2015-01-30,-1.8571
2015-02-02,0.7278
2015-02-03,-0.7948
2015-02-04,0.2913
2015-02-05,0.3631
2015-02-06,-2.3878
2015-02-09,-1.5567
2015-02-10,3.1627
2015-02-11,-1.6787999999999998
2015-02-12,-1.4848
2015-02-13,-1.4318
2015-02-17,-3.1346
2015-02-18,0.0789
2015-02-19,-0.7098
2015-02-20,-2.224
2015-02-23,-0.8123
2015-02-24,1.9656
2015-02-25,-0.241
2015-02-26,1.4493
2015-02-27,-0.3175
2015-03-02,1.4331
2015-03-03,-0.314
2015-03-04,0.0
2015-03-05,-1.7323
2015-03-06,0.1603
2015-03-09,3.12
2015-03-10,2.3274
2015-03-11,-0.2274
2015-03-12,0.304
2015-03-13,-0.4545
2015-03-16,-1.2938
2015-03-17,1.7732999999999999
2015-03-18,1.6667
2015-03-19,16.3189
2015-03-20,6.9827
2015-03-23,-3.7725
2015-03-24,-3.3603
2015-03-25,-2.6401
2015-03-26,0.7937
2015-03-27,-1.2467
2015-03-30,4.6512
2015-03-31,-0.6349
2015-04-01,2.3003
2015-04-02,0.3123
2015-04-06,1.3075999999999999
2015-04-07,-0.4917
2015-04-08,3.5825
2015-04-09,-2.5045
2015-04-10,-4.159
2015-04-13,-1.0211
2015-04-14,0.2579
2015-04-15,-0.3859
2015-04-16,-0.581
2015-04-17,-5.3247
2015-04-20,3.0178
2015-04-21,-4.1278
2015-04-22,2.2917
2015-04-23,1.1541
2015-04-24,3.0872
2015-04-27,-5.8594
2015-04-28,-1.6598000000000002
2015-04-29,-5.6259
2015-04-30,-0.5961
2015-05-01,3.1484
2015-05-04,-6.1047
2015-05-05,1.548
2015-05-06,0.0762
2015-05-07,2.0564
2015-05-08,4.1791
2015-05-11,0.9312
2015-05-12,-2.8388999999999998
2015-05-13,-1.0226
2015-05-14,0.1476
2015-05-15,1.4001000000000001
2015-05-18,3.1977
2015-05-19,-0.7042
2015-05-20,1.7730000000000001
2015-05-21,1.2544
2015-05-22,-9.3599
2015-05-26,-1.8982999999999999
2015-05-27,0.6192
2015-05-28,-24.7692
2015-05-29,-1.4315
2015-06-01,1.8672
2015-06-02,3.4623
2015-06-03,-0.0984
2015-06-04,0.4926
2015-06-05,-0.7843
2015-06-08,0.0
2015-06-09,-1.2846
2015-06-10,-0.5005
2015-06-11,-1.1066
2015-06-12,1.7294
2015-06-15,-2.8
2015-06-16,2.4691
2015-06-17,1.3052000000000001
2015-06-18,1.3875
2015-06-19,-0.1955
2015-06-22,-4.9951
2015-06-23,0.7216
2015-06-24,0.1024
2015-06-25,-0.6135
2015-06-26,2.3663
2015-06-29,-2.9146
2015-06-30,0.1035
2015-07-01,1.241
2015-07-02,1.7365
2015-07-06,0.502
2015-07-07,-0.6993
2015-07-08,-1.7103000000000002
2015-07-09,1.74
2015-07-10,0.1006
2015-07-13,0.1005
2015-07-14,-0.8032
2015-07-15,-2.2267
2015-07-16,2.1739
2015-07-17,-2.229
2015-07-20,-1.7617
2015-07-21,-3.1646
2015-07-22,2.8322000000000003
2015-07-23,-0.8475
2015-07-24,-0.9615
2015-07-27,0.7551
2015-07-28,-3.5332
2015-07-29,0.0
2015-07-30,0.333
2015-07-31,0.1106
2015-08-03,0.442
2015-08-04,0.22
2015-08-05,-0.2195
2015-08-06,-1.8702
2015-08-07,2.13
2015-08-10,0.5488
2015-08-11,-0.7642
2015-08-12,-0.6601
2015-08-13,1.3289
2015-08-14,2.4044
2015-08-17,0.9605
2015-08-18,-2.2199
2015-08-19,1.4054
2015-08-20,-4.371
2015-08-21,-8.0268
2015-08-24,-4.7273
2015-08-25,-3.3079
2015-08-26,6.3158
2015-08-27,0.7426
2015-08-28,-3.4398
2015-08-31,1.9083999999999999
2015-09-01,0.3745
2015-09-02,2.3632
2015-09-03,-2.5516
2015-09-04,3.3666
2015-09-08,-4.9457
2015-09-09,-0.2538
2015-09-10,-1.2723
2015-09-11,0.1289
2015-09-14,-1.287
2015-09-15,-1.8253
2015-09-16,1.5936
2015-09-17,4.7059
2015-09-18,-2.2472
2015-09-21,-0.7663
2015-09-22,0.9009
2015-09-23,-5.2296
2015-09-24,-1.6151
2015-09-25,-0.5472
2015-09-28,-0.8253
2015-09-29,-0.8322
2015-09-30,2.9371
2015-10-01,2.3098
2015-10-02,2.656
2015-10-05,0.6468
2015-10-06,-1.4139
2015-10-07,1.5645
2015-10-08,5.7766
2015-10-09,-2.9126
2015-10-12,-0.625
2015-10-13,-1.2579
2015-10-14,-4.3312
2015-10-15,4.7936
2015-10-16,-0.7624
2015-10-19,-0.128
2015-10-20,0.3846
2015-10-21,-2.8097
2015-10-22,0.1314
2015-10-23,-4.4619
2015-10-26,-0.6868
2015-10-27,-3.5961
2015-10-28,4.5911
2015-10-29,-3.0178
2015-10-30,3.1117
2015-11-02,-2.1948
2015-11-03,3.2258
2015-11-04,0.0
2015-11-05,-7.337
2015-11-06,-2.9326
2015-11-09,-4.5317
2015-11-10,-2.3734
2015-11-11,-2.5932
2015-11-12,1.1647
2015-11-13,-1.8092000000000001
2015-11-16,0.0
2015-11-17,-2.0101
2015-11-18,1.3675
2015-11-19,-1.5177
2015-11-20,7.3629999999999995
2015-11-23,3.9872
2015-11-24,0.7669
2015-11-25,-0.3044
2015-11-27,0.3053
2015-11-30,-6.0883
2015-12-01,-1.2966
2015-12-02,0.9852
2015-12-03,0.0
2015-12-04,-0.3252
2015-12-07,-1.1419
2015-12-08,0.165
2015-12-09,0.3295
2015-12-10,-0.6568
2015-12-11,0.9917
2015-12-14,0.0
2015-12-15,-0.491
2015-12-16,-0.6579
2015-12-17,0.4967
2015-12-18,-1.1532
2015-12-21,0.0
2015-12-22,2.1667
2015-12-23,2.447
2015-12-24,2.5478
2015-12-28,-2.795
2015-12-29,5.7508
2015-12-30,-0.4532
2015-12-31,0.607
2016-01-04,-1.9607999999999999
2016-01-05,-1.6923
2016-01-06,1.252
2016-01-07,2.6275
2016-01-08,-6.6265
2016-01-11,2.5806
2016-01-12,0.3145
2016-01-13,-0.627
2016-01-14,4.1009
2016-01-15,-3.9394
2016-01-19,-0.1577
2016-01-20,2.3697
2016-01-21,0.6173
2016-01-22,-0.7669
2016-01-25,-1.7002000000000002
2016-01-26,5.0314
2016-01-27,-5.8383
2016-01-28,-0.4769
2016-01-29,3.6741
2016-02-01,2.0031
2016-02-02,-0.3021
2016-02-03,-4.2424
2016-02-04,2.3734
2016-02-05,-1.8547
2016-02-08,0.9449
2016-02-09,0.468
2016-02-10,-2.3292
2016-02-11,0.318
2016-02-12,0.0
2016-02-16,4.9128
2016-02-17,0.0
2016-02-18,1.0574
2016-02-19,-1.6442
2016-02-22,8.2067
2016-02-23,-0.9831
2016-02-24,-1.7021
2016-02-25,2.7417
2016-02-26,3.0899
2016-02-29,-2.0436
2016-03-01,-0.9736
2016-03-02,3.3708
2016-03-03,4.4837
2016-03-04,2.6008
2016-03-07,4.1825
2016-03-08,0.8516
2016-03-09,-0.3619
2016-03-10,0.9685
2016-03-11,0.9592
2016-03-14,-1.5439
2016-03-15,-4.4632
2016-03-16,0.3788
2016-03-17,-13.7107
2016-03-18,8.4548
2016-03-21,-7.6613
2016-03-22,-2.9112
2016-03-23,-0.2999
2016-03-24,-2.8571
2016-03-28,4.3344
2016-03-29,0.8902
2016-03-30,-2.0588
2016-03-31,0.4505
2016-04-01,1.3453
2016-04-04,-0.295
2016-04-05,-0.2959
2016-04-06,-0.8902
2016-04-07,-3.4431
2016-04-08,-0.9302
2016-04-11,-1.0955
2016-04-12,1.1076
2016-04-13,0.313
2016-04-14,0.468
2016-04-15,1.8634
2016-04-18,3.9634
2016-04-19,-5.7185
2016-04-20,2.9549
2016-04-21,-3.3233
2016-04-22,0.3125
2016-04-25,-1.0903
2016-04-26,3.7795
2016-04-27,-3.6419
2016-04-28,-1.1024
2016-04-29,0.1592
2016-05-02,0.318
2016-05-03,1.2678
2016-05-04,-1.4085
2016-05-05,-4.9206
2016-05-06,-1.1686
2016-05-09,2.8716
2016-05-10,-2.1346
2016-05-11,-3.5235
2016-05-12,-1.0435
2016-05-13,-0.1757
2016-05-16,0.1761
2016-05-17,-1.5817
2016-05-18,0.0
2016-05-19,0.5357
2016-05-20,0.8881
2016-05-23,-1.0563
2016-05-24,2.669
2016-05-25,-1.2132
2016-05-26,7.8947
2016-05-27,1.4634
2016-05-31,-5.4487
2016-06-01,1.8643999999999998
2016-06-02,1.6639
2016-06-03,-0.8183
2016-06-06,0.8251
2016-06-07,0.0
2016-06-08,0.982
2016-06-09,-2.269
2016-06-10,-0.6633
2016-06-13,0.3339
2016-06-14,-1.4975
2016-06-15,1.3514
2016-06-16,-0.5
2016-06-17,1.8425
2016-06-20,-0.9868
2016-06-21,-0.3322
2016-06-22,-0.6667
2016-06-23,0.5034
2016-06-24,-2.1703
2016-06-27,-0.8532
2016-06-28,-0.6885
2016-06-29,-0.3466
2016-06-30,0.6957
2016-07-01,0.0
2016-07-05,-3.1088
2016-07-06,0.1783
2016-07-07,-1.0676
2016-07-08,5.7554
2016-07-11,-0.1701
2016-07-12,0.6814
2016-07-13,0.3384
2016-07-14,-0.5059
2016-07-15,1.6949
2016-07-18,0.5
2016-07-19,-2.4876
2016-07-20,0.5102
2016-07-21,-3.5533
2016-07-22,1.0526
2016-07-25,-0.8681
2016-07-26,-0.8757
2016-07-27,1.5901
2016-07-28,-1.913
2016-07-29,0.8865
2016-08-01,0.0
2016-08-02,-2.4605
2016-08-03,0.7207
2016-08-04,3.9356
2016-08-05,2.0654
2016-08-08,-0.6745
2016-08-09,0.3396
2016-08-10,1.5228000000000002
2016-08-11,1.6667
2016-08-12,1.1475
2016-08-15,2.7553
2016-08-16,0.4732
2016-08-17,-0.157
2016-08-18,1.2579
2016-08-19,0.9317
2016-08-22,1.8462
2016-08-23,-0.1511
2016-08-24,7.1104
2016-08-25,5.6497
2016-08-26,6.9519
2016-08-29,6.875
2016-08-30,3.3918
2016-08-31,-1.1312
2016-09-01,2.2883
2016-09-02,1.4541
2016-09-06,4.2999
2016-09-07,0.2114
2016-09-08,0.1055
2016-09-09,-1.1591
2016-09-12,5.8635
2016-09-13,-2.719
2016-09-14,4.6584
2016-09-15,2.8684
2016-09-16,2.3077
2016-09-19,1.4098
2016-09-20,-11.8628
2016-09-21,2.103
2016-09-22,-2.1627
2016-09-23,0.5263
2016-09-26,-0.5236
