ticker,CACC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,1.6949
2000-01-04,-0.8333
2000-01-05,4.2017
2000-01-06,1.6129
2000-01-07,-1.5873
2000-01-10,-1.6129
2000-01-11,0.0
2000-01-12,-4.918
2000-01-13,3.4483
2000-01-14,10.0
2000-01-18,-3.0303
2000-01-19,7.8125
2000-01-20,-1.4493
2000-01-21,14.7059
2000-01-24,12.8205
2000-01-25,-15.9091
2000-01-26,6.0811
2000-01-27,-3.8217
2000-01-28,-1.9868000000000001
2000-01-31,-2.7027
2000-02-01,6.9444
2000-02-02,1.2987
2000-02-03,-1.2821
2000-02-04,-2.5974
2000-02-07,9.3333
2000-02-08,-4.878
2000-02-09,-4.1667
2000-02-10,0.3344
2000-02-11,-3.3333
2000-02-14,2.069
2000-02-15,-1.3514
2000-02-16,0.6849
2000-02-17,2.7211
2000-02-18,0.0
2000-02-22,-1.9868000000000001
2000-02-23,-1.3514
2000-02-24,2.7397
2000-02-25,1.3333
2000-02-28,2.6316
2000-02-29,12.8205
2000-03-01,-17.0455
2000-03-02,4.1096
2000-03-03,-6.5789
2000-03-06,4.2254
2000-03-07,1.3514
2000-03-08,-2.6667
2000-03-09,4.1096
2000-03-10,0.0
2000-03-13,-2.6316
2000-03-14,4.3919
2000-03-15,-4.2071
2000-03-16,8.7838
2000-03-17,-0.6211
2000-03-20,-20.0
2000-03-21,21.875
2000-03-22,0.0
2000-03-23,7.6923
2000-03-24,-4.7619
2000-03-27,-10.0
2000-03-28,0.0
2000-03-29,2.7778
2000-03-30,9.4595
2000-03-31,7.4074
2000-04-03,0.0
2000-04-04,-1.1494
2000-04-05,0.5814
2000-04-06,0.578
2000-04-07,2.2989
2000-04-10,-3.9326
2000-04-11,1.7544
2000-04-12,-3.4483
2000-04-13,-4.7619
2000-04-14,1.25
2000-04-17,-3.7037
2000-04-18,7.6923
2000-04-19,-7.1429
2000-04-20,7.6923
2000-04-24,-2.3810000000000002
2000-04-25,-2.439
2000-04-26,1.875
2000-04-27,-0.6135
2000-04-28,3.7037
2000-05-01,-2.3810000000000002
2000-05-02,-2.439
2000-05-03,8.75
2000-05-04,-3.4483
2000-05-05,3.5714
2000-05-08,-1.1494
2000-05-09,2.907
2000-05-10,-1.6949
2000-05-11,0.0
2000-05-12,-0.5747
2000-05-15,0.578
2000-05-16,4.5977
2000-05-17,-1.0989
2000-05-18,-0.5556
2000-05-19,-1.6760000000000002
2000-05-22,2.2727
2000-05-23,-4.4444
