ticker,PCTL US Equity
2017-11-17,-3.6917999999999997
2017-11-22,11.1111
2017-11-28,-20.0
2017-11-29,-5.75
2017-12-01,6.1008
2017-12-07,0.0
2017-12-08,0.0
2017-12-11,-12.5
2017-12-12,-28.5714
2017-12-13,20.0
2017-12-15,-8.3333
2017-12-19,0.0
2017-12-20,0.0
2017-12-21,0.0
2017-12-26,9.0909
2017-12-27,-8.3333
2017-12-28,0.0
2017-12-29,0.0
2018-01-02,-3.6364
2018-01-03,3.7736
2018-01-04,-3.6364
2018-01-08,-3.7736
2018-01-09,0.0
2018-01-10,0.0
2018-01-16,0.0
2018-01-17,-21.5686
2018-01-22,0.0
2018-01-23,25.0
2018-01-24,-20.0
2018-01-25,0.0
2018-01-30,37.5
2018-02-12,9.0909
2018-02-15,-31.6667
2018-02-20,26.8293
2018-02-22,-9.6154
2018-02-28,-4.2553
2018-03-06,15.5556
2018-03-08,-3.8462
2018-03-09,-4.0
2018-03-12,4.1667
2018-03-14,0.0
2018-03-16,-16.0
2018-03-28,19.0476
2018-04-09,-10.0
2018-04-12,11.1111
2018-04-13,0.0
2018-05-01,0.0
2018-05-09,-16.0
2018-05-10,0.0
2018-05-11,-26.1905
2018-05-16,35.4839
2018-05-17,-4.7619
2018-05-18,2.5
2018-05-21,12.1951
2018-05-22,25.0
2018-05-23,4.3478
2018-05-24,-16.6667
2018-05-25,0.0
2018-05-29,-18.0
2018-05-30,20.4878
2018-05-31,-8.9069
2018-06-01,-6.6667
2018-06-07,23.8095
2018-06-08,0.0
2018-06-11,7.6923
2018-06-14,-26.7857
2018-06-19,4.878
2018-06-20,27.907
2018-06-22,36.1818
2018-06-26,-42.5901
2018-06-27,51.1628
2018-06-29,-34.5308
2018-07-02,-16.5785
2018-07-05,12.6761
2018-07-09,12.5
2018-07-10,-0.0222
2018-07-11,0.0222
2018-07-12,33.3333
2018-07-17,-25.0
2018-07-20,-10.0
2018-07-24,50.6173
2018-07-30,-26.2295
2018-08-03,11.1111
2018-08-08,-2.0
2018-08-13,-6.1224
2018-08-20,-3.8043
2018-08-21,-5.0847
2018-08-24,19.0476
2018-08-31,-11.0
2018-09-10,-10.1124
2018-09-13,10.0
2018-09-18,-9.0909
2018-09-19,-27.5
2018-09-20,68.9655
2018-09-24,-18.3673
2018-09-25,20.0
2018-09-26,-10.4167
2018-09-28,-1.1628
2018-10-09,-12.9412
2018-10-10,-9.4595
2018-10-15,13.4328
2018-10-26,-21.0526
2018-10-30,6.6667
2018-11-01,0.0
2018-11-02,-18.3594
2018-11-09,22.488
2018-11-14,-21.875
2018-11-15,-38.0
2018-11-19,-7.7419
2018-11-26,39.8601
2018-11-27,76.0
2018-11-28,-54.5455
2018-11-29,13.75
2018-11-30,-3.8462
2018-12-03,-2.8571
2018-12-07,0.0
2018-12-11,0.0
2018-12-12,-5.5882
2018-12-14,4.704
2018-12-28,1.1604
2018-12-31,-5.8824
2019-01-03,0.0
2019-01-04,-0.625
2019-01-10,-5.6604
2019-01-11,-10.0
2019-01-14,3.7037
2019-01-15,-3.5714
2019-01-16,0.0
2019-01-17,11.1111
2019-01-18,0.0
2019-01-22,-20.0
2019-01-23,41.6667
2019-01-24,-20.5882
2019-01-25,4.4444
2019-01-28,27.6596
2019-01-29,-2.7778
2019-01-30,2.8571
2019-01-31,-11.1111
2019-02-01,37.5
2019-02-04,-30.6818
2019-02-07,24.5902
2019-02-08,21.0526
2019-02-11,-4.3478
2019-02-12,0.0
2019-02-13,-9.0909
2019-02-14,0.0
2019-02-15,-10.0
2019-02-19,-11.1111
2019-02-20,37.5
2019-02-21,-18.1818
2019-02-22,0.0
2019-02-25,0.0
2019-02-26,0.0
2019-02-27,5.5556
2019-02-28,-7.8947
2019-03-01,0.0
2019-03-04,4.2857
2019-03-05,-12.3288
2019-03-06,0.0
2019-03-07,0.0
2019-03-08,-4.6875
2019-03-11,0.0
2019-03-12,-4.2623
2019-03-13,9.589
2019-03-14,-6.25
2019-03-18,0.0
2019-03-19,0.0
2019-03-20,0.0
2019-03-21,0.0
2019-03-22,13.3333
2019-03-25,0.0
2019-03-26,-23.5294
2019-03-27,12.0192
2019-03-28,-9.0129
2019-03-29,-1.8868
2019-04-01,0.0
2019-04-02,0.0
2019-04-03,30.7692
2019-04-04,-11.7647
2019-04-05,-10.0
2019-04-08,48.1481
2019-04-09,-20.0
2019-04-10,-5.625
2019-04-11,-13.9073
2019-04-12,4.6154
2019-04-15,0.0
2019-04-16,0.0
2019-04-17,2.9412000000000003
2019-04-22,-3.5714
2019-04-23,0.0
2019-04-24,-3.7037
2019-04-25,0.0
2019-04-26,-5.7692
2019-04-29,6.1224
2019-04-30,13.8462
2019-05-01,-25.0
2019-05-02,8.1081
2019-05-03,15.8333
2019-05-06,-26.6187
2019-05-07,7.8431
2019-05-08,-5.4545
2019-05-09,13.9423
2019-05-10,-15.6118
2019-05-13,0.0
2019-05-14,21.0
2019-05-15,-1.9835
2019-05-16,-15.683
2019-05-17,-1.4
2019-05-20,1.4199
2019-05-21,-5.1
2019-05-22,-1.4752
2019-05-23,-23.3155
2019-05-24,7.5314
2019-05-28,-7.9118
2019-05-29,19.0141
2019-05-30,-26.6272
2019-05-31,-14.5161
2019-06-03,1.8868
2019-06-04,51.8519
2019-06-05,-14.6341
2019-06-06,-20.0
2019-06-07,25.0
2019-06-10,28.5714
2019-06-11,-38.8889
2019-06-12,0.0
2019-06-13,-41.8182
2019-06-14,-50.0
2019-06-17,-31.25
2019-06-18,0.0
2019-06-19,36.3636
2019-06-20,-40.0
2019-06-21,-22.2222
2019-06-24,-28.5714
2019-06-25,18.0
2019-06-26,69.4915
2019-06-27,-36.0
2019-06-28,-21.875
2019-07-01,0.0
2019-07-02,0.0
2019-07-03,-20.0
2019-07-05,17.5
2019-07-08,0.0
2019-07-09,-19.1489
2019-07-10,-28.947400000000002
2019-07-11,0.0
2019-07-12,7.4074
2019-07-15,-24.1379
2019-07-16,-9.0909
2019-07-17,85.0
2019-07-18,-18.9189
2019-07-19,206.6667
2019-07-22,38.0435
2019-07-23,71.6535
2019-07-24,14.6789
2019-07-25,-18.0
2019-07-26,-29.2683
2019-07-29,23.4483
2019-07-30,-18.4358
2019-07-31,-14.3836
2019-08-01,20.0
2019-08-02,-4.0
2019-08-05,-30.5556
2019-08-06,28.0
2019-08-07,-7.0313
2019-08-08,0.8403
2019-08-09,5.8333
2019-08-12,70.8661
2019-08-13,-22.5806
2019-08-14,36.9048
2019-08-15,22.6087
2019-08-16,7.4468
2019-08-19,34.7723
2019-08-20,-37.5551
2019-08-21,23.7255
2019-08-22,-4.9128
2019-08-23,-24.0
2019-08-26,-12.2807
2019-08-27,19.0
2019-08-28,-7.563
2019-08-29,-13.6364
2019-08-30,8.9474
2019-09-03,-16.9082
2019-09-04,-1.1628
2019-09-05,0.0
2019-09-06,0.0
2019-09-09,-22.9412
2019-09-10,-8.3969
2019-09-11,-8.3333
2019-09-12,-9.0909
2019-09-13,45.0
2019-09-16,-3.4483
2019-09-17,-37.8571
2019-09-18,-14.3678
2019-09-19,18.1208
2019-09-20,-3.2955
2019-09-23,-0.1175
2019-09-24,-32.7059
2019-09-25,-3.8462
2019-09-26,0.0
2019-09-27,7.2727
2019-09-30,8.4746
2019-10-01,-20.3125
2019-10-02,-41.2745
2019-10-03,0.1669
2019-10-04,33.3333
2019-10-07,42.5
2019-10-08,-5.2632
2019-10-09,-12.963
2019-10-10,-21.2766
2019-10-11,-1.3514
2019-10-14,-12.3288
2019-10-15,-19.5313
2019-10-16,8.7379
2019-10-17,-17.8571
2019-10-18,-4.3478
2019-10-21,45.4545
2019-10-22,-12.5
2019-10-23,-11.4286
2019-10-24,4.8387
2019-10-25,7.6923
2019-10-28,-21.4286
2019-10-29,-9.0909
2019-10-30,-11.0
2019-10-31,23.5955
2019-11-01,22.7273
2019-11-04,0.0
2019-11-05,-22.2222
2019-11-06,-19.0476
2019-11-07,0.0
2019-11-08,5.8824
2019-11-11,-5.5556
2019-11-12,-5.8824
2019-11-13,-6.25
2019-11-14,13.3333
2019-11-15,17.647100000000002
2019-11-18,25.0
2019-11-19,-4.0
2019-11-20,-16.6667
2019-11-21,13.0
2019-11-22,-2.6549
2019-11-25,-4.5455
2019-11-26,-4.7619
2019-11-27,-5.0
2019-11-29,-5.2632
2019-12-02,0.0
2019-12-03,-5.5556
2019-12-04,11.7647
2019-12-05,-2.6316
2019-12-06,2.7027
2019-12-09,21.0526
2019-12-10,82.6087
2019-12-11,2.3810000000000002
2019-12-12,37.2093
2019-12-13,-3.3898
2019-12-16,1.7544
2019-12-17,-13.7931
2019-12-18,-10.0
2019-12-19,3.3333
2019-12-20,1.0753
2019-12-23,0.0
2019-12-24,6.383
2019-12-26,-2.0
2019-12-27,6.1224
2019-12-30,7.6923
2019-12-31,17.8571
2020-01-02,10.6061
2020-01-03,8.2192
2020-01-06,26.5823
2020-01-07,-7.5
2020-01-08,8.6486
2020-01-09,5.4726
2020-01-10,38.6792
2020-01-13,-23.8095
2020-01-14,-1.7856999999999998
2020-01-15,-12.2727
2020-01-16,-13.9896
2020-01-17,-12.0482
2020-01-21,39.726
2020-01-22,-0.9804
2020-01-23,30.6931
2020-01-24,-8.4091
2020-01-27,-5.7072
2020-01-28,-8.7719
2020-01-29,0.9615
2020-01-30,-9.0476
2020-01-31,6.8063
2020-02-03,-6.3725
2020-02-04,5.7592
2020-02-05,4.9505
2020-02-06,8.4906
2020-02-07,4.3478
2020-02-10,-8.3333
2020-02-11,0.9091
2020-02-12,-8.1081
2020-02-13,-0.9804
2020-02-14,-0.9901
2020-02-18,8.0
2020-02-19,11.1111
2020-02-20,-10.8333
2020-02-21,-1.8692
2020-02-24,-2.3810000000000002
2020-02-25,0.4878
2020-02-26,-3.8834999999999997
2020-02-27,9.0909
2020-02-28,22.2222
2020-03-02,71.9697
2020-03-03,2.4229
2020-03-04,-9.6774
2020-03-05,4.2857
2020-03-06,9.589
2020-03-09,66.6667
2020-03-10,-15.0
2020-03-11,88.2353
2020-03-12,-12.5
2020-03-13,7.1429
2020-03-16,47.0
2020-03-17,-23.4694
2020-03-18,-25.9259
2020-03-19,-25.62
2020-03-20,5.4047
2020-03-23,2.0408
2020-03-24,5.0
2020-03-25,-29.2857
2020-03-26,11.4478
2020-03-27,22.3565
2020-03-30,3.7037
2020-03-31,-21.6667
2020-04-01,-2.7356
2020-04-02,-35.3125
2020-04-03,34.2995
2020-04-06,0.7194
2020-04-07,-4.6429
2020-04-08,11.6105
2020-04-09,19.1275
2020-04-13,15.7746
2020-04-14,-9.3674
2020-04-15,13.2886
2020-04-16,18.4834
2020-04-17,28.0
2020-04-20,1.5625
2020-04-21,12.3077
2020-04-22,19.726
2020-04-23,-5.0343
2020-04-24,-21.9277
2020-04-27,-23.7654
2020-04-28,24.6964
2020-04-29,-7.4675
2020-04-30,-8.7719
2020-05-01,10.5769
2020-05-04,-0.6957
2020-05-05,-1.6637
2020-05-06,3.2947
2020-05-07,-2.069
2020-05-08,7.3944
2020-05-11,10.6557
2020-05-12,3.7037
2020-05-13,-10.0
2020-05-14,-9.6825
2020-05-15,2.8120000000000003
2020-05-18,-7.3504
2020-05-19,-6.0886
2020-05-20,0.1965
2020-05-21,12.549
2020-05-22,-5.2265
2020-05-26,-5.3309
2020-05-27,6.699
2020-05-28,3.7307
2020-05-29,-2.9825
2020-06-01,-9.5841
2020-06-02,1.0
2020-06-03,-2.1782
2020-06-04,1.2146
2020-06-05,0.2
2020-06-08,-2.1955999999999998
2020-06-09,3.0612
2020-06-10,-3.9604
2020-06-11,-5.567
2020-06-12,4.8035
2020-06-15,1.5625
2020-06-16,5.641
2020-06-17,-3.7282
2020-06-18,0.3429
2020-06-19,4.5226
2020-06-22,-20.1923
2020-06-23,-1.4458
2020-06-24,-4.6455
2020-06-25,-12.8205
2020-06-26,20.5882
2020-06-29,-8.5366
2020-06-30,-4.9333
2020-07-01,7.8541
2020-07-02,-1.9506000000000001
2020-07-06,-4.5093
2020-07-07,11.1111
2020-07-08,-8.75
2020-07-09,-1.0959
2020-07-10,-0.277
2020-07-13,1.3889
2020-07-14,4.0822
2020-07-15,0.0263
2020-07-16,3.9474
2020-07-17,-0.2532
2020-07-20,1.5228000000000002
2020-07-21,1.125
2020-07-22,8.1582
2020-07-23,18.7429
2020-07-24,-9.5284
2020-07-27,0.0213
2020-07-28,-1.0849
2020-07-29,-3.2258
2020-07-30,-4.4444
2020-07-31,-11.8605
