ticker,BOXL US Equity
2018-06-08,-4.7855
2018-06-11,-2.773
2018-06-12,-1.7825
2018-06-13,0.363
2018-06-14,4.7016
2018-06-15,-0.5181
2018-06-18,-3.9931
2018-06-19,-5.0633
2018-06-20,-2.0952
2018-06-21,14.2023
2018-06-22,-1.1925
2018-06-25,-6.0345
2018-06-26,-1.4679
2018-06-27,0.3724
2018-06-28,-3.154
2018-06-29,-2.1073
2018-07-02,-6.0665
2018-07-03,2.7083
2018-07-05,-9.3306
2018-07-06,-0.1119
2018-07-09,-7.7268
2018-07-10,-0.8617
2018-07-11,2.3381
2018-07-12,-0.4785
2018-07-13,0.0
2018-07-16,0.0
2018-07-17,2.4038
2018-07-18,-3.5211
2018-07-19,-0.2433
2018-07-20,0.2439
2018-07-23,5.1095
2018-07-24,-1.1574
2018-07-25,-3.9813
2018-07-26,2.6829
2018-07-27,-8.3135
2018-07-30,-8.5596
2018-07-31,-4.0968
2018-08-01,1.3294000000000001
2018-08-02,2.6239
2018-08-03,1.8352
2018-08-06,2.3657
2018-08-07,-7.6143
2018-08-08,3.2684
2018-08-09,3.6906
2018-08-10,2.4793
2018-08-13,12.9032
2018-08-14,-1.1905000000000001
2018-08-15,19.5181
2018-08-16,-1.2097
2018-08-17,-18.7755
2018-08-20,-6.7839
2018-08-21,2.6954000000000002
2018-08-22,-1.4068
2018-08-23,-2.5663
2018-08-24,-2.7321999999999997
2018-08-27,3.3708
2018-08-28,0.8152
2018-08-29,-4.8491
2018-08-30,-0.0028
2018-08-31,0.2833
2018-09-04,1.1299
2018-09-05,-3.6313
2018-09-06,4.3478
2018-09-07,-3.8889
2018-09-10,4.9133
2018-09-11,-9.6419
2018-09-12,-9.1463
2018-09-13,7.3826
2018-09-14,-3.2813
2018-09-17,-0.4847
2018-09-18,0.3247
2018-09-19,1.6181
2018-09-20,9.5541
2018-09-21,-11.3372
2018-09-24,2.2951
2018-09-25,-0.9615
2018-09-26,-3.5599
2018-09-27,-2.0134
2018-09-28,0.0
2018-10-01,-4.1096
2018-10-02,-1.4285999999999999
2018-10-03,-0.3623
2018-10-04,-5.0909
2018-10-05,0.7663
2018-10-08,1.9011
2018-10-09,-1.4925
2018-10-10,-6.8182
2018-10-11,-6.5041
2018-10-12,0.6522
2018-10-15,-11.879
2018-10-16,-6.8627
2018-10-17,12.1053
2018-10-18,-13.615
2018-10-19,2.7174
2018-10-22,3.1746
2018-10-23,0.5128
2018-10-24,-14.0306
2018-10-25,6.8248999999999995
2018-10-26,-0.5556
2018-10-29,-1.095
2018-10-30,-3.9765
2018-10-31,3.5294
2018-11-01,5.6818
2018-11-02,1.0753
2018-11-05,2.1277
2018-11-06,92.7083
2018-11-07,-26.7568
2018-11-08,16.2362
2018-11-09,-7.9365
2018-11-12,15.5172
2018-11-13,-9.5522
2018-11-14,-22.4422
2018-11-15,-13.617
2018-11-16,4.9261
2018-11-19,0.939
2018-11-20,-0.2419
2018-11-21,-3.9537
2018-11-23,1.4563
2018-11-26,6.6986
2018-11-27,-1.3453
2018-11-28,3.6364
2018-11-29,0.8772
2018-11-30,0.4348
2018-12-03,-3.8961
2018-12-04,0.0
2018-12-06,-5.4054
2018-12-07,-4.7619
2018-12-10,-6.0
2018-12-11,0.5319
2018-12-12,-1.5873
2018-12-13,-1.6129
2018-12-14,-7.1038
2018-12-17,-1.1764999999999999
2018-12-18,-5.9524
2018-12-19,1.2658
2018-12-20,-6.875
2018-12-21,-12.0805
2018-12-24,-4.5802
2018-12-26,-1.6
2018-12-27,4.065
2018-12-28,-1.5859
2018-12-31,-4.7392
2019-01-02,8.3333
2019-01-03,47.0154
2019-01-04,-14.7133
2019-01-07,-6.0123
2019-01-08,-3.3943
2019-01-09,3.3784
2019-01-10,5.8824
2019-01-11,-5.7284
2019-01-14,16.5728
2019-01-15,-5.0722
2019-01-16,1.7101
2019-01-17,2.9728
2019-01-18,-1.1299
2019-01-22,37.1429
2019-01-23,34.5833
2019-01-24,-10.526299999999999
2019-01-25,-7.9585
2019-01-28,0.7519
2019-01-29,0.3731
2019-01-30,-4.0892
2019-01-31,9.6899
2019-02-01,-0.3534
2019-02-04,-3.9007
2019-02-05,2.583
2019-02-06,2.8777
2019-02-07,3.8462
2019-02-08,-9.0909
2019-02-11,-1.1111
2019-02-12,-2.9962999999999997
2019-02-13,7.7219999999999995
2019-02-14,-3.9427
2019-02-15,8.9552
2019-02-19,-0.6849
2019-02-20,4.4828
2019-02-21,-0.6601
2019-02-22,-0.6645
2019-02-25,-2.3411
2019-02-26,-3.7671
2019-02-27,0.3594
2019-02-28,-0.3581
2019-03-01,-0.7117
2019-03-04,-2.3656
2019-03-05,-1.6153
2019-03-06,-2.9851
2019-03-07,-0.3846
2019-03-08,-6.5637
2019-03-11,1.2397
2019-03-12,2.0408
2019-03-13,2.8
2019-03-14,11.284
2019-03-15,-4.1958
2019-03-18,4.0146
2019-03-19,-5.2632
2019-03-20,7.037
2019-03-21,-3.1142
2019-03-22,-0.7143
2019-03-25,-1.4388
2019-03-26,6.2044
2019-03-27,1.0309
2019-03-28,-1.7006999999999999
2019-03-29,10.7266
2019-04-01,-7.1875
2019-04-02,-3.0303
2019-04-03,-0.6944
2019-04-04,7.3427
2019-04-05,-2.2801
2019-04-08,-1.0
2019-04-09,-2.6936
2019-04-10,13.1488
2019-04-11,1.5291000000000001
2019-04-12,5.1205
2019-04-15,12.3209
2019-04-16,-16.8367
2019-04-17,21.7791
2019-04-18,8.3123
2019-04-22,-4.6512
2019-04-23,1.4634
2019-04-24,-1.9231
2019-04-25,-1.4706000000000001
2019-04-26,-4.4776
2019-04-29,1.8229
2019-04-30,-0.7673
2019-05-01,-4.6392
2019-05-02,-3.5135
2019-05-03,7.2829
2019-05-06,7.0496
2019-05-07,-1.2195
2019-05-08,7.9753
2019-05-09,-2.584
2019-05-10,-4.9296
2019-05-13,-5.679
2019-05-14,4.4503
2019-05-15,-3.5088
2019-05-16,-3.8961
2019-05-17,-3.2432
2019-05-20,-0.5587
2019-05-21,-3.0899
2019-05-22,-3.4783
2019-05-23,-4.5045
2019-05-24,-1.5723
2019-05-28,0.0
2019-05-29,-0.9585
2019-05-30,0.6452
2019-05-31,-1.9231
2019-06-03,1.3072
2019-06-04,0.3226
2019-06-05,-0.9646
2019-06-06,0.0
2019-06-07,0.3247
2019-06-10,-1.9417
2019-06-11,-2.6403
2019-06-12,6.4407
2019-06-13,2.5478
2019-06-14,-5.5901
2019-06-17,-2.3026
2019-06-18,-3.0303
2019-06-19,1.3889
2019-06-20,0.3425
2019-06-21,-2.7304
2019-06-24,0.0
2019-06-25,1.7544
2019-06-26,-1.7241
2019-06-27,3.1579
2019-06-28,4.4218
2019-07-01,-1.6287
2019-07-02,-1.1589
2019-07-03,-0.8375
2019-07-05,0.8446
2019-07-08,-1.1724999999999999
2019-07-09,-1.6949
2019-07-10,4.4828
2019-07-11,-3.9604
2019-07-12,0.3436
2019-07-15,0.8562
2019-07-16,-0.1698
2019-07-17,-0.3401
2019-07-18,-0.3413
2019-07-19,-1.3699
2019-07-22,-0.6944
2019-07-23,-1.3986
2019-07-24,0.3546
2019-07-25,-18.0212
2019-07-26,13.3621
2019-07-29,-1.1407
2019-07-30,-1.5385
2019-07-31,2.3438
2019-08-01,-1.145
2019-08-02,0.0
2019-08-05,-1.1583
2019-08-06,-6.25
2019-08-07,4.1667
2019-08-08,3.2
2019-08-09,1.186
2019-08-12,1.8923
2019-08-13,6.391
2019-08-14,-7.4205
2019-08-15,-4.5802
2019-08-16,2.0
2019-08-19,-5.4902
2019-08-20,1.6598000000000002
2019-08-21,-2.0408
2019-08-22,0.0
2019-08-23,2.5
2019-08-26,-6.5041
2019-08-27,0.0
2019-08-28,-8.6957
2019-08-29,3.3333
2019-08-30,2.765
2019-09-03,-4.4843
2019-09-04,1.8779
2019-09-05,6.4516
2019-09-06,-2.5974
2019-09-09,-5.3333
2019-09-10,1.4085
2019-09-11,4.1667
2019-09-12,-0.8889
2019-09-13,-1.8475000000000001
2019-09-16,-0.8589
2019-09-17,-3.9171
2019-09-18,-2.6379
2019-09-19,-0.4926
2019-09-20,-3.4653
2019-09-23,-2.5641
2019-09-24,-2.1053
2019-09-25,1.6129
2019-09-26,1.5873
2019-09-27,-4.6875
2019-09-30,0.5464
2019-10-01,0.0
2019-10-02,-2.1739
2019-10-03,2.2222
2019-10-04,2.7174
2019-10-07,-2.1164
2019-10-08,-2.1622
2019-10-09,2.7624
2019-10-10,-3.7634
2019-10-11,4.8883
2019-10-14,1.1984
2019-10-15,3.1579
2019-10-16,0.5102
2019-10-17,-4.5685
2019-10-18,-1.0638
2019-10-21,5.3763
2019-10-22,6.6327
2019-10-23,-6.6986
2019-10-24,-0.5128
2019-10-25,-4.3402
2019-10-28,-4.0845
2019-10-29,-2.809
2019-10-30,-3.6994
2019-10-31,-0.3601
2019-11-01,3.6145
2019-11-04,-1.1628
2019-11-05,-1.1764999999999999
2019-11-06,2.3810000000000002
2019-11-07,-4.0698
2019-11-08,3.0303
2019-11-11,2.9412000000000003
2019-11-12,8.5657
2019-11-13,-10.5216
2019-11-14,-8.2353
2019-11-15,5.7692
2019-11-18,-3.0303
2019-11-19,-2.4
2019-11-20,-0.7428
2019-11-21,-3.871
2019-11-22,-0.9262
2019-11-25,0.9348
2019-11-26,-2.6846
2019-11-27,2.069
2019-11-29,-1.3514
2019-12-02,-3.4247
2019-12-03,-1.4184
2019-12-04,0.0
2019-12-05,1.1583
2019-12-06,-2.5674
2019-12-09,-0.7299
2019-12-10,-2.9412000000000003
2019-12-11,0.7576
2019-12-12,-3.7594
2019-12-13,4.6875
2019-12-16,-5.2239
2019-12-17,0.0
2019-12-18,-8.6614
2019-12-19,0.0
2019-12-20,-0.8621
2019-12-23,-5.2174
2019-12-24,-1.8349
2019-12-26,-1.8692
2019-12-27,4.7619
2019-12-30,1.3636
2019-12-31,-0.4484
2020-01-02,3.6036
2020-01-03,-4.3478
2020-01-06,7.2727
2020-01-07,5.5085
2020-01-08,-5.2209
2020-01-09,6.7797
2020-01-10,-3.1746
2020-01-13,-1.6393
2020-01-14,0.8417
2020-01-15,9.9083
2020-01-16,1.5038
2020-01-17,13.3333
2020-01-21,3.268
2020-01-22,-0.6456
2020-01-23,-8.2686
2020-01-24,-8.3333
2020-01-27,-3.7879
2020-01-28,3.1496
2020-01-29,-4.5802
2020-01-30,-5.6
2020-01-31,-3.3898
2020-02-03,-3.5088
2020-02-04,0.0
2020-02-05,0.0
2020-02-06,10.0
2020-02-07,-2.0661
2020-02-10,-5.4852
2020-02-11,-0.8929
2020-02-12,0.0
2020-02-13,-0.9009
2020-02-14,1.8182
2020-02-18,3.5714
2020-02-19,9.4828
2020-02-20,-6.2992
2020-02-21,-2.521
2020-02-24,-3.2155
2020-02-25,-0.2405
2020-02-26,0.5
2020-02-27,-2.2743
2020-02-28,0.0
2020-03-02,-4.5455
2020-03-03,-5.7143
2020-03-04,3.0303
2020-03-05,-4.2941
2020-03-06,-3.7083
2020-03-09,-15.8511
2020-03-10,-5.1833
2020-03-11,-8.1333
2020-03-12,-33.2366
2020-03-13,-7.6087
2020-03-16,-8.7059
2020-03-17,0.567
2020-03-18,-7.0989
2020-03-19,15.2828
2020-03-20,-1.8904
2020-03-23,-14.6341
2020-03-24,8.5714
2020-03-25,63.1579
2020-03-26,-14.8387
2020-03-27,4.1667
2020-03-30,-2.8909000000000002
2020-03-31,6.7216000000000005
2020-04-01,35.4561
2020-04-02,-17.1092
2020-04-03,-8.9063
2020-04-06,-2.2127
2020-04-07,8.7529
2020-04-08,-3.2258
2020-04-09,1.65
2020-04-13,11.3625
2020-04-14,1.3987
2020-04-15,1.6408
2020-04-16,-2.5429
2020-04-17,2.5945
2020-04-20,-4.3721
2020-04-21,1.0608
2020-04-22,-3.1342
2020-04-23,0.7326
2020-04-24,0.697
2020-04-27,5.6274
2020-04-28,-0.4558
2020-04-29,5.9101
2020-04-30,-1.3647
2020-05-01,4.1096
2020-05-04,6.3816
2020-05-05,-2.4119
2020-05-06,3.815
2020-05-07,4.9933
2020-05-08,-3.7209
2020-05-11,1.4493
2020-05-12,-3.2857
2020-05-13,-15.4604
2020-05-14,-5.3873
2020-05-15,-4.7399000000000004
2020-05-18,7.3506
2020-05-19,18.45
2020-05-20,57.5403
2020-05-21,-9.6774
2020-05-22,-6.25
2020-05-26,-4.7619
2020-05-27,-4.01
2020-05-28,-4.1463
2020-05-29,-7.4666
2020-06-01,8.6681
2020-06-02,-2.7237
2020-06-03,-0.8556
2020-06-04,16.5527
2020-06-05,1.9231
2020-06-08,-3.7736
2020-06-09,-21.5686
2020-06-10,0.0125
2020-06-11,-11.1236
2020-06-12,2.6016
2020-06-15,6.4145
2020-06-16,3.0268
2020-06-17,-1.4252
2020-06-18,16.0304
2020-06-19,-11.9904
2020-06-22,0.3477
2020-06-23,4.6287
2020-06-24,-3.6432
2020-06-25,3.9529
2020-06-26,-5.3968
2020-06-29,32.3181
2020-06-30,-13.2075
2020-07-01,-4.8913
2020-07-02,5.4514
2020-07-06,-0.6178
2020-07-07,-3.0316
2020-07-08,3.3738
2020-07-09,6.0705
2020-07-10,2.5641
2020-07-13,57.0
2020-07-14,23.5669
2020-07-15,22.6804
2020-07-16,76.4706
2020-07-17,-12.619
2020-07-20,-20.436
2020-07-21,-2.0548
2020-07-22,1.3986
2020-07-23,6.2069
2020-07-24,-4.8701
2020-07-27,-8.8737
2020-07-28,6.7416
2020-07-29,-19.2982
2020-07-30,-2.6087
2020-07-31,-3.5714
