ticker,PKDC US Equity
2019-08-21,2.9196999999999997
2019-08-22,-0.8511
2019-08-23,0.6438
2019-08-26,11.0163
2019-08-27,2.4328
2019-08-28,0.8125
2019-08-29,4.0298
2019-08-30,1.907
2019-09-03,0.0
2019-09-04,3.1579
2019-09-05,3.458
2019-09-06,4.274
2019-09-09,5.2549
2019-09-10,-2.1967
2019-09-11,-3.1138
2019-09-12,15.9642
2019-09-13,-0.2272
2019-09-16,-2.3224
2019-09-17,-4.6154
2019-09-18,-1.7595
2019-09-19,-7.6119
2019-09-20,-4.5234
2019-09-23,5.6966
2019-09-24,1.5474999999999999
2019-09-25,0.7882
2019-09-26,-0.9385
2019-09-27,-0.7895
2019-09-30,0.3714
2019-10-01,-2.4313000000000002
2019-10-02,1.7335
2019-10-03,2.2364
2019-10-04,-1.3542
2019-10-07,-1.056
2019-10-08,-0.5336
2019-10-09,1.073
2019-10-10,0.6369
2019-10-11,0.5802
2019-10-14,-0.6293
2019-10-15,1.0026
2019-10-16,-1.4628999999999999
2019-10-17,0.6893
2019-10-18,-1.3165
2019-10-21,-5.8698
2019-10-22,-0.2834
2019-10-23,1.4781
2019-10-24,-0.2241
2019-10-25,3.8181000000000003
2019-10-28,0.8653
2019-10-29,2.3592
2019-10-30,-2.3049
2019-10-31,-0.9651
2019-11-01,2.5446999999999997
2019-11-04,1.1616
2019-11-05,1.5657999999999999
2019-11-06,2.6721
2019-11-07,0.2503
2019-11-08,1.7973
2019-11-11,6.1795
2019-11-12,-5.2656
2019-11-13,-2.6329000000000002
2019-11-14,-1.1017
2019-11-15,0.1013
2019-11-18,-0.5564
2019-11-19,-2.238
2019-11-20,-0.052
2019-11-21,0.0
2019-11-22,-0.0521
2019-11-25,-0.7292
2019-11-26,-1.1018
2019-11-27,1.8037
2019-11-29,-0.469
2019-12-02,-0.5236
2019-12-03,-1.3158
2019-12-04,-0.48
2019-12-05,0.911
2019-12-06,0.478
2019-12-09,-1.1628
2019-12-10,0.2139
2019-12-11,0.8004
2019-12-12,-0.2647
2019-12-13,0.4246
2019-12-16,3.0127
2019-12-17,0.5131
2019-12-18,1.6335
2019-12-19,1.557
2019-12-20,1.1869
2019-12-23,0.9286
2019-12-24,-1.937
2019-12-26,2.963
2019-12-27,2.542
2019-12-30,4.2562999999999995
2019-12-31,0.9421
2020-01-02,-0.4444
2020-01-03,-0.5357
2020-01-06,1.0323
2020-01-07,-2.5322
2020-01-08,-8.5232
2020-01-09,-2.292
2020-01-10,-1.7338
2020-01-13,-1.7644
2020-01-14,-3.9091
2020-01-15,-9.8406
2020-01-16,7.8049
2020-01-17,1.0747
2020-01-21,-0.7834
2020-01-22,2.0869
2020-01-23,0.9945
2020-01-24,0.8753
2020-01-27,0.0
2020-01-28,-0.3796
2020-01-29,-2.0142
2020-01-30,-3.0
2020-01-31,-3.6654999999999998
2020-02-03,-1.5457999999999998
2020-02-04,-0.9058
2020-02-05,1.4625
2020-02-06,-9.9099
2020-02-07,-2.2667
2020-02-10,-1.7734999999999999
2020-02-11,0.8333
2020-02-12,0.0
2020-02-13,-0.2066
2020-02-14,3.9337
2020-02-18,1.9256
2020-02-19,0.9772
2020-02-20,-4.1935
2020-02-21,-8.4175
2020-02-24,-1.4706000000000001
2020-02-25,-2.9851
2020-02-26,3.9231
2020-02-27,-3.0348
2020-02-28,-4.4275
2020-03-02,5.8307
2020-03-03,0.7547
2020-03-04,0.3745
2020-03-05,-5.9701
2020-03-06,-0.7937
2020-03-09,-14.96
2020-03-10,-9.2192
2020-03-11,-8.9119
2020-03-12,-27.7588
2020-03-13,10.2362
2020-03-16,0.0
2020-03-17,-7.7143
2020-03-18,0.0774
2020-03-19,22.9698
2020-03-20,6.9182
2020-03-23,-25.1765
2020-03-24,17.9245
2020-03-25,-16.0
2020-03-26,11.1111
2020-03-27,-2.1429
2020-03-30,-1.8978000000000002
2020-03-31,26.1905
2020-04-01,-17.4528
2020-04-02,-9.2857
2020-04-03,12.4409
2020-04-06,12.0448
2020-04-07,-12.375
2020-04-08,2.9957000000000003
2020-04-09,8.0332
2020-04-13,-6.5385
2020-04-14,-3.9781
2020-04-16,9.857099999999999
2020-04-21,-10.2731
2020-04-22,1.4493
2020-04-23,0.0
2020-04-24,15.7143
2020-04-27,-1.358
2020-04-28,2.6283
2020-04-29,-12.1951
2020-04-30,2.7778
2020-05-01,-5.4054
2020-05-04,11.4286
2020-05-05,-8.9744
2020-05-06,-1.2676
2020-05-07,6.8474
2020-05-08,0.1335
2020-05-13,-3.3333
2020-05-14,-3.1724
2020-05-15,0.4274
2020-05-18,-0.7092
2020-05-19,3.5714
2020-05-20,-0.6897
2020-05-21,1.8056
2020-05-22,-3.8199
2020-05-26,-7.5177
2020-05-27,0.1534
2020-05-28,7.1975
2020-06-01,-6.4286
2020-06-02,0.1527
2020-06-03,6.7073
2020-06-04,1.4285999999999999
2020-06-05,-4.2254
2020-06-08,0.7353
2020-06-09,3.6496
2020-06-10,-0.4225
2020-06-11,-8.0622
2020-06-12,-0.1538
2020-06-15,-4.6225000000000005
2020-06-16,0.0
2020-06-17,4.6850000000000005
2020-06-18,6.3272
2020-06-19,-8.5631
2020-06-22,-4.2857
2020-06-23,6.136
2020-06-24,1.5625
2020-06-26,3.8462
2020-06-29,-10.3704
2020-06-30,-4.9587
2020-07-01,-8.1739
2020-07-02,31.4394
2020-07-06,-3.0259
2020-07-08,-21.9911
2020-07-09,-12.1905
2020-07-10,18.6551
2020-07-14,-12.7971
2020-07-15,-1.2579
2020-07-16,-0.2123
2020-07-17,-4.2553
2020-07-20,4.0
2020-07-21,-3.8462
2020-07-22,-8.4444
2020-07-23,12.6214
2020-07-24,0.0
2020-07-27,0.6466
2020-07-28,-2.5696
2020-07-29,3.2967
2020-07-30,-4.2553
2020-07-31,2.0
