ticker,JNES US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-05-01,-0.7407
2000-05-02,2.9851
2000-05-24,30.4348
2000-05-25,0.0
2000-06-12,6.6667
2001-04-20,3.6458
2001-05-11,-3.5176
2001-05-16,0.0
2001-05-17,0.0
2001-05-18,0.0
2001-05-31,0.0
2001-07-06,-4.1667
2001-10-11,-2.1739
2001-10-25,0.0
2001-10-31,-4.4444
2002-05-10,-10.4651
2002-05-21,10.3896
2002-05-28,7.0588
2002-08-22,-14.022
2002-09-03,9.2791
2002-09-05,-1.7544
2002-09-09,0.0
2002-09-10,0.0
2002-10-07,0.0
2002-11-18,-5.3571
2002-11-27,1.8868
2002-12-02,-0.5926
2002-12-03,1.8380999999999998
2002-12-20,4.2683
2003-01-27,-2.924
2003-02-10,1.2048
2003-02-11,-0.2381
2003-02-26,0.2387
2003-03-06,-2.3810000000000002
2003-04-30,6.0976
2003-06-04,-3.4483
2003-06-06,1.1905000000000001
2003-06-11,0.0
2003-12-10,3.5294
2003-12-11,-1.3636
2003-12-12,0.1152
2003-12-15,-3.9125
2004-01-13,0.5988
2004-01-28,0.0
2004-01-29,0.0
2004-01-30,0.0
2004-02-02,0.0
2004-02-03,0.0
2004-02-26,0.5952
2004-03-12,-3.5503
2004-03-16,0.6135
2004-03-30,12.1951
2004-03-31,-1.087
2004-04-01,3.2967
2004-04-02,0.0
2004-04-14,-6.383
2004-04-15,0.0
2004-05-11,4.5455
2004-05-20,7.8261
2004-05-21,0.0
2004-06-03,-0.2016
2004-06-10,-1.0101
2004-06-16,2.0408
2004-06-21,1.4
2004-06-29,-2.5457
2004-07-28,-2.0408
2004-08-02,-4.1667
2004-08-12,0.0
2004-09-23,3.2609
2004-10-12,-3.1579
2004-11-18,0.0
2004-12-01,4.3478
2004-12-06,0.0
2004-12-07,-6.25
2004-12-23,12.4606
2005-01-05,0.0
2005-01-07,8.0
2005-01-13,-5.5556
2005-02-15,0.0
2005-02-17,1.9607999999999999
2005-03-03,0.0
2005-03-04,0.0
2005-03-11,-7.6923
2005-03-14,0.0
2005-03-15,1.0417
2005-04-21,1.0309
2005-04-27,-1.0204
2005-05-04,0.0
2005-05-05,-1.0309
2005-05-20,0.0
2005-05-24,-2.0833
2005-05-26,2.1277
2005-06-01,4.1667
2005-06-13,0.0
2005-06-16,4.881
2005-07-28,-0.9615
2005-08-04,-2.9126
2005-08-16,4.0
2005-08-17,-3.8462
2005-08-23,0.0
2005-08-30,2.0
2005-09-13,-1.9607999999999999
