ticker,LUNA US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2006-06-02,0.0
2006-06-05,1.3333
2006-06-06,0.3289
2006-06-07,-0.1639
2006-06-08,0.0
2006-06-09,-0.4926
2006-06-12,1.1221
2006-06-13,-0.9465
2006-06-14,0.4942
2006-06-15,-0.3279
2006-06-16,-2.7961
2006-06-19,1.5228000000000002
2006-06-20,0.8333
2006-06-21,-1.157
2006-06-22,0.8361
2006-06-23,1.99
2006-06-26,1.1381999999999999
2006-06-27,-3.537
2006-06-28,0.1667
2006-06-29,-0.3328
2006-06-30,0.1669
2006-07-03,0.0
2006-07-05,0.0
2006-07-06,0.0
2006-07-07,-1.1667
2006-07-10,0.0
2006-07-11,0.8432
2006-07-12,-1.6722000000000001
2006-07-13,-0.8503
2006-07-14,-0.5146
2006-07-17,-2.069
2006-07-18,-9.6831
2006-07-19,-5.6530000000000005
2006-07-20,-2.2727
2006-07-21,-6.1311
2006-07-24,-1.3514
2006-07-25,-2.2831
2006-07-26,-6.0748
2006-07-27,4.2289
2006-07-28,5.9666
2006-07-31,14.1892
2006-08-01,0.789
2006-08-02,0.5871
2006-08-03,4.4747
2006-08-04,0.5587
2006-08-07,-4.8148
2006-08-08,0.1946
2006-08-09,0.7767
2006-08-10,0.0
2006-08-11,1.5413999999999999
2006-08-14,0.3795
2006-08-15,0.0
2006-08-16,2.8355
2006-08-18,1.2316
2006-08-21,-1.7614
2006-08-22,0.3697
2006-08-23,0.0
2006-08-24,1.105
2006-08-25,0.9107
2006-08-29,-1.2635
2006-08-30,-3.8391
2006-08-31,-2.2814
2006-09-01,-1.1673
2006-09-05,-2.3622
2006-09-06,-1.0081
2006-09-08,-26.6802
2006-09-11,-13.3333
2006-09-12,8.9744
2006-09-13,-2.9412000000000003
2006-09-14,-0.9091
2006-09-15,-0.6116
2006-09-18,-1.5385
2006-09-19,6.2461
2006-09-20,0.5919
2006-09-21,0.8772
2006-09-22,-0.2935
2006-09-25,-2.322
2006-09-26,8.0357
2006-09-27,-0.8264
2006-09-28,-1.3889
2006-09-29,3.3803
2006-10-02,-0.545
2006-10-03,0.0
2006-10-04,-0.2774
2006-10-05,2.3662
2006-10-06,-1.7713
2006-10-09,6.5574
2006-10-10,-2.8205
2006-10-11,0.9367
2006-10-12,-4.5876
2006-10-13,-2.4657999999999998
2006-10-16,6.4607
2006-10-17,-1.0554
2006-10-18,-4.0
2006-10-19,0.0
2006-10-20,7.3889
2006-10-23,2.176
2006-10-24,-3.8005
