ticker,KANP US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2004-07-01,700.0
2004-08-03,-87.5
2004-08-09,0.0
2004-08-23,7900.0
2004-09-23,-98.75
2004-12-27,0.0
2005-01-05,0.0
2005-01-06,79900.0
2005-01-07,0.0
2005-03-08,-99.875
2005-03-09,0.0
2005-03-11,79900.0
2005-03-28,-99.875
2005-04-14,0.0
2005-08-26,0.0
2005-11-01,0.0
2005-11-23,0.0
2006-05-02,959900.0
2006-05-12,0.0
2006-05-19,441.6667
2006-06-01,7.6923
2006-06-06,0.0
2006-06-20,471.4286
2006-06-21,12.5
2006-06-22,6.6667
2006-06-23,-6.25
2006-06-27,0.0
2006-06-28,11.1111
2006-06-29,-8.0
2006-06-30,-23.913
2006-07-05,-14.2857
2006-07-06,10.0
2006-07-07,6.0606
2006-07-10,-2.8571
2006-07-12,2.9412000000000003
2006-07-13,0.0
2006-07-14,-14.2857
2006-07-18,0.0
2006-07-19,-6.6667
2006-07-26,0.0
2006-07-27,25.0
2006-07-28,-8.5714
2006-07-31,0.0
2006-08-02,34.375
2006-08-04,-9.8837
2006-08-07,0.0
2006-08-11,-4.5161
2006-08-15,2.7027
2006-08-17,7.8947
2006-08-21,0.0
2006-08-22,-1.8293
2006-08-23,1.8634
2006-08-30,-1.8293
2006-08-31,1.8634
2006-09-01,0.0
2006-09-05,0.0
2006-09-06,2.439
2006-09-12,-0.5952
2006-09-18,0.0
2006-09-22,-0.5988
2006-09-25,0.6024
2006-09-26,-0.5988
2006-10-03,0.9639
2006-10-04,-0.4773
2006-10-10,0.7194
2006-10-13,0.2143
2006-10-16,0.0238
2006-10-17,0.0238
2006-10-24,0.095
2006-10-26,0.0474
2006-10-30,-0.0474
2006-11-01,-0.949
2006-11-02,0.0
2006-11-06,1.7964
2006-11-10,-1.1764999999999999
2006-11-14,0.0
2006-11-15,0.0
2006-11-20,0.0
2006-11-21,0.0
2006-11-22,0.0
2006-11-27,0.0
2006-11-28,0.0
2006-11-29,0.0
2006-11-30,0.4762
2006-12-01,0.0
2006-12-06,0.0
2006-12-08,1.8957000000000002
2006-12-11,1.8372000000000002
2006-12-14,0.2512
2006-12-15,0.0
2006-12-18,0.0
2006-12-19,0.0
2006-12-20,0.0
2006-12-21,0.0
2006-12-28,0.0
2007-01-03,2.5057
2007-01-05,-2.2222
2007-01-08,2.2727
2007-01-12,0.0
2007-01-18,-2.2222
2007-01-19,2.2727
2007-01-22,-2.2222
2007-01-23,0.0
2007-01-24,0.0
