ticker,FAST US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-5.5633
2000-01-04,-5.7437000000000005
2000-01-05,4.2188
2000-01-06,0.0
2000-01-07,-0.1499
2000-01-10,-2.5526
2000-01-11,0.7704
2000-01-12,-1.9113
2000-01-13,15.3546
2000-01-14,-2.8378
2000-01-18,-1.1127
2000-01-19,7.7356
2000-01-20,1.9582000000000002
2000-01-21,0.3201
2000-01-24,-5.9349
2000-01-25,2.171
2000-01-26,4.3825
2000-01-27,0.2545
2000-01-28,-4.7589
2000-01-31,-6.7288
2000-02-01,3.2857
2000-02-02,5.8783
2000-02-03,1.3717
2000-02-04,1.4175
2000-02-07,-0.2541
2000-02-08,0.0
2000-02-09,-2.4204
2000-02-10,-1.6971
2000-02-11,-1.1952
2000-02-14,1.0753
2000-02-15,-2.2606
2000-02-16,-2.585
2000-02-17,0.2793
2000-02-18,-1.532
2000-02-22,-4.1018
2000-02-23,2.7699
2000-02-24,-3.0913
2000-02-25,-0.2967
2000-02-28,-0.2976
2000-02-29,5.5224
2000-03-01,2.8289
2000-03-02,-6.4649
2000-03-03,4.4118
2000-03-06,-2.3944
2000-03-07,-5.1948
2000-03-08,0.1522
2000-03-09,-0.152
2000-03-10,-7.4581
2000-03-13,-0.6579
2000-03-14,-5.4636
2000-03-15,10.332699999999999
2000-03-16,11.9048
2000-03-17,-0.8511
2000-03-20,-1.5737
2000-03-21,6.686
2000-03-22,2.7248
2000-03-23,-2.6525
2000-03-24,2.7248
2000-03-27,-4.5093
2000-03-28,3.6111
2000-03-29,0.4021
2000-03-30,0.1335
2000-03-31,2.1333
2000-04-03,-5.6136
2000-04-04,0.6916
2000-04-05,-1.3736
2000-04-06,3.3426
2000-04-07,4.1779
2000-04-10,4.5278
2000-04-11,0.9282
2000-04-12,10.8522
2000-04-13,2.8761
2000-04-14,0.0
2000-04-17,-0.5376
2000-04-18,-2.7027
2000-04-19,-3.5556
2000-04-20,-0.9217
2000-04-24,7.907
2000-04-25,-0.6466
2000-04-26,-4.2299
2000-04-27,3.9638
2000-04-28,1.8519
2000-05-01,6.8449
2000-05-02,0.5005
2000-05-03,0.8964
2000-05-04,2.8628
2000-05-05,1.1516
2000-05-08,0.2846
2000-05-09,1.8921000000000001
2000-05-10,-3.2498
2000-05-11,2.975
2000-05-12,3.4483
2000-05-15,2.0721
2000-05-16,0.4413
2000-05-17,-1.0545
2000-05-18,-1.2433
2000-05-19,-3.777
2000-05-22,-2.0561
2000-05-23,-5.1527
