ticker,BONZ US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2009-05-11,0.0
2009-06-18,3.0769
2009-06-19,4.4776
2009-06-23,-5.7143
2009-06-25,5.0
2009-06-26,1.0101
2009-07-08,1.4285999999999999
2009-07-09,-2.8169
2009-07-10,1.8659
2009-07-27,4.5705
2009-07-28,-0.6803
2009-07-29,4.1096
2009-07-30,0.0
2009-07-31,1.3158
2009-08-03,0.0
2009-08-05,-3.2468
2009-08-06,3.3557
2009-08-07,1.2987
2009-08-10,-1.2821
2009-08-11,0.0
2009-08-12,0.0
2009-08-13,-3.8961
2009-08-18,-6.7568
2009-08-20,0.0
2009-08-21,-4.3478
2009-08-24,0.0
2009-08-25,0.0
2009-09-16,-42.4242
2009-09-17,5.2632
2009-09-18,0.0
2009-09-21,5.0
2009-09-22,4.7619
2009-09-23,22.7273
2009-09-24,-1.8519
2009-09-25,13.2075
2009-09-28,-16.6667
2009-09-29,-6.0
2009-09-30,0.0
2009-10-01,-46.8085
2009-10-02,20.0
2009-10-05,-10.0
2009-10-06,3.7037
2009-10-07,-0.7143
2009-10-08,-6.8345
2009-10-09,-11.1969
2009-10-12,-8.6957
2009-10-13,-4.7619
2009-10-14,10.0
2009-10-15,0.0
2009-10-16,0.0
2009-10-19,18.1818
2009-10-20,1.9231
2009-10-21,20.7547
2009-10-22,9.375
2009-10-23,0.0
2009-10-26,-14.2857
2009-10-27,-3.2083
2009-10-28,-20.7921
2009-10-29,-4.3478
2009-10-30,4.5455
2009-11-02,8.6957
2009-11-03,-16.0
2009-11-04,0.0
2009-11-05,9.5238
2009-11-06,-4.3478
2009-11-09,-4.5455
2009-11-10,0.0
2009-11-11,0.0
2009-11-12,19.0476
2009-11-13,-16.0
2009-11-16,0.0
2009-11-17,0.0
2009-11-18,-33.3333
2009-11-19,0.0
2009-11-20,0.0
2009-11-23,42.8571
2009-11-24,-9.9063
2009-11-25,-0.1041
2009-11-27,0.0
2009-11-30,-11.1111
2009-12-01,-12.5
2009-12-02,0.0
2009-12-03,-10.7143
2009-12-04,-4.0
2009-12-07,25.0
2009-12-08,-26.6667
2009-12-09,-36.3636
2009-12-10,14.2857
2009-12-11,18.75
2009-12-14,-36.8421
2009-12-15,33.3333
2009-12-16,-25.0
2009-12-17,3.3333
2009-12-18,-3.2258
2009-12-21,8.3333
2009-12-22,-15.3846
2009-12-23,9.0909
2009-12-24,-8.3333
2009-12-28,0.0
2009-12-30,-10.9091
2009-12-31,0.0
2010-01-04,-8.1633
