ticker,IBIO US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2008-08-20,6.3158
2008-08-21,3.9604
2008-08-22,90.4762
2008-08-25,-25.0
2008-08-26,-16.6667
2008-08-27,56.0
2008-08-28,-15.3846
2008-08-29,-3.0303
2008-09-02,6.25
2008-09-03,0.0
2008-09-04,17.647100000000002
2008-09-05,-12.0
2008-09-08,2.2727
2008-09-09,-1.1111
2008-09-10,-4.4944
2008-09-11,0.0
2008-09-12,11.7647
2008-09-15,-10.526299999999999
2008-09-16,-2.9412000000000003
2008-09-17,-6.0606
2008-09-18,-3.2258
2008-09-19,0.0
2008-09-22,-17.3333
2008-09-23,-3.2258
2008-09-24,-0.8333
2008-09-25,-0.8403
2008-09-26,-6.7797
2008-09-29,0.0
2008-09-30,-9.0909
2008-10-01,0.0
2008-10-02,-0.5
2008-10-03,0.5025
2008-10-06,-5.0
2008-10-07,-42.1053
2008-10-08,63.6364
2008-10-09,-5.5556
2008-10-10,-29.4118
2008-10-13,-3.3333
2008-10-14,-5.1724
2008-10-15,-7.2727
2008-10-16,-7.8431
2008-10-17,8.5106
2008-10-21,7.8431
2008-10-22,7.2727
2008-10-23,8.4746
2008-10-24,17.1875
2008-10-27,0.0
2008-10-28,5.3333
2008-10-29,-20.2532
2008-10-30,19.0476
2008-10-31,12.0
2008-11-03,-4.7619
2008-11-04,-25.0
2008-11-05,31.6667
2008-11-06,1.2658
2008-11-07,-6.25
2008-11-10,0.0
2008-11-12,-25.3333
2008-11-13,-1.7856999999999998
2008-11-18,27.2727
2008-11-19,-4.2857
2008-11-20,-10.4478
2008-11-21,-45.0
2008-11-25,-9.0909
2008-11-26,0.0
2008-11-28,33.3333
2008-12-01,12.5
2008-12-02,-22.2222
2008-12-04,0.0
2008-12-05,0.0
2008-12-08,-20.0
2008-12-10,-17.8571
2008-12-11,21.7391
2008-12-12,0.0
2008-12-15,-32.1429
2008-12-16,-31.5789
2008-12-17,-15.3846
2008-12-18,18.1818
2008-12-19,0.0
2008-12-22,15.3846
2008-12-23,-26.0
2008-12-24,35.1351
2008-12-26,-20.0
2008-12-29,0.0
2008-12-30,8.3333
2008-12-31,-19.2308
2009-01-02,9.5238
2009-01-05,21.7391
2009-01-07,-7.1429
2009-01-08,-11.538499999999999
2009-01-09,0.0
2009-01-12,4.3478
2009-01-13,25.0
2009-01-14,0.0
2009-01-15,20.0
2009-01-16,0.0
2009-01-20,0.0
2009-01-21,61.1111
2009-01-23,-31.0345
2009-01-26,-25.0
