ticker,NUVI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2009-08-17,2.5
2010-05-28,2.439
2010-09-03,0.0
2010-09-30,0.0
2010-10-07,0.0
2011-01-26,-93.3333
2011-03-31,50.0
2011-04-01,66.6667
2011-04-11,300.0
2011-06-14,-45.0
2011-06-23,127.2727
2011-06-24,100.0
2011-11-07,-10.0
2011-11-22,0.0
2011-11-23,-13.3333
2011-11-29,2.5641
2011-11-30,50.0
2011-12-09,0.0
2011-12-16,-16.6667
2011-12-19,10.0
2011-12-20,7.2727
2011-12-21,5.0847
2011-12-22,3.2258
2011-12-23,0.0
2011-12-27,-6.25
2011-12-30,6.6667
2012-01-03,0.0
2012-01-04,-4.6875
2012-01-05,4.918
2012-01-06,9.375
2012-01-09,8.5714
2012-01-10,5.2632
2012-01-11,-12.5156
2012-01-12,-3.5542
2012-01-13,-1.4815
2012-01-17,6.7669
2012-01-18,-1.4085
2012-01-19,2.4107
2012-01-20,2.5282999999999998
2012-01-23,6.1224
2012-01-24,-15.3846
2012-01-25,9.0909
2012-01-26,-4.401
2012-01-27,0.2452
2012-01-30,-5.7971
2012-01-31,-3.8462
2012-02-01,-4.0
2012-02-02,3.3333
2012-02-03,-3.2258
2012-02-06,0.0
2012-02-07,5.0
2012-02-08,0.0
2012-02-09,-1.5873
2012-02-10,0.0
2012-02-13,3.2258
2012-02-14,1.5625
2012-02-15,-1.5385
2012-02-16,1.5625
2012-02-17,-3.0769
2012-02-21,-3.1746
2012-02-22,-4.918
2012-02-23,9.4828
2012-02-24,-5.5118
2012-02-27,-6.6667
2012-02-28,7.1429
2012-02-29,5.0
2012-03-01,-12.6984
2012-03-02,1.8182
2012-03-05,7.1429
2012-03-06,5.8333
2012-03-07,-5.5118
2012-03-08,5.0
2012-03-09,-3.1746
2012-03-12,3.2787
2012-03-13,-1.5873
2012-03-14,-8.0645
2012-03-15,-3.5088
2012-03-16,0.9091
2012-03-19,0.0
2012-03-20,2.7027
2012-03-21,-3.5088
2012-03-22,0.0
2012-03-23,0.0
2012-03-26,15.4545
2012-03-27,2.3622
2012-03-28,0.0
2012-03-29,6.1538
2012-03-30,4.3478
2012-04-02,1.3889
2012-04-03,-6.8493
2012-04-04,-7.3529
2012-04-09,0.0
2012-04-10,0.0
2012-04-11,15.0794
2012-04-12,-2.069
2012-04-13,-3.5211
2012-04-18,0.7299
2012-04-19,-5.7971
2012-04-23,12.3077
2012-04-25,0.0
2012-04-26,-17.8082
2012-04-27,0.0
