ticker,ZS US Equity
2018-08-03,0.8102
2018-08-06,-1.9823
2018-08-07,1.8037999999999998
2018-08-08,-0.5638
2018-08-09,3.3747
2018-08-10,-0.2612
2018-08-13,-0.3404
2018-08-14,-1.4188
2018-08-15,-3.1183
2018-08-16,7.5653
2018-08-17,3.0435
2018-08-20,-1.1665
2018-08-21,-0.9794
2018-08-22,5.8078
2018-08-23,1.9895
2018-08-24,4.4183
2018-08-27,6.3696
2018-08-28,-0.5501
2018-08-29,0.3404
2018-08-30,-6.9126
2018-08-31,-2.5285
2018-09-04,3.4354
2018-09-05,-0.4293
2018-09-06,-4.9921
2018-09-07,9.9833
2018-09-10,-0.6298
2018-09-11,-6.1407
2018-09-12,-0.6286
2018-09-13,-0.5623
2018-09-14,0.4713
2018-09-17,-5.5816
2018-09-18,-1.2668
2018-09-19,-4.8302
2018-09-20,2.617
2018-09-21,3.3745
2018-09-24,3.2395
2018-09-25,2.9206
2018-09-26,-1.5713
2018-09-27,-0.8578
2018-09-28,-1.9947
2018-10-01,-2.0844
2018-10-02,-7.2627
2018-10-03,3.1866
2018-10-04,-1.0468
2018-10-05,-2.0365
2018-10-08,-1.8629
2018-10-09,-1.7056
2018-10-10,-6.1293
2018-10-11,3.0113
2018-10-12,5.0651
2018-10-15,1.5427
2018-10-16,5.6972000000000005
2018-10-17,-2.6951
2018-10-18,-2.9807
2018-10-19,-2.9908
2018-10-22,1.7377
2018-10-23,-2.1212
2018-10-24,-4.2499
2018-10-25,5.0852
2018-10-26,-5.5944
2018-10-29,1.2444
2018-10-30,3.863
2018-10-31,2.2542
2018-11-01,7.3574
2018-11-02,1.1807
2018-11-05,0.8879
2018-11-06,3.0173
2018-11-07,0.0732
2018-11-08,1.8049
2018-11-09,-2.4677
2018-11-12,-3.3653
2018-11-13,2.4911
2018-11-14,-0.5704
2018-11-15,2.2449
2018-11-16,-8.1483
2018-11-19,-12.085
2018-11-20,-2.568
2018-11-21,3.814
2018-11-23,1.1051
2018-11-26,2.452
2018-11-27,-0.2018
2018-11-28,6.6166
2018-11-29,1.7886
2018-11-30,4.5261
2018-12-03,-0.3566
2018-12-04,-4.8824
2018-12-06,15.5066
2018-12-07,-6.0261
2018-12-10,0.5199
2018-12-11,-2.069
2018-12-12,3.672
2018-12-13,1.5526
2018-12-14,1.4572
2018-12-17,-9.8893
2018-12-18,3.4753
2018-12-19,-0.6818
2018-12-20,-5.3394
2018-12-21,-6.0972
2018-12-24,1.6876
2018-12-26,10.0703
2018-12-27,2.6578
2018-12-28,-0.9211
2018-12-31,-1.4824
2019-01-02,1.5302
2019-01-03,-1.2308
2019-01-04,6.2309
2019-01-07,4.2854
2019-01-08,0.9642
2019-01-09,2.0464
2019-01-10,1.1809
2019-01-11,-0.4625
2019-01-14,-0.4204
2019-01-15,0.6887
2019-01-16,-2.5816
2019-01-17,1.5629
2019-01-18,1.1374
2019-01-22,-1.6759
2019-01-23,1.0316
2019-01-24,0.0222
2019-01-25,1.842
2019-01-28,-0.6537
2019-01-29,-0.9213
2019-01-30,0.7749
2019-01-31,6.261
2019-02-01,-0.1034
2019-02-04,1.5522
2019-02-05,-1.5284
2019-02-06,-1.1796
2019-02-07,0.5864
2019-02-08,0.8953
2019-02-11,0.2683
2019-02-12,3.1076
2019-02-13,-2.1955999999999998
2019-02-14,2.2041
2019-02-15,0.0599
2019-02-19,-0.2395
2019-02-20,-0.3201
2019-02-21,-0.3211
2019-02-22,0.2215
2019-02-25,0.3013
2019-02-26,0.1402
2019-02-27,1.44
2019-02-28,-2.0505
2019-03-01,21.9203
2019-03-04,-4.1935
2019-03-05,-0.8616
2019-03-06,1.2863
2019-03-07,1.5617
2019-03-08,2.2981
2019-03-11,4.625
2019-03-12,0.4894
2019-03-13,1.8068
2019-03-14,3.3025
2019-03-15,0.3735
2019-03-18,0.1339
2019-03-19,0.9364
2019-03-20,-0.6185
2019-03-21,3.6005000000000003
2019-03-22,-5.5921
2019-03-25,2.7269
2019-03-26,4.7486
2019-03-27,-1.8021
2019-03-28,1.8638
2019-03-29,-0.1689
2019-04-01,-0.2679
2019-04-02,0.2403
2019-04-03,-2.2141
2019-04-04,-8.7395
2019-04-05,-0.2212
2019-04-08,0.5226
2019-04-09,2.3161
2019-04-10,5.3896
2019-04-11,-1.0082
2019-04-12,-1.6383999999999999
2019-04-15,0.6002
2019-04-16,-1.1635
2019-04-17,-5.7803
2019-04-18,0.4805
2019-04-22,2.439
2019-04-23,1.8052000000000001
2019-04-24,-0.6573
2019-04-25,3.0312
2019-04-26,-0.0299
2019-04-29,1.8822999999999999
2019-04-30,0.1613
2019-05-01,-3.1328
2019-05-02,-0.7556
2019-05-03,2.6344
2019-05-06,3.1157
2019-05-07,-4.518
2019-05-08,1.8837000000000002
2019-05-09,1.4939
2019-05-10,7.1845
2019-05-13,-7.4235
2019-05-14,5.8158
2019-05-15,4.1221
2019-05-16,4.852
2019-05-17,0.1653
2019-05-20,-2.7288
2019-05-21,-0.7176
2019-05-22,-0.2628
2019-05-23,-3.2152
2019-05-24,0.4221
2019-05-28,0.6508
2019-05-29,-4.1622
2019-05-30,2.5861
2019-05-31,-5.9734
2019-06-03,-2.5208
2019-06-04,7.5635
2019-06-05,0.6809
2019-06-06,-0.1656
2019-06-07,4.3965
2019-06-10,1.8673
2019-06-11,-1.4171
2019-06-12,1.7671000000000001
2019-06-13,3.3044000000000002
2019-06-14,-2.5715
2019-06-17,-1.1974
2019-06-18,1.6419000000000001
2019-06-19,2.4103
2019-06-20,-0.8763
2019-06-21,-2.4501
2019-06-24,-2.3045
2019-06-25,-2.1733000000000002
2019-06-26,0.6502
2019-06-27,4.3069
2019-06-28,-1.1097
2019-07-01,-0.0391
2019-07-02,3.0675
2019-07-03,2.1277
2019-07-05,3.001
2019-07-08,0.8789
2019-07-09,0.6206
2019-07-10,-1.2098
2019-07-11,-1.2126000000000001
2019-07-12,-0.4983
2019-07-15,2.3452
2019-07-16,-1.4322
2019-07-17,-0.7144
2019-07-18,0.4634
2019-07-19,0.3642
2019-07-22,1.5965
2019-07-23,0.0
2019-07-24,3.2024
2019-07-25,-0.3115
2019-07-26,2.0713
2019-07-29,-2.9929
2019-07-30,-1.0401
2019-07-31,-0.4842
2019-08-01,1.1748
2019-08-02,-2.0877
2019-08-05,-6.3608
2019-08-06,2.2643
2019-08-07,1.6012
2019-08-08,4.3093
2019-08-09,0.543
2019-08-12,-2.3127
2019-08-13,2.1993
2019-08-14,-4.1627
2019-08-15,-2.8466
2019-08-16,2.1849
2019-08-19,-11.2594
2019-08-20,-1.3928
2019-08-21,3.0932
2019-08-22,-0.6165
2019-08-23,-1.737
2019-08-26,0.7015
2019-08-27,-0.4458
2019-08-28,-3.2186
2019-08-29,1.952
2019-08-30,-2.5103
2019-09-03,-4.4661
2019-09-04,3.411
2019-09-05,-1.3695
2019-09-06,-4.3744
2019-09-09,-3.1694
2019-09-10,-0.6772
2019-09-11,-19.3669
2019-09-12,-0.1611
2019-09-13,-4.2549
2019-09-16,0.2949
2019-09-17,6.3419
2019-09-18,2.5869
2019-09-19,-3.0799
2019-09-20,2.1847
2019-09-23,-2.1963
2019-09-24,-2.1661
2019-09-25,-0.6906
2019-09-26,-0.2454
2019-09-27,-3.6498
2019-09-30,0.5746
2019-10-01,-0.5078
2019-10-02,-0.1701
2019-10-03,4.3247
2019-10-04,0.4901
2019-10-07,1.3615
2019-10-08,-5.9743
2019-10-09,2.8145
2019-10-10,-1.9079000000000002
2019-10-11,1.7336
2019-10-14,-1.2884
2019-10-15,-2.3474
2019-10-16,-1.5846
2019-10-17,-1.0953
2019-10-18,-5.1163
2019-10-21,-1.564
2019-10-22,-3.3673
2019-10-23,0.8344
2019-10-24,5.4514
2019-10-25,-1.0847
2019-10-28,-1.0499
2019-10-29,1.6741000000000001
2019-10-30,4.731
2019-10-31,-2.6129
2019-11-01,2.3192
2019-11-04,-1.4222000000000001
2019-11-05,0.1578
2019-11-06,-1.1703999999999999
2019-11-07,-3.0972
2019-11-08,3.1727
2019-11-11,0.3872
2019-11-12,1.5884
2019-11-13,0.1117
2019-11-14,1.1156
2019-11-15,1.1253
2019-11-18,-2.8802
2019-11-19,3.8418
2019-11-20,0.8222
2019-11-21,-2.5322
2019-11-22,1.9815
2019-11-25,8.7867
2019-11-26,2.5202999999999998
2019-11-27,0.7743
2019-11-29,0.1345
2019-12-02,-2.0334
2019-12-03,3.3875
2019-12-04,-5.5870999999999995
2019-12-05,-3.4905
2019-12-06,-2.9308
2019-12-09,1.2848
2019-12-10,-2.4736000000000002
2019-12-11,-2.016
2019-12-12,-0.0221
2019-12-13,1.7482
2019-12-16,2.1314
2019-12-17,-0.937
2019-12-18,1.5476999999999999
2019-12-19,1.4183
2019-12-20,2.5464
2019-12-23,-1.954
2019-12-24,-0.8927
2019-12-26,0.8798
2019-12-27,-1.142
2019-12-30,-2.3314
2019-12-31,0.0
2020-01-02,1.7849
2020-01-03,0.1056
2020-01-06,2.786
2020-01-07,-0.616
2020-01-08,4.8554
2020-01-09,6.4039
2020-01-10,1.8519
2020-01-13,8.4
2020-01-14,-0.1342
2020-01-15,0.7558
2020-01-16,3.0505
2020-01-17,-3.8661
2020-01-21,1.8173
2020-01-22,-0.975
2020-01-23,-1.018
2020-01-24,-2.5459
2020-01-27,-3.045
2020-01-28,0.8208
2020-01-29,1.115
2020-01-30,0.9802
2020-01-31,-2.7734
2020-02-03,1.3014999999999999
2020-02-04,3.6254999999999997
2020-02-05,-0.6284
2020-02-06,-0.188
2020-02-07,0.976
2020-02-10,3.1711
2020-02-11,0.1315
2020-02-12,-0.7223
2020-02-13,2.3479
2020-02-14,0.3393
2020-02-18,2.8176
2020-02-19,2.0514
2020-02-20,0.0153
2020-02-21,-16.3701
2020-02-24,-4.8615
2020-02-25,-2.7960000000000003
2020-02-26,1.825
2020-02-27,-3.0976
2020-02-28,4.5235
2020-03-02,1.5194999999999999
2020-03-03,-2.7473
2020-03-04,4.0132
2020-03-05,-0.0562
2020-03-06,-7.44
2020-03-09,-11.0346
2020-03-10,6.9868
2020-03-11,-8.7854
2020-03-12,-7.8825
2020-03-13,6.0506
2020-03-16,-0.1671
2020-03-17,12.0516
2020-03-18,7.0636
2020-03-19,3.2589
2020-03-20,3.5421
2020-03-23,8.1842
2020-03-24,7.0825
2020-03-25,-4.8439
2020-03-26,2.4015
2020-03-27,-3.1709
2020-03-30,0.3582
2020-03-31,3.433
2020-04-01,1.8567
2020-04-02,-1.3067
2020-04-03,3.6286
2020-04-06,-0.142
2020-04-07,-1.5006
2020-04-08,4.1212
2020-04-09,-3.6039
2020-04-13,-0.671
2020-04-14,6.9326
2020-04-15,5.2347
2020-04-16,0.586
2020-04-17,-3.3679
2020-04-20,3.6912000000000003
2020-04-21,-7.5592
2020-04-22,2.6542
2020-04-23,-1.0013
2020-04-24,1.9022000000000001
2020-04-27,4.4
2020-04-28,-5.3214
2020-04-29,-0.1349
2020-04-30,0.6754
2020-05-01,-0.3429
2020-05-04,3.3358
2020-05-05,3.1123
2020-05-06,1.8391
2020-05-07,3.2258
2020-05-08,-1.1485
2020-05-11,3.9718999999999998
2020-05-12,-0.6627
2020-05-13,-1.6874
2020-05-14,0.612
2020-05-15,1.0182
2020-05-18,-3.3774
2020-05-19,1.9374
2020-05-20,2.4189
2020-05-21,-1.8557000000000001
2020-05-22,1.7321
2020-05-26,-0.5459
2020-05-27,-2.6006
2020-05-28,1.704
2020-05-29,29.4063
2020-06-01,12.1215
2020-06-02,-3.4643
2020-06-03,1.1679
2020-06-04,-4.0592
2020-06-05,-3.6292999999999997
2020-06-08,3.4538
2020-06-09,0.8273
2020-06-10,2.0562
2020-06-11,-2.8754999999999997
2020-06-12,-0.2045
2020-06-15,2.0006
2020-06-16,-1.6360999999999999
2020-06-17,3.2779
2020-06-18,6.4701
2020-06-19,-3.9628
2020-06-22,1.0132
2020-06-23,0.5836
2020-06-24,-1.8584
2020-06-25,3.0944
2020-06-26,-5.0264
2020-06-29,-0.5755
2020-06-30,3.8998
2020-07-01,1.8356
2020-07-02,-1.1658
2020-07-06,4.1466
2020-07-07,-0.819
2020-07-08,6.1578
2020-07-09,5.4282
2020-07-10,-1.5069
2020-07-13,-4.4466
2020-07-14,2.1016
2020-07-15,-2.1155
2020-07-16,-2.2447
2020-07-17,2.6974
2020-07-20,6.0593
2020-07-21,-1.6693
2020-07-22,-0.2869
2020-07-23,-1.3188
2020-07-24,-1.4094
2020-07-27,2.5879
2020-07-28,-0.3924
2020-07-29,2.0823
2020-07-30,1.8272
2020-07-31,0.4331
