ticker,CHTM US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-02-07,0.0
2000-02-08,0.0
2000-03-23,0.0
2000-04-10,0.0
2000-04-26,0.0
2000-04-28,0.0
2000-05-01,0.0
2000-06-22,0.0
2000-07-27,0.0
2000-08-03,-4.4867
2000-09-27,-3.6624
2000-11-30,0.0
2008-10-08,-49.1736
2008-10-15,4.878
2008-11-10,-21.7054
2008-11-11,0.0
2008-11-12,4.6733
2008-12-03,-4.4646
2009-02-18,-55.4455
2009-02-24,0.0
2009-03-19,166.6667
2009-03-25,66.6667
2009-07-15,-77.3
2009-08-18,65.1982
2009-12-01,0.0
2009-12-03,0.0
2009-12-30,1.3333
2010-02-16,6.5789
2010-03-17,-1.2346
2010-04-26,-6.25
2012-05-01,40.0027
2012-06-20,0.0457
2012-06-21,-0.0476
2012-07-06,90.6667
2012-09-11,-40.0599
2012-09-12,4.1667
2012-10-26,60.16
2012-10-31,3.8961
2013-05-21,-27.9087
2013-06-24,-15.972
2013-11-05,138.0952
2013-12-11,-49.6667
2014-01-23,5.0135
2014-01-29,0.0
2014-02-25,3.6162
2014-04-25,38.125
2014-04-30,0.0
2014-08-04,53.8462
2014-08-07,17.647100000000002
2014-09-26,-9.95
2014-09-29,11.0494
2014-11-11,11.1
2014-11-12,3.5103999999999997
2014-11-13,-4.3478
2014-12-05,4.5432
2014-12-31,1.3094999999999999
2015-06-19,-4.3478
2015-10-07,36.3636
2016-03-31,1.3461
2017-01-18,12.2228
2017-03-10,-6.0606
2017-03-30,0.0
2017-05-03,0.0
2017-05-05,12.9032
2017-10-23,17.1429
2017-11-15,-15.9756
2017-12-05,14.4618
2018-02-01,10.9677
2018-02-16,-2.3487999999999998
2018-05-23,-1.1669
2018-05-25,-3.5181
2018-05-29,-0.0749
2018-09-17,-0.025
2019-03-04,8.339
2019-04-02,-3.7245
2019-05-22,2.1898
2019-06-26,-4.7619
2019-08-16,0.0
2019-09-27,-32.5
2020-02-24,-5.326
2020-04-21,4.0
2020-06-26,-0.0096
2020-07-28,0.0
2020-07-30,3.8561
