ticker,ANDAU US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2019-01-29,0.0
2019-01-30,0.3
2019-01-31,0.1994
2019-02-01,0.199
2019-02-04,-0.0427
2019-02-05,-0.1381
2019-02-06,0.0438
2019-02-07,-0.0617
2019-02-11,0.0995
2019-02-12,-0.0994
2019-02-13,0.0
2019-02-15,0.0995
2019-02-20,0.2982
2019-02-21,0.0
2019-02-25,-0.1982
2019-02-26,0.0
2019-02-28,-0.1986
2019-03-01,0.0
2019-03-05,0.2985
2019-03-06,0.496
2019-03-07,0.0987
2019-03-08,-0.2959
2019-03-14,0.0
2019-03-15,-0.0989
2019-03-18,0.297
2019-03-20,0.1974
2019-03-21,-0.0985
2019-03-22,-0.0976
2019-03-25,0.1076
2019-03-26,0.1874
2019-03-28,-0.2687
2019-03-29,-0.3227
2019-04-01,0.7921
2019-04-02,0.0
2019-04-03,0.1965
2019-04-05,-0.098
2019-04-08,0.1963
2019-04-09,0.0245
2019-04-10,-0.1214
2019-04-11,0.0971
2019-04-15,-0.0979
2019-04-17,0.1961
2019-04-18,0.0978
2019-04-22,0.0978
2019-04-23,0.293
2019-04-24,-0.0341
2019-04-25,0.0341
2019-04-26,-1.4606
2019-04-29,0.8893
2019-04-30,0.6856
2019-05-07,-0.4864
2019-05-08,-0.0978
2019-05-09,0.0
2019-05-10,0.1957
2019-05-13,-0.1953
2019-05-14,-0.1957
2019-05-15,0.2941
2019-05-16,0.0978
2019-05-17,0.0977
2019-05-20,0.1951
2019-05-21,-0.1947
2019-05-29,0.1951
2019-05-31,7.4002
2019-06-03,-6.6183
2019-06-07,-0.0971
2019-06-10,0.0
2019-06-17,-0.0777
2019-06-19,-0.0195
2019-06-24,0.1946
2019-06-25,0.0
2019-06-26,-0.0971
2019-06-27,0.0972
2019-06-28,-0.1942
2019-07-02,0.0
2019-07-08,0.0
2019-07-15,0.0
2019-07-16,0.1946
2019-07-17,0.2913
2019-07-18,0.0968
2019-07-19,0.0967
2019-07-22,0.0
2019-07-23,-0.1932
2019-07-25,0.0
2019-07-26,0.0
2019-07-31,0.6776
2019-08-01,-0.4808
2019-08-06,-0.0966
2019-08-08,0.5803
2019-08-13,0.0
2019-08-14,0.0962
2019-08-19,-0.0961
2019-08-21,0.0962
2019-08-22,0.1921
2019-08-23,0.0
2019-08-26,-0.0959
2019-08-30,0.0
2019-09-03,-0.096
2019-09-04,-0.2882
2019-09-05,0.4817
2019-09-06,-0.2867
2019-09-10,0.1913
2019-09-11,0.0
2019-09-13,0.096
2019-09-24,0.0
2019-09-25,-0.1918
2019-09-30,0.8646
2019-10-03,-0.5333
2019-10-04,0.2489
2019-10-09,0.2865
2019-10-11,0.0
2019-10-22,-0.0952
2019-10-28,0.0953
2019-10-31,0.0
2019-11-01,0.0
2019-11-12,-0.4762
2019-11-21,0.2096
2019-11-25,-0.1136
2019-12-02,0.7648
2019-12-04,0.4744
2019-12-05,0.0
2019-12-09,1.8885999999999998
2019-12-10,-1.6682000000000001
2019-12-18,-0.4713
2019-12-30,0.0
2020-01-02,-0.947
2020-01-08,0.0
2020-01-29,1.5239
2020-02-03,-0.1827
2020-02-10,0.9434
2020-02-20,-1.1215
2020-02-27,0.2155
2020-03-06,1.4355
2020-03-12,-4.5095
2020-03-16,-0.2921
2020-03-18,-2.2461
2020-03-26,2.4975
2020-03-27,-0.3489
2020-03-30,-0.5027
2020-04-22,0.2674
2020-04-30,1.4706000000000001
2020-06-05,0.8696
2020-06-11,0.5747
2020-06-17,2.3810000000000002
2020-06-23,2.3256
2020-06-24,-1.3636
2020-06-30,1.3825
2020-07-01,3.0764
2020-07-06,-2.9219
2020-07-08,6.7493
2020-07-09,-5.1064
2020-07-10,7.1749
2020-07-14,-0.8368
2020-07-16,-5.0633
2020-07-21,-2.2222
2020-07-22,-1.8182
2020-07-23,-0.1852
2020-07-24,2.0408
2020-07-31,0.0
