ticker,ATCN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-07-06,33.3333
2000-12-13,2.0
2000-12-18,0.0
2000-12-27,-1.9607999999999999
2001-06-08,-50.0
2001-10-08,20.0
2002-07-24,-33.3333
2002-12-27,0.0
2003-01-17,0.0
2003-05-21,0.0
2003-06-12,50.0
2003-10-06,236.6667
2004-11-23,10.8911
2004-12-02,0.0
2004-12-10,78.5714
2005-02-01,-2.5
2005-02-02,23.0769
2005-02-10,4.1667
2005-03-30,-20.0
2005-05-24,12.5
2005-11-22,11.1111
2006-02-03,10.0
2006-08-30,5.4545
2006-09-06,175.8621
2007-07-16,-59.375
2007-08-15,0.0
2007-08-21,7.6923
2007-10-29,-4.2857
2008-03-06,0.0
2008-05-08,0.0
2008-05-21,0.0
2008-07-11,4.4776
2008-07-24,-1.4285999999999999
2008-08-11,-2.8986
2008-09-18,0.0
2008-10-02,0.0
2008-12-10,0.0
2008-12-30,-4.4776
2009-03-16,-65.0
2009-08-31,25.0
2009-09-01,0.0
2009-09-25,0.0
2009-10-21,0.0
2010-01-11,-2.8571
2010-04-28,1.4706000000000001
2010-06-28,16.6667
2010-07-02,-0.6211
2010-10-28,15.625
2010-12-14,8.1081
2010-12-16,12.5
2011-01-19,0.0
2011-02-04,-6.6667
2011-04-26,14.2857
2011-05-31,4.1667
2011-06-13,6.0
2011-06-14,1.8868
2011-06-20,0.0
2011-06-21,0.0
2011-06-30,20.3704
2011-07-25,-7.6923
2011-08-02,13.3333
2011-08-08,-11.7647
2011-09-07,5.0
2011-09-08,1.5873
2011-09-12,0.0
2011-09-13,0.0
2011-09-14,1.5625
2011-09-15,0.0
2011-09-16,0.0
2011-09-19,0.0
2011-09-20,-1.5385
2011-10-26,4.6875
2012-02-16,-7.4627
2012-06-12,14.5161
2012-06-22,0.0
2012-06-25,12.6761
2012-07-06,0.25
2012-07-13,-0.2494
2012-07-16,0.0
2012-07-23,6.25
2012-08-10,-10.5882
2012-08-14,5.0
2012-08-17,-4.7619
2012-08-21,0.0
2012-08-22,0.0
2012-08-27,0.0
2012-09-04,-6.5789
2012-09-06,0.0
2012-09-07,0.0
2012-09-10,1.4085
2012-09-11,1.3889
2012-09-12,0.0
2012-09-14,0.0
2012-09-17,0.274
2012-09-19,-0.2732
2012-09-20,0.0
2012-09-21,0.0
2012-09-24,0.0
2012-09-25,0.0
2012-09-26,-1.3699
2012-10-01,-8.3333
2012-10-02,3.0303
2012-10-03,-5.5882
2012-10-04,-6.5421
2012-10-09,-6.6667
2012-10-15,0.3571
2012-10-17,0.0
2012-10-19,5.3381
2012-10-31,-5.0676
2012-11-19,0.0
2012-12-26,0.0
2013-04-29,0.3559
2013-05-03,9.9291
2013-05-14,12.9032
2013-12-05,-10.857099999999999
2013-12-11,4.1667
2013-12-13,0.0
2013-12-17,7.6923
2013-12-30,-2.8571
2014-01-21,-1.4706000000000001
2014-01-23,-13.4328
2014-01-28,0.0
2014-01-30,0.0
2014-03-03,0.0
2014-03-17,3.4483
2014-06-04,-5.0
2014-06-12,0.3509
2014-08-04,0.0
2014-11-03,-0.3497
2014-11-14,0.0
2014-12-03,-1.7544
2014-12-22,-7.1429
2014-12-24,0.0
2014-12-29,-7.3077
2015-04-27,0.0
2015-04-30,0.0
2015-05-05,-8.7137
2015-05-08,9.5455
2015-06-03,2.4896
2015-06-04,-2.834
2015-06-16,0.0
2015-06-26,0.0
2015-07-17,2.0833
2015-07-20,28.1633
2015-07-21,-23.2484
2015-07-24,24.4813
2015-07-27,-5.3333
2015-08-25,-14.4366
2016-01-14,0.0
2016-01-27,0.0
2016-02-22,6.9959
2016-03-15,0.0
2016-04-05,0.3846
2016-06-02,0.0
2016-07-21,0.0
2016-09-21,14.9425
2016-09-26,3.3333
2016-09-27,0.0
2016-09-28,9.6774
2016-11-16,30.5882
2016-12-22,-17.7928
2016-12-30,36.9863
2017-01-06,10.0
2017-01-20,0.0
2017-01-23,0.0
2017-01-26,0.0
2017-02-08,13.2727
2017-02-09,0.0
2017-02-14,12.3596
2017-02-15,0.0
2017-03-03,0.0
2017-03-08,0.0
2017-05-03,-28.5714
2017-11-08,43.8
2018-05-17,-8.2058
2018-05-30,21.2121
2018-06-01,-16.375
2018-11-19,34.5291
2018-12-13,0.0
2019-01-30,-0.2222
2019-02-06,-0.4454
2019-02-11,0.4474
2019-02-12,33.6303
2019-05-22,-22.9167
2019-09-09,8.6486
2019-09-13,-0.398
2019-09-18,-1.998
2019-09-23,7.0336
2019-09-27,-6.5714
2020-01-31,32.5178
2020-02-27,-7.6923
2020-02-28,0.0
2020-06-05,8.3333
