ticker,SPDC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,8.6957
2000-01-04,-5.0
2000-01-05,1.0526
2000-01-06,-1.0417
2000-01-07,0.0
2000-01-10,4.7368
2000-01-11,-3.5176
2000-01-12,-2.0833
2000-01-13,2.1277
2000-01-14,9.375
2000-01-18,3.3333
2000-01-19,-8.7558
2000-01-20,-6.0606
2000-01-21,-1.0753
2000-01-24,-3.8043
2000-01-25,3.9548
2000-01-26,1.6303999999999998
2000-01-27,-5.8824
2000-01-28,7.9545
2000-01-31,-6.3158
2000-02-01,-2.2472
2000-02-02,0.5747
2000-02-03,0.0
2000-02-04,-1.7143000000000002
2000-02-07,-1.1628
2000-02-08,8.2353
2000-02-09,-4.3478
2000-02-10,-3.4091
2000-02-11,-1.1764999999999999
2000-02-14,-1.1905000000000001
2000-02-15,-4.8193
2000-02-16,-3.1646
2000-02-17,3.9215999999999998
2000-02-18,-4.4025
2000-02-22,-6.5789
2000-02-23,-3.5211
2000-02-24,2.1898
2000-02-25,4.2857
2000-02-28,6.8493
2000-02-29,7.0513
2000-03-01,0.5988
2000-03-02,-4.7619
2000-03-03,-2.5
2000-03-06,-1.2821
2000-03-07,-3.8961
2000-03-08,-5.4054
2000-03-09,2.1429
2000-03-10,0.6993
2000-03-13,1.3889
2000-03-14,-4.1096
2000-03-15,-2.1429
2000-03-16,5.8394
2000-03-17,-0.6897
2000-03-20,-1.3889
2000-03-21,-4.2254
2000-03-22,0.0
2000-03-23,-1.4706000000000001
2000-03-24,1.4925
2000-03-27,-2.2059
2000-03-28,-0.7519
2000-03-29,-3.0303
2000-03-30,-7.8125
2000-03-31,6.7797
2000-04-03,-6.3492
2000-04-04,-10.1695
2000-04-05,0.0
2000-04-06,5.6604
2000-04-07,7.1429
2000-04-10,-8.3333
2000-04-11,-8.1818
2000-04-12,-4.9505
2000-04-13,0.0
2000-04-14,-18.75
2000-04-17,-14.1026
2000-04-18,25.3731
2000-04-19,21.4286
2000-04-20,-7.8431
2000-04-24,-10.6383
2000-04-25,4.7619
2000-04-26,0.0
2000-04-27,-7.9545
2000-04-28,6.1728
2000-05-01,-2.3256
2000-05-02,-9.5238
2000-05-03,0.6579
2000-05-04,1.9607999999999999
2000-05-05,12.8205
2000-05-08,13.6364
2000-05-09,-8.0
2000-05-10,-10.8696
2000-05-11,0.0
2000-05-12,-4.878
2000-05-15,6.4103
2000-05-16,-3.6145
2000-05-17,-2.5
2000-05-18,-1.2821
2000-05-19,-1.2987
