ticker,MRZM US Equity
2011-05-24,-2.439
2011-05-25,-1.8182
2011-05-26,11.1111
2011-05-27,-2.0833
2011-05-31,-7.8723
2011-06-01,0.2309
2011-06-02,0.0
2011-06-03,0.2304
2011-06-06,-2.2989
2011-06-07,0.0
2011-06-08,0.0
2011-06-09,-1.1764999999999999
2011-06-13,-1.1905000000000001
2011-06-15,-3.3735
2011-06-16,-0.2494
2011-06-21,-5.0
2011-06-22,-1.3158
2011-06-23,6.4
2011-06-24,-4.7619
2011-06-28,-2.6316
2011-06-29,7.8378
2011-06-30,0.2506
2011-07-05,-11.25
2011-07-06,4.2254
2011-07-07,0.0
2011-07-11,0.0
2011-07-18,-5.4054
2011-07-19,-3.7143
2011-07-20,8.3086
2011-07-22,0.0
2011-07-25,-12.3288
2011-07-26,3.125
2011-07-27,1.5152
2011-07-28,-2.9851
2011-07-29,-4.6154
2011-08-01,12.9032
2011-08-08,-11.4286
2011-08-09,-3.2258
2011-08-10,16.6667
2011-08-11,-17.1429
2011-08-15,3.4483
2011-08-16,-8.3333
2011-08-17,9.0909
2011-08-19,-8.6667
2011-08-24,-0.365
2011-08-25,-1.0989
2011-08-26,-7.4074
2011-08-30,-23.6
2011-08-31,15.1832
2011-09-01,12.7273
2011-09-02,0.4032
2011-09-06,-19.6787
2011-09-07,22.5
2011-09-08,22.449
2011-09-09,0.0
2011-09-12,-16.6667
2011-09-14,-20.0
2011-09-15,22.0
2011-09-16,-13.9344
2011-09-20,9.5238
2011-09-23,1.3043
2011-09-26,0.0
2011-09-27,-3.4335
2011-09-29,-13.3333
2011-09-30,5.1282
2011-10-03,-6.3415
2011-10-04,4.1667
2011-10-05,0.0
2011-10-07,-5.0
2011-10-10,-5.2632
2011-10-11,-5.5556
2011-10-12,-2.9412000000000003
2011-10-13,-9.0909
2011-10-14,1.3333
2011-10-19,11.8421
2011-10-20,8.2353
2011-10-21,6.5217
2011-10-25,-5.6122
2011-10-26,11.8919
2011-10-27,18.3575
2011-10-28,-2.0408
2011-10-31,6.25
2011-11-01,-17.647100000000002
2011-11-02,4.7619
2011-11-03,-11.3636
2011-11-04,2.5641
2011-11-07,-7.5
2011-11-08,8.1081
2011-11-11,-0.5
2011-11-15,0.0
2011-11-16,10.0503
2011-11-18,0.0
2011-11-21,0.0
2011-11-22,0.0
2011-11-23,0.0
2011-11-29,-6.3927
2011-11-30,0.0
2011-12-02,-3.4146
2011-12-05,1.5152
2011-12-06,1.99
2011-12-07,0.0
2011-12-08,0.0
2011-12-12,-2.9268
2011-12-13,3.0151
2011-12-16,0.0
2011-12-19,-3.9024
2011-12-20,1.5228000000000002
2011-12-21,0.0
2011-12-22,0.0
2011-12-23,2.5
2011-12-28,0.0
2011-12-29,-2.439
2011-12-30,2.5
2012-01-03,-0.9756
2012-01-04,7.8818
2012-01-05,-5.9361
2012-01-06,2.9126
2012-01-09,-4.717
2012-01-10,-0.9901
2012-01-12,6.5
2012-01-13,19.7183
2012-01-17,-3.9215999999999998
2012-01-18,-8.1633
2012-01-19,0.0
2012-01-20,6.6667
2012-01-23,0.0
2012-01-24,-6.25
2012-01-25,0.0
2012-01-27,0.0
2012-01-30,-6.6667
2012-01-31,1.9048
2012-02-01,-4.2056000000000004
2012-02-02,-7.3171
2012-02-03,0.0
2012-02-06,-2.6316
2012-02-13,-5.4054
2012-02-14,-20.0
2012-02-15,10.7143
2012-02-17,16.129
2012-02-21,-13.3333
2012-02-23,14.7436
2012-02-24,0.0
2012-02-27,0.0
2012-02-28,-12.8492
2012-02-29,5.7692
2012-03-01,-6.0606
2012-03-02,-2.5806
2012-03-05,-13.9073
2012-03-06,15.3846
2012-03-07,-24.6667
2012-03-08,48.6726
2012-03-09,6.5476
2012-03-12,-5.0279
2012-03-13,-1.7647
2012-03-14,-1.1976
2012-03-15,6.0606
2012-03-16,-2.8571
2012-03-19,-1.1764999999999999
2012-03-22,-5.3571
2012-03-26,-15.0943
2012-03-27,11.1111
2012-03-28,-3.3333
2012-03-29,0.0
2012-03-30,0.0
2012-04-02,-17.2414
2012-04-03,-10.8333
2012-04-04,7.4766
2012-04-05,-4.3478
2012-04-09,0.0
2012-04-10,-4.5455
2012-04-11,-23.8095
2012-04-12,25.0
2012-04-13,0.0
2012-04-17,10.0
2012-04-18,-5.4545
2012-04-20,0.0
2012-04-24,-0.9615
2012-04-25,-10.6796
2012-04-26,11.9565
2012-04-27,0.9709
2012-04-30,-0.9615
2012-05-01,-10.6796
2012-05-02,-2.1739
2012-05-03,2.2222
2012-05-04,-2.1739
2012-05-07,-11.1111
2012-05-08,-12.5
2012-05-09,0.0
2012-05-10,-8.5714
2012-05-11,1.5625
2012-05-14,1.5385
2012-05-15,-1.5152
2012-05-17,1.5385
2012-05-18,0.0
2012-05-22,-1.5152
2012-05-23,0.0
2012-05-24,-3.0769
2012-05-25,-4.7619
2012-05-29,-15.0
2012-05-30,-1.9607999999999999
2012-05-31,-10.0
2012-06-01,4.4444
2012-06-04,-2.1277
2012-06-05,19.5652
2012-06-06,0.0
2012-06-08,9.0909
2012-06-12,33.3333
2012-06-13,-31.25
2012-06-15,45.4545
2012-06-19,-25.0
2012-06-20,-8.3333
2012-06-21,0.0
2012-06-22,-9.0909
2012-06-25,0.0
2012-06-26,-4.0
2012-06-27,0.0
2012-06-28,-6.25
2012-06-29,-11.1111
2012-07-02,0.0
2012-07-03,-21.5
2012-07-05,27.3885
2012-07-06,2.5
2012-07-10,-14.6341
2012-07-11,0.0
2012-07-12,2.8571
2012-07-17,11.1111
2012-07-18,-1.25
2012-07-20,0.0
2012-07-26,1.2658
2012-07-27,2.5
2012-07-31,-14.6341
2012-08-01,0.0
2012-08-03,0.0
2012-08-06,0.0
2012-08-08,0.0
2012-08-09,-8.5714
2012-08-10,9.375
2012-08-13,11.4286
2012-08-15,-5.1282
2012-08-20,-13.5135
2012-08-21,0.0
2012-08-22,0.0
2012-08-24,-3.125
2012-08-27,0.0
2012-08-28,-3.2258
2012-08-31,0.0
2012-09-05,-13.3333
2012-09-07,15.3846
2012-09-10,-5.0
2012-09-11,-5.2632
2012-09-12,3.7037
2012-09-13,-7.1429
2012-09-17,0.0
2012-09-19,3.8462
2012-09-20,-11.1111
2012-09-26,8.3333
2012-10-01,-23.0769
2012-10-03,10.0
2012-10-04,18.1818
2012-10-05,0.0
2012-10-08,-15.3846
2012-10-09,18.1818
2012-10-10,-15.3846
2012-10-11,13.6364
2012-10-12,-12.0
2012-10-15,13.6364
2012-10-16,-9.2
2012-10-18,1.3216
2012-10-19,-4.3478
2012-10-22,0.0
2012-10-23,4.5455
2012-10-24,-13.0435
2012-10-25,0.0
2012-10-26,0.0
2012-11-02,-5.0
2012-11-05,0.0
2012-11-06,0.0
2012-11-07,-10.526299999999999
2012-11-09,0.0
2012-11-12,0.0
2012-11-15,0.0
2012-11-19,17.647100000000002
2012-11-20,-12.5
2012-11-21,-2.8571
2012-11-26,0.0
2012-11-27,0.0
2012-11-28,-5.8824
2012-11-29,12.5
2012-12-03,11.1111
2012-12-04,-10.0
2012-12-05,0.0
2012-12-06,-5.5556
2012-12-10,11.7647
2012-12-14,-5.2632
2012-12-18,5.5556
2012-12-20,10.526299999999999
2012-12-26,19.0476
2012-12-27,30.0
2012-12-28,55.3846
2012-12-31,-0.9901
2013-01-02,-30.0
2013-01-04,0.0
2013-01-10,-25.4286
2013-01-16,14.1762
2013-01-17,0.6711
2013-01-18,-19.1667
2013-01-22,23.7113
2013-01-24,0.0
2013-01-25,0.0
2013-01-31,-0.6667
2013-02-01,47.651
2013-02-04,13.6364
2013-02-05,0.0
2013-02-06,-12.0
2013-02-07,-9.0909
2013-02-08,-0.9688
2013-02-11,1.4830999999999999
2013-02-12,0.0
2013-02-13,-0.4975
2013-02-15,0.0
2013-02-20,0.0
2013-02-21,-2.5
2013-02-22,2.5641
2013-02-27,0.0
2013-03-01,0.0
2013-03-04,0.0
2013-03-05,0.0
2013-03-06,-5.0
2013-03-07,5.2632
2013-03-08,0.0
2013-03-12,-3.75
2013-03-13,-16.8831
2013-03-14,3.125
2013-03-15,0.0
2013-03-19,15.1515
2013-03-20,-2.6316
2013-03-21,-5.4054
2013-03-22,0.0
2013-03-28,14.2857
2013-04-01,-15.0
2013-04-02,-8.8235
2013-04-03,-6.4516
2013-04-10,-3.1034
2013-04-16,3.2028
2013-04-17,34.4828
2013-04-19,-35.8974
2013-04-22,0.0
2013-04-26,-20.0
2013-04-29,5.0
2013-04-30,-3.8095
2013-05-02,8.9109
2013-05-03,0.0
2013-05-06,0.0
2013-05-09,-9.0909
2013-05-10,5.0
2013-05-13,0.0
2013-05-14,-28.5714
2013-05-15,45.3333
2013-05-16,-8.2569
2013-05-17,5.0
2013-05-20,4.7619
2013-05-21,25.0
2013-05-22,-9.0909
2013-06-05,-12.0
2013-06-07,-9.0909
2013-06-12,10.0
2013-06-13,-12.2727
2013-06-14,3.6269
2013-06-17,0.0
2013-06-20,0.5
2013-06-26,-0.4975
2013-07-03,-14.75
2013-07-05,0.0
2013-07-08,14.3695
2013-07-16,0.0
2013-07-18,16.4103
2013-07-19,0.0
2013-07-23,-13.6564
2013-07-24,17.3469
2013-07-26,-14.7826
2013-07-30,-13.2653
2013-08-01,17.647100000000002
2013-08-02,-20.0
2013-08-09,37.5
2013-08-12,-27.2727
2013-08-22,25.0
2013-08-23,5.0
2013-08-27,2.3810000000000002
2013-08-30,1.8605
2013-09-11,0.0
2013-09-19,0.4566
2013-09-24,-4.5455
2013-09-26,0.0
2013-10-01,0.0
2013-10-07,-4.7619
2013-10-10,-19.0
2013-10-21,-25.9259
2013-10-22,58.2292
2013-10-23,0.0658
2013-11-06,-5.2632
2013-11-08,-43.8889
2013-11-11,88.1188
2013-11-12,0.0
2013-11-13,0.0
2013-11-14,0.0
2013-11-20,-5.2632
2013-11-22,0.0
2013-11-25,0.0
2013-12-02,-2.7778
2013-12-05,-29.7143
2013-12-09,0.813
2013-12-12,0.0
2013-12-16,12.9032
2013-12-18,25.0
2013-12-19,-34.8571
2013-12-20,0.0
2013-12-24,18.4211
2013-12-26,25.9259
2013-12-27,-31.7647
2013-12-30,20.6897
2013-12-31,7.1429
2014-01-02,-22.6667
2014-01-10,50.8621
2014-01-23,2.8571
2014-01-30,-16.6667
2014-02-06,20.0
2014-02-10,0.0
2014-02-12,0.0
2014-02-18,0.0
2014-02-19,11.1111
2014-02-24,75.0
2014-02-25,0.0
2014-02-28,-28.2857
2014-03-04,0.3984
2014-03-13,-28.1746
2014-03-19,-11.6022
2014-03-24,-43.75
2014-03-25,22.2222
2014-03-26,13.6364
2014-03-27,0.0
2014-03-28,-20.0
2014-03-31,0.0
2014-04-01,5.0
2014-04-02,14.2857
2014-04-07,8.3333
2014-04-10,3.8462
2014-04-14,0.0
2014-04-15,-3.7037
2014-04-17,0.0
2014-04-22,-1.5385
2014-05-01,-21.0937
2014-05-02,-0.9901
2014-05-12,5.0
2014-05-15,-14.2857
2014-05-16,16.6667
2014-05-19,-4.7619
2014-05-23,5.0
2014-05-28,4.7619
2014-06-04,0.0
2014-06-13,20.0
2014-06-17,6.0606
2014-06-19,28.5714
2014-06-23,-8.3333
2014-06-24,0.0
2014-07-02,-12.1212
2014-07-03,-10.3448
2014-07-08,0.0
2014-07-11,-15.3846
2014-07-14,18.1818
2014-07-16,38.4615
2014-07-17,-27.7778
2014-07-21,0.0
2014-07-29,0.0
2014-08-07,-30.7692
2014-08-08,0.0
2014-08-13,0.0
2014-08-19,-11.1111
2014-08-22,26.25
2014-08-26,38.6139
2014-08-27,-35.7143
2014-08-28,22.2222
2014-09-02,27.2727
2014-09-03,-21.4286
2014-09-12,36.3636
2014-09-15,-10.0
2014-09-16,11.1111
2014-09-17,0.0
2014-09-23,-33.3333
2014-09-24,30.0
2014-09-30,7.6923
2014-10-02,-3.5714
2014-10-03,-7.4074
2014-10-08,4.0
2014-10-09,-3.8462
2014-10-10,0.0
2014-10-13,8.0
2014-10-14,-14.8148
2014-10-20,13.0435
2014-10-21,3.8462
2014-10-23,-3.7037
2014-10-30,3.8462
2014-11-03,0.0
2014-11-05,-3.7037
2014-11-07,3.8462
2014-11-10,2.963
2014-11-11,0.7194
2014-11-12,0.0
2014-11-13,7.1429
2014-11-14,10.0
2014-11-17,-9.0909
2014-11-19,6.6667
2014-11-21,-3.125
2014-11-25,0.0
2014-11-28,6.4516
2014-12-11,-6.0606
2014-12-15,-3.2258
2014-12-18,0.0
2014-12-19,0.0
2014-12-22,0.0
2014-12-26,-10.0
2014-12-29,7.4074
2014-12-30,0.0
2015-01-12,-3.4483
2015-01-13,0.0
2015-01-14,-3.5714
2015-01-15,7.4074
2015-01-22,-9.6552
2015-01-23,10.687
2015-01-27,0.0
2015-01-28,-6.8966
2015-02-02,-7.4074
2015-02-12,0.0
2015-02-23,12.0
2015-02-24,-7.1429
2015-02-27,15.3846
2015-03-02,-33.3333
2015-03-03,45.0
2015-03-05,-13.7931
2015-03-06,0.0
2015-03-09,4.05
2015-03-12,7.6406
2015-03-23,-21.4286
2015-03-26,0.0
2015-03-30,36.3636
2015-03-31,-26.6667
2015-04-02,-9.0909
2015-04-07,0.0
2015-04-08,15.0
2015-04-17,0.0
2015-04-22,0.0
2015-05-07,0.0
2015-05-15,8.6957
2015-05-18,0.0
2015-05-19,0.0
2015-05-29,-12.0
2015-06-01,0.0
2015-06-02,0.9091
2015-06-09,17.1171
2015-06-11,7.6923
2015-06-15,-7.1429
2015-06-16,0.0
2015-06-30,-7.6923
2015-07-02,4.1667
2015-07-06,-4.0
2015-07-07,-16.6667
2015-07-08,25.0
2015-07-09,-4.0
2015-07-10,8.3333
2015-07-17,0.0
2015-07-27,3.8462
2015-07-30,-3.7037
2015-08-03,-7.6923
2015-08-04,-8.3333
2015-08-05,-4.5455
2015-08-12,14.2857
2015-08-13,4.1667
2015-08-17,-4.0
2015-08-19,-7.5
2015-08-20,-0.9009
2015-08-21,-9.0909
2015-08-24,20.0
2015-08-26,-25.0
2015-09-02,33.3333
2015-09-03,-8.3333
2015-09-08,-22.7273
2015-09-09,3.5294
2015-09-11,13.6364
2015-09-14,0.0
2015-09-17,-19.0
2015-09-18,23.4568
2015-09-21,0.0
2015-09-24,0.0
2015-09-25,0.0
2015-09-28,-5.0
2015-09-29,-5.2632
2015-09-30,-2.1528
2015-10-02,2.2001
2015-10-05,0.0
2015-10-07,-6.6667
2015-10-08,-0.1488
2015-10-09,-4.769
2015-10-12,-12.3631
2015-10-13,14.2857
2015-10-14,-6.25
2015-10-15,13.3333
2015-10-16,0.0
2015-10-19,11.7647
2015-10-20,-5.2632
2015-10-21,-5.5556
2015-10-22,0.0
2015-10-23,0.0
2015-10-26,-4.5588
2015-10-27,4.7766
2015-10-28,11.7647
2015-10-29,-14.6053
2015-11-03,4.7766
2015-11-13,-4.7059
2015-11-20,4.9383
2015-12-04,-4.7059
2015-12-07,0.0
2015-12-08,0.0
2015-12-10,0.0
2015-12-18,-12.3457
2015-12-22,0.0
2015-12-23,0.0
2015-12-28,0.0
2015-12-29,0.0
2015-12-30,12.6761
2016-01-08,-6.25
2016-01-11,-6.6667
2016-01-12,-7.1429
2016-01-14,7.6923
2016-01-15,0.0
2016-01-21,0.0
2016-01-27,8.482099999999999
2016-02-09,5.3498
2016-02-23,0.0
2016-02-25,-5.0
2016-02-26,5.2632
2016-03-08,25.0
2016-03-09,20.0
2016-03-10,8.3333
2016-03-14,-23.0769
2016-03-24,1.0
2016-03-30,-0.9901
2016-03-31,-10.0
2016-04-06,0.0
2016-04-19,10.0
2016-04-20,0.0
2016-04-26,-9.0909
2016-04-29,0.0
2016-05-10,0.0
2016-05-23,1.25
2016-05-31,64.6091
2016-06-16,-6.6667
2016-06-28,0.0
2016-06-30,-35.7143
2016-07-20,-7.7778
2016-08-02,1.2048
2016-08-08,-2.1577
2016-08-12,5.019
2016-08-15,10.0652
2016-08-22,-13.4868
2016-09-02,9.505700000000001
2016-09-13,-22.2222
2016-09-15,-14.2857
2016-09-16,0.0
2016-10-04,-8.9583
2016-10-28,18.9931
2016-11-01,-13.8462
2016-11-10,0.0
2016-11-22,-1.7856999999999998
2016-11-23,-7.2727
2016-11-30,31.3725
2016-12-01,-25.3731
2016-12-02,0.0
2016-12-07,10.0
2016-12-08,0.0
2016-12-09,0.0
2016-12-12,-9.0909
2016-12-13,-20.0
2016-12-19,25.0
2016-12-20,-30.0
2016-12-27,0.0
2016-12-28,-42.8571
2017-01-04,50.0
2017-01-30,16.6667
2017-02-06,14.2857
2017-02-15,-12.5
2017-03-01,3.3929
2017-03-15,-3.2815
2017-03-21,0.0
2017-03-27,-22.8571
2017-04-04,-25.9259
2017-04-17,0.0
2017-04-18,-25.0
2017-04-20,0.0
2017-04-21,100.0
2017-06-02,-42.9167
2017-06-08,16.7883
2017-06-28,-25.0
2017-06-30,33.3333
2017-07-17,-18.48
2017-07-18,22.6693
2017-07-21,-5.52
2017-08-01,-20.6181
2017-08-07,32.0
2017-08-08,-2.0202
2017-08-10,-22.6804
2017-10-05,33.3333
2017-11-08,0.0
2017-11-30,-20.0
2018-01-09,0.0
2018-03-20,93.75
2018-03-21,-28.3871
2018-03-22,215.3153
2018-03-23,-14.2857
2018-03-26,25.0
2018-03-27,-6.6667
2018-03-28,-14.2857
2018-03-29,-30.0
2018-04-02,90.4762
2018-04-03,11.75
2018-04-04,11.8568
2018-04-05,38.9
2018-04-06,0.7919
2018-04-09,-10.7143
2018-04-10,10.4
2018-04-11,-2.1739
2018-04-12,-11.1852
2018-04-13,-17.4312
2018-04-16,31.3131
2018-04-17,6.5
2018-04-18,-20.6212
2018-04-19,15.1046
2018-04-20,-0.4743
2018-04-23,0.0
2018-04-25,-11.0405
2018-04-27,-10.8036
2018-04-30,10.1101
2018-05-01,-27.3636
2018-05-02,43.9299
2018-05-03,19.5217
2018-05-04,-1.0549
2018-05-08,1.4706000000000001
2018-05-09,-4.8187999999999995
2018-05-10,5.0628
2018-05-11,-49.2754
2018-05-14,82.8571
2018-05-15,-45.3125
2018-05-16,80.7143
2018-05-24,-21.7391
2018-05-25,-29.2929
2018-05-29,41.4286
2018-05-30,-1.0101
2018-06-01,-3.0612
2018-06-08,0.0
2018-06-11,-5.2632
2018-06-12,3.3333
2018-06-13,-45.5914
2018-06-14,77.8656
2018-06-15,-16.6667
2018-06-19,-20.0
2018-06-22,101.6667
2018-06-25,-42.1488
2018-06-27,42.8571
2018-06-28,-39.9
2018-07-02,46.4226
2018-07-03,-10.2273
2018-07-06,-24.0506
2018-07-17,8.3333
2018-07-23,0.0
2018-07-26,-23.0769
2018-07-27,-62.6207
2018-07-30,176.7528
2018-07-31,80.0
2018-08-01,24.814799999999998
2018-08-02,0.5935
2018-08-03,0.295
2018-08-09,-31.7647
2018-08-10,-2.1552
2018-08-13,21.5859
2018-08-14,-22.1014
2018-08-16,-2.3256
2018-08-20,-2.3810000000000002
2018-08-24,2.439
2018-08-27,9.5238
2018-08-28,-34.7826
2018-08-29,-33.3333
2018-08-30,9.0
2018-09-04,80.7339
2018-09-05,27.4112
2018-09-13,-15.1394
2018-09-14,3.2864
2018-09-17,-9.0909
2018-09-20,10.0
2018-09-25,-22.7273
2018-09-26,0.0
2018-09-27,29.4118
2018-09-28,-0.4545
2018-10-01,-8.2192
2018-10-10,-7.9602
2018-10-11,0.0
2018-10-15,0.0
2018-10-16,-13.5135
2018-10-26,-3.125
2018-11-01,0.0
2018-11-05,12.9032
2018-11-06,-11.4286
2018-11-07,0.0
2018-11-12,-12.9032
2018-11-19,4.4444
2018-11-20,-7.0922
2018-12-03,-1.5267
2018-12-04,-3.1008
2018-12-20,-8.0
2018-12-27,65.2174
2019-01-08,-18.4211
2019-01-14,20.0
2019-01-15,7.5269
2019-01-18,-7.5
2019-01-22,0.0
2019-01-23,-5.4054
2019-01-28,13.7143
2019-02-14,5.5276
2019-02-28,0.0
2019-03-14,-42.8571
2019-03-15,20.0
2019-03-18,-20.6597
2019-03-19,38.2932
2019-03-20,0.0
2019-03-21,3.1646
2019-03-22,-1.8405
2019-03-25,1.875
2019-03-27,-4.908
2019-03-28,0.0
2019-04-03,-35.4839
2019-04-04,37.0
2019-04-08,0.0
2019-04-09,-26.2774
2019-04-11,3.9604
2019-04-12,-39.0476
2019-04-15,110.9375
2019-04-17,0.0
2019-04-18,11.1111
2019-05-08,-6.6667
2019-05-09,41.4286
2019-05-10,-24.2424
2019-05-14,32.0
2019-05-16,-34.3434
2019-05-17,51.5385
2019-05-23,-6.599
2019-06-07,-70.0435
2019-06-12,83.2366
2019-07-12,-45.4158
2019-08-06,-43.6604
2019-09-06,221.9575
2019-09-09,0.0
2019-09-10,50.0
2019-09-11,-16.6667
2019-09-16,56.8
2019-09-17,-10.2041
2019-09-18,11.3636
2019-09-19,-20.4082
2019-09-20,25.641
2019-09-25,-20.4082
2019-10-09,-19.8718
2019-10-15,-8.0
2019-10-23,-12.1739
2019-10-24,0.9901
2019-10-28,-36.2745
2019-10-31,-38.4615
2019-11-13,105.0
2019-11-14,-20.7317
2019-11-15,0.0
2019-11-18,53.8462
2019-11-22,-10.0
2019-11-25,-65.5556
2019-11-26,64.5161
2019-11-27,76.4706
2019-12-02,-11.1111
2019-12-06,12.5
2019-12-09,-60.0
2019-12-11,2.7778
2019-12-17,144.5946
2019-12-18,-6.0773
2019-12-19,-40.0
2019-12-20,56.8627
2019-12-27,-35.0
2020-01-02,71.1538
2020-01-10,17.9775
2020-01-13,47.619
2020-01-14,10.3226
2020-01-15,8.1871
2020-01-16,57.8378
2020-01-17,-4.1096
2020-01-21,-9.2857
2020-01-22,0.7874
2020-01-23,-7.8125
2020-01-24,5.5085
2020-01-27,0.0
2020-01-28,-2.6104000000000003
2020-01-29,16.701
2020-01-30,10.2473
2020-01-31,-10.2564
2020-02-04,1.0714
2020-02-07,-36.3922
2020-02-10,2.7721
2020-02-12,13.5135
2020-02-18,0.9524
2020-02-21,26.8868
2020-02-27,-4.2751
2020-03-02,-6.4078
2020-03-03,13.6929
2020-03-05,9.1241
2020-03-09,0.3344
2020-03-12,-33.3333
2020-03-13,0.0
2020-03-16,-7.5
2020-03-17,-29.7297
2020-03-18,0.0
2020-03-20,-3.8462
2020-04-09,0.0
2020-04-22,57.6
2020-04-23,2.5381
2020-05-06,-16.3366
2020-05-07,18.3432
2020-05-08,24.0
2020-05-13,-33.0645
2020-05-14,-22.2892
2020-05-20,-18.6047
2020-05-21,42.8571
2020-05-22,-26.3333
2020-05-27,35.7466
2020-05-28,-10.0
2020-05-29,-10.3704
2020-06-01,-17.3554
2020-06-02,45.0
2020-06-03,-31.0345
2020-06-04,50.0
2020-06-05,10.0
2020-06-08,-15.1515
2020-06-09,27.1429
2020-06-15,-34.8315
2020-06-16,29.3103
2020-06-17,26.6667
2020-06-18,15.2632
2020-06-19,-6.3927
2020-06-22,19.0244
2020-06-23,2.459
2020-06-24,0.0
2020-06-25,-40.0
2020-06-26,33.3333
2020-06-29,-0.005
2020-06-30,0.005
2020-07-02,24.5
2020-07-10,-19.6787
2020-07-15,-12.5
2020-07-22,0.0
2020-07-23,5.7143
2020-07-24,0.0
2020-07-31,0.0
