ticker,GRRB US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2003-06-04,0.0
2003-07-25,-3.5714
2003-08-08,1.8519
2003-09-29,-34.3545
2003-10-06,33.3333
2003-10-08,20.8333
2003-10-09,13.7931
2003-10-23,-9.0909
2003-10-24,-6.0
2003-10-27,6.383
2003-10-30,-3.3333
2003-11-24,11.0345
2003-12-04,-9.937899999999999
2004-01-05,13.8313
2004-01-13,-11.3001
2004-01-26,26.7123
2004-02-10,-12.4757
2004-03-04,32.4728
2004-03-08,-11.7949
2004-05-27,-6.7599
2004-06-07,-3.125
2004-06-17,0.2581
2004-07-01,10.9677
2004-08-19,-1.1628
2004-09-08,5.8824
2004-10-05,-10.9131
2004-10-07,6.25
2004-11-12,-5.8824
2004-11-15,-2.5
2004-11-17,0.0
2004-11-18,2.5641
2004-11-19,-2.5
2004-11-23,2.5641
2004-11-29,0.0
2004-12-01,0.0
2004-12-03,-2.5
2004-12-16,0.2571
2004-12-17,0.0
2005-01-18,3.8462
2005-01-31,-3.7037
2005-02-02,2.5641
2005-02-03,0.0
2005-02-16,2.625
2005-02-24,1.7052
2005-03-03,1.7964
2005-03-04,2.9412000000000003
2005-03-15,-2.6346
2005-03-22,-3.5294
2005-03-23,7.9268
2005-03-24,0.0
2005-03-28,2.5423999999999998
2005-03-31,3.0303
2005-04-06,0.0
2005-04-12,0.0
2005-04-15,11.7647
2005-04-19,-7.8947
2005-04-22,-2.8571
2005-04-26,11.7647
2005-04-27,2.1053
2005-05-11,-3.0928
2005-05-19,-1.5957
2005-05-23,0.0
2005-05-27,0.5405
2005-06-02,-0.5376
2005-06-09,-1.0811
2005-06-17,1.3143
2005-06-21,-0.1081
2005-06-22,-0.4329
2005-06-23,0.5435
2005-06-27,0.0
2005-07-25,2.7027
2005-08-03,10.526299999999999
2005-08-22,-8.5714
2005-08-26,9.375
2005-08-29,0.0
2005-09-15,4.7619
2005-09-27,-12.5683
2005-10-06,0.0
2005-10-12,0.0
2005-10-13,14.5833
2005-10-18,27.2727
2005-11-03,0.0
2005-11-04,-1.7856999999999998
2005-11-15,-14.5455
2005-11-16,-4.2553
2005-12-08,6.6667
2006-01-19,16.8614
2006-01-24,-5.5357
2006-01-30,-0.5671
2006-02-08,17.8707
2006-02-10,0.0
2006-02-27,-3.2258
2006-03-15,0.0
2006-03-20,-3.2043
2006-03-21,-1.7241
2006-03-23,-1.7544
2006-04-06,-1.7856999999999998
2006-04-10,-1.8182
2006-04-11,-3.7037
2006-04-12,0.0
