ticker,NXPC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-07,328.5714
2000-01-10,-96.6667
2000-01-19,700.0
2000-02-04,0.0
2000-02-09,275.0
2000-02-14,-93.3333
2000-03-03,1150.0
2000-03-17,-92.0
2000-06-02,0.0
2000-06-09,0.0
2000-06-29,0.0
2000-07-21,0.0
2000-08-14,50.0
2000-08-16,66.6667
2000-08-21,-40.0
2000-09-22,0.0
2000-10-17,-33.3333
2000-10-19,0.0
2000-11-03,0.0
2000-12-07,0.0
2000-12-14,0.0
2000-12-19,0.0
2000-12-21,0.0
2000-12-22,-25.0
2000-12-26,0.0
2000-12-27,116.6667
2000-12-28,-53.8462
2000-12-29,-33.3333
2001-01-03,0.0
2001-02-16,0.0
2001-03-06,0.0
2001-03-21,-50.0
2001-04-02,0.0
2001-04-03,0.0
2001-05-11,-50.0
2001-05-15,0.0
2001-05-16,700.0
2001-05-18,-87.5
2001-07-17,0.0
2001-08-27,-52.5
2001-08-30,0.0
2001-10-05,0.0
2001-10-19,0.0
2001-10-24,0.0
2001-11-27,0.0
2001-12-03,0.0
2001-12-04,0.0
2001-12-05,-15.7895
2001-12-17,0.0
2001-12-19,0.0
2001-12-20,0.0
2001-12-28,0.0
2002-01-30,0.0
2002-03-21,0.0
2002-04-02,0.0
2002-05-03,0.0
2002-07-11,0.0
2002-07-26,0.0
2002-10-14,0.0
2002-10-31,0.0
2002-11-07,0.0
2002-11-14,-87.5
2002-11-15,700.0
2002-12-03,0.0
2002-12-06,0.0
2003-01-21,-87.5
2003-02-04,700.0
2003-02-06,0.0
2003-02-10,0.0
2003-03-11,0.0
2003-04-15,0.0
2003-04-23,0.0
2003-05-05,-87.5
2003-05-19,0.0
2003-06-04,1500.0
2003-06-05,0.0
2003-06-24,-50.0
2003-06-27,-87.5
2003-07-15,700.0
2003-08-01,100.0
2003-08-04,50.0
2003-08-06,0.0
2003-08-14,0.0
2003-08-29,0.0
2003-09-15,0.0
2003-09-24,0.0
2003-09-25,0.0
2003-09-26,0.0
2003-09-29,-95.8333
2003-10-15,2300.0
2003-10-17,0.0
2003-11-03,-66.6667
2003-12-11,200.0
2003-12-22,0.0
2004-01-22,66.6667
2004-02-09,-97.5
2004-03-02,0.0
2004-03-19,7900.0
2004-03-24,50.0
2004-03-25,0.0
2004-04-21,-33.3333
2004-05-20,0.0
2004-06-23,0.0
2004-07-16,-50.0
2004-08-23,0.0
2004-09-27,0.0
2004-10-15,0.0
2004-10-19,0.0
2004-11-24,0.0
