ticker,BLNMF US Equity
2007-06-13,-2.3454
2007-06-14,5.7799
2007-06-15,-0.7735
2007-06-18,0.5783
2007-06-19,-3.2375
2007-06-20,-3.1262
2007-06-22,-1.2802
2007-06-25,-0.5808
2007-06-26,0.0
2007-06-27,-6.5217
2007-06-28,9.8401
2007-06-29,-3.5596
2007-07-03,5.5296
2007-07-05,6.2411
2007-07-06,11.088
2007-07-09,18.4753
2007-07-10,-7.281
2007-07-11,2.5374
2007-07-12,8.5583
2007-07-13,-0.5316
2007-07-16,1.4493
2007-07-17,-2.8571
2007-07-18,-1.5441
2007-07-19,-2.7166
2007-07-20,0.3838
2007-07-23,3.6708
2007-07-24,-1.0604
2007-07-25,-2.0037
2007-07-26,-9.0062
2007-07-27,4.1283
2007-07-30,-2.4089
2007-07-31,2.7049
2007-08-01,-2.2632
2007-08-02,-2.6536999999999997
2007-08-03,4.6942
2007-08-07,-4.2928
2007-08-08,-3.0567
2007-08-09,-7.1947
2007-08-10,6.3631
2007-08-13,0.1427
2007-08-14,-8.8019
2007-08-15,-10.7452
2007-08-16,-10.8672
2007-08-17,9.4576
2007-08-20,-2.8019
2007-08-21,-0.3266
2007-08-22,8.0496
2007-08-23,4.0744
2007-08-24,8.9573
2007-08-27,6.7907
2007-08-28,-1.1542
2007-08-29,0.5288
2007-08-30,0.3178
2007-08-31,-3.124
2007-09-04,-1.1613
2007-09-05,-0.0456
2007-09-06,1.438
2007-09-07,-1.6764000000000001
2007-09-10,-6.8658
2007-09-11,0.8109
2007-09-12,-3.4735
2007-09-13,2.6641
2007-09-14,0.9101
2007-09-17,-3.0835
2007-09-18,13.8456
2007-09-19,0.7401
2007-09-20,-3.739
2007-09-21,-0.7404
2007-09-24,1.6984
2007-09-25,0.7673
2007-09-26,5.3527000000000005
2007-09-27,-0.6484
2007-09-28,1.6797
2007-10-01,0.2525
2007-10-02,2.7708
2007-10-03,-0.0817
2007-10-04,-2.7800000000000002
2007-10-05,0.2733
2007-10-09,-1.0275
2007-10-10,-0.625
2007-10-11,0.6289
2007-10-12,0.1165
2007-10-15,-2.095
2007-10-16,4.0095
2007-10-17,2.2444
2007-10-18,3.3943
2007-10-19,-2.2607
2007-10-22,-0.7743
2007-10-23,4.885
2007-10-24,-13.0351
2007-10-25,-10.3444
2007-10-26,6.1842
2007-10-29,4.8903
2007-10-30,-2.0808
2007-10-31,8.125
2007-11-01,1.9022999999999999
2007-11-02,-4.2904
2007-11-05,-1.1421999999999999
2007-11-06,1.0137
2007-11-07,-5.8163
2007-11-08,0.8478
2007-11-09,-6.2372
2007-11-12,-3.2837
2007-11-13,-0.5387
2007-11-14,2.7459
2007-11-15,-8.9861
2007-11-16,-0.4041
2007-11-19,-2.6237
2007-11-20,-2.625
2007-11-21,-7.7307
2007-11-26,-0.201
2007-11-27,-6.8154
2007-11-28,5.3191
2007-11-29,2.6515
2007-11-30,9.3788
2007-12-03,-6.5504999999999995
2007-12-05,-3.9711
2007-12-06,-1.2530999999999999
2007-12-07,-2.9188
2007-12-10,4.0523
2007-12-11,-4.0672
2007-12-12,-9.6743
2007-12-13,2.2109
2007-12-14,-2.5177
2007-12-17,-1.6915
2007-12-18,-14.5976
2007-12-19,-1.5598
2007-12-20,14.6127
2007-12-21,5.2803
2007-12-24,0.0912
2007-12-27,-3.3528000000000002
2007-12-28,-4.6757
2007-12-31,4.9051
2008-01-03,-2.5641
2008-01-04,9.9071
2008-01-07,-7.5704
2008-01-08,-1.2570999999999999
2008-01-09,2.2184
2008-01-10,-2.7741
2008-01-11,-1.8634
2008-01-14,2.6898999999999997
2008-01-15,-1.4253
2008-01-16,-16.2173
2008-01-17,5.0373
2008-01-18,-3.1528
2008-01-22,-1.5131000000000001
2008-01-23,-11.9879
2008-01-24,17.7731
2008-01-25,-5.3672
2008-01-28,6.3123000000000005
2008-01-29,1.8527
2008-01-30,10.4536
2008-01-31,3.0159
2008-02-01,1.6949
2008-02-04,3.0303
2008-02-05,-6.5074
2008-02-06,1.9268999999999998
2008-02-07,-6.0185
2008-02-08,14.9425
2008-02-11,-4.3929
2008-02-13,4.8934999999999995
2008-02-14,-2.8134
2008-02-15,2.6017
2008-02-19,-4.5714
2008-02-20,3.4431
2008-02-21,13.1693
2008-02-22,-0.3836
2008-02-25,-1.5404
2008-02-26,2.2164
2008-02-27,0.1276
2008-02-28,6.7197
2008-02-29,-0.3283
2008-03-03,-4.476
2008-03-04,-0.4075
2008-03-05,-4.3588000000000005
2008-03-06,0.1645
2008-03-07,-0.1314
2008-03-10,-7.5
2008-03-11,-1.2447
2008-03-13,4.0871
2008-03-17,-8.7701
2008-03-18,0.6636
2008-03-19,-4.7655
2008-03-20,-8.7025
2008-03-24,5.5459
2008-03-25,-6.2397
2008-03-26,-3.8529
2008-03-27,11.1111
2008-03-28,-6.8852
2008-04-01,1.6945000000000001
2008-04-02,-0.2813
2008-04-03,-1.4323000000000001
2008-04-07,2.8622
2008-04-08,-1.8836
2008-04-09,-2.3778
2008-04-10,-3.4637000000000002
2008-04-11,3.2639
2008-04-14,-3.1607
2008-04-15,0.0
2008-04-16,3.6343
2008-04-17,8.2868
2008-04-18,-3.1353
2008-04-21,-6.9847
2008-04-22,3.6172
2008-04-23,-1.0163
2008-04-24,-0.8482
2008-04-28,4.4575
2008-05-01,-3.4483
2008-05-02,1.7856999999999998
2008-05-05,3.7281
2008-05-06,-2.5793
2008-05-07,3.4722
2008-05-08,-0.8389
2008-05-09,-0.5076
2008-05-12,-5.3359
2008-05-13,0.3593
2008-05-14,-3.8711
2008-05-15,-8.9385
2008-05-16,-1.8405
2008-05-20,-1.4062000000000001
2008-05-22,5.2298
2008-05-23,-7.6305
2008-05-27,-13.0435
2008-05-28,-1.5
2008-05-29,-6.0914
2008-05-30,-1.8919000000000001
2008-06-02,-9.0909
2008-06-03,-0.6061
2008-06-04,4.878
2008-06-05,8.7209
2008-06-06,-10.4278
2008-06-11,-1.4925
2008-06-13,-5.8333
2008-06-18,0.9654
2008-06-19,0.7171
2008-06-24,-2.8481
2008-06-26,-3.3388
2008-06-27,-6.9924
2008-06-30,-5.5707
2008-07-02,1.7746
2008-07-03,-3.7229
2008-07-07,-11.8943
2008-07-08,-0.3333
2008-07-09,23.9688
2008-07-10,-7.1942
2008-07-11,3.876
2008-07-14,0.2332
2008-07-16,-29.409
2008-07-17,-10.8767
2008-07-18,6.5089
2008-07-21,5.5556
2008-07-24,-8.9474
2008-07-25,-2.8902
2008-07-28,-12.6488
2008-07-30,13.3731
2008-07-31,-0.8264
2008-08-07,-19.6212
2008-08-08,13.8549
2008-08-13,-19.6192
2008-08-14,-14.3151
2008-08-15,-4.5673
2008-08-18,14.2317
2008-08-20,-25.6891
2008-08-21,36.7953
2008-08-22,0.6508
2008-08-25,-1.0776
2008-08-27,-25.3813
2008-08-28,-0.438
2008-08-29,24.3402
2008-09-02,-2.2406
2008-09-05,-18.6972
2008-09-09,18.6944
2008-09-10,-15.375
2008-09-19,-27.9173
2008-09-23,27.2541
2008-09-26,-37.8422
2008-09-29,-2.5907
2008-10-02,-21.2766
2008-10-03,18.9189
2008-10-06,-10.7955
2008-10-07,-7.6433
2008-10-08,-31.0345
2008-10-10,-40.0
2008-10-17,-26.6667
2008-10-21,-45.4545
2008-10-22,0.0
2008-10-27,-6.25
2008-11-04,575.5556
2008-11-05,-80.9211
2008-11-06,-3.4483
2008-11-07,0.0
2008-11-10,403.5714
2008-11-11,-81.2057
2008-11-17,-5.6604
2008-11-20,-4.0
2008-11-26,0.0
2008-11-28,0.0
2008-12-02,33.3333
2008-12-04,-50.0
2008-12-08,0.0
2008-12-09,93.75
2008-12-10,-22.5806
2008-12-11,1020.8333
2008-12-12,-25.6506
2008-12-18,-20.0
2008-12-22,-63.4375
2008-12-23,2.5641
2008-12-24,-6.6667
2008-12-29,52.6786
2008-12-30,-31.5789
2008-12-31,-4.2735
2009-01-02,64.2857
2009-01-06,79.8913
2009-01-07,45.0151
2009-01-12,0.0
2009-01-14,-63.3333
2009-01-15,127.2727
2009-01-22,-20.0
2009-01-28,28.4375
2009-01-29,-33.82
2009-02-03,-34.5588
2009-02-04,1.6854
2009-02-09,0.5525
2009-02-19,5.4945
2009-02-20,-16.6667
2009-02-24,-30.0
2009-03-03,-71.4286
2009-03-12,0.0
2009-03-19,556.25
2009-03-20,14.2857
2009-03-23,6.6667
2009-04-03,-65.625
2009-04-16,-45.4545
2009-04-22,4.1667
2009-04-23,108.0
2009-04-24,167.3077
2009-04-27,0.0
2009-04-29,-82.7338
2009-05-04,0.0
2009-05-06,400.0
2009-05-12,6.6667
2009-05-19,-50.0
2009-05-20,25.0
2009-05-27,-60.0
2009-05-29,367.1875
2009-06-01,-78.5953
2009-06-24,242.1875
2009-08-11,-92.6941
2009-08-12,350.0
2009-08-14,-80.5556
2009-08-24,14.2857
2009-08-28,150.0
2009-09-04,201.3334
2009-09-08,0.885
2009-09-11,-4.7697
2009-09-15,-10.2476
2009-09-16,-7.6331
2009-09-23,-8.5417
2009-09-25,2.6576
2009-10-02,-26.4053
2009-10-09,11.7588
2009-10-15,11.7356
2009-10-22,17.7062
2009-10-26,-6.188
2009-11-04,-15.1603
2009-11-11,-5.9708
2009-11-13,1.0964
2009-11-16,-6.0099
2009-11-17,-2.3077
2009-11-25,2.3622
2009-11-27,1.2981
2009-12-03,-12.5297
2009-12-07,0.4341
2009-12-10,-5.7806999999999995
2009-12-11,-3.6696999999999997
2009-12-16,3.5119
2009-12-17,-5.5204
2009-12-18,-15.2769
2009-12-23,9.1954
2009-12-24,5.2632
2010-01-04,-14.0
2010-01-05,4.6512
2010-01-06,12.9167
2010-01-07,4.674
2010-01-21,10.9283
2010-01-25,47.4576
2010-01-28,-4.8850999999999996
2010-01-29,-12.6133
2010-02-01,13.3967
2010-02-11,-27.5534
2010-02-16,12.3619
2010-02-23,-10.206
2010-02-26,11.7831
2010-03-02,-17.1642
2010-03-10,0.4505
2010-03-11,-3.7556000000000003
2010-03-12,14.618500000000001
2010-03-15,-13.0081
2010-03-17,-3.271
2010-03-18,9.843
2010-04-06,6.4321
2010-04-07,3.0475
2010-04-12,8.1203
2010-04-26,-7.2786
2010-04-27,-1.6
2010-05-10,-12.7541
2010-05-20,-16.5987
2010-06-11,-24.581
2010-06-24,-7.5926
2010-07-08,27.4549
2010-07-09,-11.9497
2010-07-15,37.8571
2010-07-23,4.8575
2010-07-26,-3.1501
2010-07-27,-8.2908
2010-08-10,7.58
2010-08-16,-9.1791
2010-08-24,-13.879
2010-08-25,24.5455
2010-09-10,-7.6311
2010-09-14,12.2126
2010-09-24,4.4814
2010-10-05,6.0049
2010-10-08,32.4277
2010-10-13,-9.6464
2010-10-14,8.2126
2010-10-15,0.0
2010-10-18,5.5804
2010-10-19,-9.6829
2010-10-25,-6.6011
2010-10-26,9.9749
2010-11-01,-5.5606
2010-11-04,0.3861
2010-11-05,0.0
2010-11-11,26.6346
2010-11-12,-3.7206
2010-11-16,-13.761800000000001
2010-12-01,2.4234
2010-12-02,7.7679
2010-12-03,-2.8998
2010-12-06,-5.1195
2010-12-08,-6.4748
2010-12-13,-4.6154
2010-12-20,-8.9718
2010-12-23,0.8306
2010-12-29,18.7809
2010-12-31,-10.7258
2011-01-04,7.7162
2011-01-05,-15.0
2011-01-10,4.5249
2011-01-24,3.8961
2011-01-27,-11.8229
2011-02-08,14.5304
2011-02-10,-0.4126
2011-02-18,-9.6841
2011-02-25,-1.7202
2011-03-01,0.8168
2011-03-09,7.0602
2011-03-21,-7.4595
2011-03-24,9.9883
2011-03-25,-7.2756
2011-03-31,18.0985
2011-04-04,4.2192
2011-04-06,0.8841
2011-04-19,-26.5683
2011-04-26,-9.5477
2011-05-11,-13.1944
2011-05-18,31.84
2011-06-01,-5.3398
2011-06-10,-24.4872
2011-06-24,-3.3956
2011-06-28,0.0
2011-07-27,18.6292
2011-08-03,-14.0741
2011-08-16,-12.4138
2011-08-19,35.9252
2011-08-25,-17.5959
2011-09-06,-0.8787
2011-09-15,-6.383
2011-10-19,-29.8295
2011-10-31,52.2267
2011-11-21,-25.266
2011-12-20,-8.3037
2011-12-21,4.2691
2011-12-30,-8.6849
2012-01-03,7.337
2012-01-17,24.557
2012-01-18,-3.8618
2012-02-08,-3.3827
2012-03-20,-28.2276
2012-04-02,0.0
2012-04-10,-14.6341
2012-04-20,29.6429
2012-04-27,-16.2534
2012-05-15,-15.7895
2012-05-22,-1.5625
2012-06-21,-14.2857
2012-07-23,11.1111
2012-07-25,-16.6667
2012-07-26,15.0
2012-09-14,34.7826
2012-10-16,9.6774
2012-10-22,-33.8235
2012-10-25,2.2222
2012-11-12,-30.4348
2012-11-15,9.375
2012-11-19,0.0
2012-12-13,-14.2857
2012-12-14,-13.3333
2013-01-07,0.0
2013-01-31,-23.0769
2013-02-04,130.0
2013-03-19,-69.5652
2013-04-10,14.2857
2014-12-23,-87.5
2015-01-14,-87.5
2015-05-19,0.0
2016-02-18,0.0
2016-12-21,700.0
2017-07-12,-90.0
2017-07-19,0.0
2017-07-28,0.0
2017-08-23,0.0
2017-08-25,0.0
2017-09-27,0.0
2017-12-04,900.0
2018-03-02,0.0
2018-06-13,-90.0
2018-06-18,0.0
2018-10-05,0.0
2018-10-18,900.0
2018-10-22,-90.0
2018-11-26,0.0
2018-11-27,400.0
2018-11-30,-80.0
2018-12-28,-90.0
2019-08-08,900.0
2019-08-12,900.0
2019-08-13,0.0
2019-09-19,-90.0
2019-10-03,200.0
2019-10-07,-66.6667
2019-10-25,0.0
2019-10-28,0.0
2019-11-11,0.0
2019-11-12,0.0
2019-12-12,900.0
2020-07-06,0.0
