ticker,TEGY US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2010-01-12,0.0
2010-01-13,4.4444
2010-01-21,-14.8936
2010-01-27,17.5
2010-02-10,0.0
2010-05-14,0.0
2010-05-17,-12.766
2010-05-20,-46.3415
2010-05-21,9.0909
2010-07-06,-54.1667
2010-07-21,0.0
2010-08-16,-9.0909
2010-10-06,0.0
2010-10-07,0.0
2010-11-03,-6.0
2010-11-04,-4.2553
2010-11-08,0.0
2010-11-09,-33.3333
2010-11-10,33.3333
2010-11-12,7.5
2010-11-15,-6.9767
2010-11-17,-12.5
2010-11-18,11.4286
2010-11-19,-2.5641
2010-11-22,0.0
2010-11-24,-21.0526
2010-11-26,26.6667
2010-11-29,-21.0526
2010-11-30,26.6667
2010-12-01,-7.8947
2010-12-02,5.7143
2010-12-03,2.7027
2010-12-06,0.0
2010-12-07,0.0
2010-12-08,10.526299999999999
2010-12-09,-4.7619
2010-12-10,-2.5
2010-12-13,2.5641
2010-12-15,0.0
2010-12-16,7.5
2010-12-17,-20.9302
2010-12-20,-29.4118
2010-12-21,4.1667
2010-12-22,0.0
2010-12-23,0.0
2010-12-27,-28.0
2010-12-28,-11.1111
2010-12-29,-6.25
2010-12-30,0.0
2010-12-31,0.0
2011-01-03,-20.0
2011-01-04,-8.3333
2011-01-05,-18.1818
2011-01-06,0.0
2011-01-07,88.8889
2011-01-10,0.0
2011-01-11,0.0
2011-01-12,5.8824
2011-01-14,-16.6667
2011-01-18,-13.3333
2011-01-19,0.0
2011-01-21,-23.0769
2011-01-24,0.0
2011-01-26,3.0
2011-01-28,-22.3301
2011-01-31,-11.0938
2011-02-01,-29.7012
2011-02-02,0.0
2011-02-03,-2.625
2011-02-04,4.7497
2011-02-07,37.2549
2011-02-08,7.1429
2011-02-09,6.6667
2011-02-10,0.0
2011-02-11,-12.5
2011-02-14,-25.7143
2011-02-15,-3.8462
2011-02-18,-4.0
2011-02-22,-16.6667
2011-02-23,0.0
2011-02-24,-25.0
2011-02-25,0.0
2011-02-28,0.0
2011-03-01,-16.6667
2011-03-02,0.0
2011-03-03,20.0
2011-03-04,12.0833
2011-03-07,4.0892
2011-03-08,-27.6786
2011-03-09,-18.5185
2011-03-10,-5.4545
2011-03-11,2.5641
2011-03-14,5.0
2011-03-15,0.0
2011-03-18,37.5
2011-03-21,-47.619
2011-03-22,-0.8264
2011-03-23,0.0
2011-03-24,0.0
2011-03-25,0.0
2011-03-29,-13.3333
2011-03-30,0.0
2011-03-31,38.4615
