ticker,SYXXF US Equity
2012-12-31,18.07
2013-01-02,-1.3622
2013-01-03,2.2475
2013-01-07,12.7913
2013-01-08,1.0566
2013-01-09,-1.8587
2013-01-10,-6.6998
2013-01-11,1.0911
2013-01-14,19.4026
2013-01-15,20.7484
2013-01-16,-3.8997
2013-01-17,1.7391
2013-01-18,-5.1282
2013-01-22,-9.009
2013-01-23,-1.6914
2013-01-24,2.9375
2013-01-25,-2.0587
2013-01-28,-4.0999
2013-01-29,4.1667
2013-01-30,1.6667
2013-01-31,-2.3361
2013-02-01,-5.6651
2013-02-04,0.1335
2013-02-05,2.4656000000000002
2013-02-06,0.065
2013-02-08,4.6794
2013-02-11,1.2831000000000001
2013-02-12,7.8872
2013-02-13,-3.9394
2013-02-14,-1.4787
2013-02-15,6.9442
2013-02-19,-3.8922
2013-02-20,-12.4611
2013-02-21,3.9591
2013-02-25,-1.4121000000000001
2013-02-26,-4.8611
2013-02-27,0.0
2013-02-28,-5.8394
2013-03-01,-1.5504
2013-03-04,-1.9685000000000001
2013-03-06,-0.4016
2013-03-12,-2.0161
2013-03-14,14.8148
2013-03-15,-7.7061
2013-03-18,8.3495
2013-03-19,1.4337
2013-03-25,2.1201
2013-03-27,-5.5363
2013-03-28,-1.0989
2013-04-04,5.3704
2013-04-05,1.9332
2013-04-08,-3.4483
2013-04-11,-0.9598
2013-04-12,2.2763
2013-04-15,-11.8554
2013-04-16,0.0
2013-04-18,-20.075
2013-04-19,-2.909
2013-04-22,-0.8376
2013-04-23,3.9636
2013-04-24,0.0
2013-04-25,3.0
2013-04-29,-2.9126
2013-05-03,2.5
2013-05-06,1.7073
2013-05-08,-0.8993
2013-05-09,-2.8131
2013-05-10,3.5792
2013-05-14,-4.2368
2013-05-15,-3.7025
2013-05-16,2.509
2013-05-17,-4.6408000000000005
2013-05-22,5.1667
2013-05-28,-3.7084
2013-05-29,7.9658
2013-06-03,-2.5915
2013-06-05,-3.036
2013-06-10,-8.5862
2013-06-11,0.0
2013-06-12,-1.7654999999999998
2013-06-13,4.0978
2013-06-14,4.9724
2013-06-20,-10.526299999999999
2013-06-21,-7.6471
2013-06-24,0.6369
2013-06-25,5.6962
2013-06-26,-10.7784
2013-06-27,-8.7248
2013-06-28,12.1324
2013-07-02,4.918
2013-07-09,-10.625
2013-07-10,11.8881
2013-07-22,10.1953
2013-07-23,-13.435
2013-07-24,12.6945
2013-07-29,13.2631
2013-07-31,-6.641
2013-08-06,-4.433
2013-08-08,3.0565
2013-08-12,-1.0119
2013-08-14,-1.5862
2013-08-15,-11.1748
2013-08-16,10.9677
2013-08-19,4.6512
2013-08-20,-6.1111
2013-08-21,-5.3254
2013-08-23,8.5156
2013-08-26,4.8236
2013-08-27,-1.8201
2013-09-05,0.1049
2013-09-06,7.8966
2013-09-09,-5.1813
2013-09-10,-6.3525
2013-09-11,1.5316999999999998
2013-09-13,20.1149
2013-09-16,0.8672
2013-09-17,-0.3854
2013-09-18,-2.8571
2013-09-19,11.1213
2013-09-20,-11.1938
2013-09-23,4.3154
2013-09-24,-4.7619
2013-09-25,-10.0
2013-09-26,-5.0
2013-10-02,25.1462
2013-10-07,-4.2056000000000004
2013-10-08,-2.2561
2013-10-09,-6.1759
2013-10-10,6.383
2013-10-15,1.5
2013-10-16,-12.6539
2013-10-17,7.1554
2013-10-18,-1.0526
2013-10-21,1.0638
2013-10-25,3.6842
2013-10-29,-23.8579
2013-11-04,32.0
2013-11-07,-12.6263
2013-11-08,-6.3584
2013-11-11,0.6173
2013-11-12,-2.2239
2013-11-15,5.4118
2013-11-18,0.0
2013-11-19,1.0045
2013-11-20,-9.8343
2013-11-21,4.1258
2013-11-22,0.4315
2013-11-27,-1.875
2013-12-02,-5.8519
2013-12-04,0.0423
2013-12-09,0.0
2013-12-10,0.5495
2013-12-11,-8.533
2013-12-16,5.8824
2013-12-18,1.3889
2013-12-19,1.2842
2013-12-20,-7.3542
2013-12-23,-5.1095
2013-12-24,0.7692
2013-12-27,-0.7634
2013-12-30,3.8462
2013-12-31,3.7037
2014-01-02,15.7143
2014-01-06,0.6173
2014-01-08,-5.023
2014-01-10,-4.4005
2014-01-13,-4.0541
2014-01-15,-7.7465
2014-01-17,20.229
2014-01-22,-4.7619
2014-01-24,11.75
2014-01-31,-10.5145
2014-02-07,-4.9167
2014-02-13,7.9755
2014-02-14,0.0
2014-02-18,-1.1769
2014-02-25,11.7043
2014-03-03,-10.9559
2014-03-04,53.014
2014-03-05,-7.9601
2014-03-06,-4.6907
2014-03-07,6.7979
2014-03-10,17.1371
2014-03-11,3.0735
2014-03-12,-6.2977
2014-03-14,1.4257
2014-03-17,17.2189
2014-03-18,-3.8544
2014-03-19,-1.6481
2014-03-20,-1.1549
2014-03-21,25.1088
2014-03-24,9.1375
2014-03-25,13.2886
2014-03-26,-1.6884000000000001
2014-03-27,-18.2886
2014-03-28,-0.59
2014-03-31,1.4837
2014-04-02,-6.1404
2014-04-03,13.493
2014-04-04,-4.5291
2014-04-08,-4.5463000000000005
2014-04-09,2.4096
2014-04-10,-2.3529
2014-04-11,-0.3577
2014-04-14,-0.5479
2014-04-15,-0.9498
2014-04-16,1.2658
2014-04-21,-10.303
2014-04-23,-16.2162
2014-04-24,-1.6129
2014-04-25,3.6885
2014-04-29,-1.581
2014-04-30,8.4337
2014-05-05,-7.4074
2014-05-06,8.0
2014-05-07,2.2222
2014-05-08,-3.9855
2014-05-13,0.7547
2014-05-15,10.4869
2014-05-16,-4.4068
2014-05-20,-3.5461
2014-05-21,-2.2059
2014-06-04,3.3835
2014-06-06,-7.6364
2014-06-09,1.1811
2014-06-11,-0.7782
2014-06-12,5.098
2014-06-13,-6.7164
2014-06-16,-4.4
2014-06-17,-2.0921
2014-06-20,2.0566
2014-06-23,-1.3347
2014-06-27,5.6764
2014-07-02,0.4016
2014-07-14,-4.4
2014-07-17,-0.4184
2014-07-22,-4.6218
2014-07-23,5.2863
2014-07-30,0.4184
2014-07-31,0.0
2014-08-12,-8.3333
2014-08-13,4.5455
2014-08-15,-4.3478
2014-08-18,-2.2727
2014-08-19,0.8721
2014-08-22,-5.4755
2014-08-28,6.3415
2014-08-29,3.211
2014-09-02,-4.0
2014-09-04,-9.3461
2014-09-08,21.5448
2014-09-11,-6.3025
2014-09-17,-0.4484
2014-09-18,0.9854
2014-09-22,-5.9381
2014-09-24,-6.1055
2014-09-25,8.5859
2014-09-29,1.0174
2014-09-30,-7.9137
2014-10-03,-2.5
2014-10-07,-12.8205
2014-10-10,0.5882
2014-10-14,-8.1871
2014-10-15,-4.4586
2014-10-16,-1.6667
2014-10-17,1.6949
2014-10-21,4.6667
2014-10-28,-8.9968
2014-10-31,-9.0114
2014-11-03,20.0
2014-11-04,-10.8974
2014-11-05,29.4964
2014-11-06,3.8889
2014-11-07,12.2995
2014-11-11,-10.5357
2014-12-04,-9.9468
2014-12-08,-27.8907
2014-12-09,-5.0717
2014-12-11,-2.6983
2014-12-12,1.7194
2014-12-15,-12.0502
2014-12-16,1.1779
2014-12-19,54.902
2014-12-22,-3.1646
2014-12-23,-5.7598
2014-12-26,-7.759
2014-12-29,1.7387000000000001
2014-12-30,16.1663
2015-01-02,-0.835
2015-01-06,-16.5998
2015-01-13,-1.6827
2015-01-16,10.3178
2015-01-26,-27.3936
2015-01-29,-1.0379
2015-01-30,2.6527
2015-02-04,-0.4808
2015-02-05,23.6715
2015-02-12,-13.2813
2015-02-24,3.6036
2015-02-27,-4.4565
2015-03-04,4.6644
2015-03-06,-4.3478
2015-03-16,15.4545
2015-03-31,-7.874
2015-04-01,-3.7393
2015-04-20,-6.7703
2015-04-30,2.8571
2015-05-01,16.088
2015-05-04,-1.8942999999999999
2015-05-11,-2.439
2015-05-12,3.0729
2015-05-13,1.0611
2015-05-15,-6.95
2015-05-19,-10.2633
2015-05-20,-19.521
2015-05-21,-16.6667
2015-05-26,55.8929
2015-06-02,-1.0309
2015-06-04,-26.8519
2015-06-12,-17.7215
2015-06-15,4.6154
2015-06-16,2.9412000000000003
2015-06-17,-8.5714
2015-06-18,0.0
2015-06-30,-32.8125
2015-07-01,4.6512
2015-07-02,11.1111
2015-07-06,62.0
2015-07-07,-1.2346
2015-07-24,-25.0
2015-07-30,0.0
2015-08-12,-0.5208
2015-08-20,27.3298
2015-09-14,-25.5639
2015-09-15,-9.943200000000001
2015-09-16,45.4259
2015-09-17,-30.5857
2015-09-23,25.0
2015-10-02,-12.0
2015-10-05,-25.0
2015-10-08,21.2121
2015-10-15,25.0
2015-10-16,16.25
2015-10-20,-31.1828
2015-10-21,-25.0
2015-10-22,46.6667
2015-10-30,-29.1193
2015-11-04,82.7655
2015-11-17,-38.5965
2015-11-19,14.2857
2015-11-20,0.0
2015-12-02,0.0
2015-12-07,0.0
2015-12-23,12.5
2015-12-28,8.8889
2015-12-31,-18.3673
2016-01-08,10.7812
2016-01-11,-14.2454
2016-01-13,0.0
2016-01-20,-7.8947
2016-01-27,0.0
2016-02-02,7.1429
2016-02-03,4.0
2016-02-08,0.0
2016-02-25,28.2051
2016-03-10,0.0
2016-03-14,-8.0
2016-03-17,-34.7826
2016-03-24,-3.3333
2016-03-29,3.4483
2016-03-30,-6.6667
2016-04-01,-10.7143
2016-04-04,0.0
2016-04-06,-2.5
2016-04-07,18.9744
2016-04-08,-10.3448
2016-04-11,0.0
2016-04-12,0.0
2016-04-15,-47.3558
2016-04-25,45.2055
2016-04-26,-13.836500000000001
2016-04-27,-5.4745
2016-04-28,-38.2239
2016-04-29,108.75
2016-05-02,-23.9521
2016-05-03,-18.1102
2016-05-05,-53.8462
2016-05-09,180.2083
2016-05-19,-48.6989
2016-05-20,15.942
2016-05-23,0.0
2016-05-24,0.0
2016-05-27,-30.0
2016-06-03,-14.2857
2016-06-06,-33.3333
2016-06-07,4.6875
2016-06-08,-7.4627
2016-07-06,29.0323
2016-07-12,-57.5
2016-07-20,17.647100000000002
2016-08-03,5.0
2016-08-04,-4.7619
2016-08-11,32.5
2016-08-17,-39.6226
2016-08-18,0.0
2016-08-24,0.0
2016-09-08,78.125
2016-09-21,-43.8596
2016-09-26,0.0
2016-10-06,0.0
2016-10-25,0.0
2016-10-27,0.0
2016-11-03,31.25
2016-11-10,183.3333
2016-11-14,-73.1092
2016-11-28,6.25
2016-12-01,-5.8824
2016-12-13,115.625
2016-12-23,-23.1884
2016-12-27,-66.0377
2016-12-29,5.5556
2017-01-17,0.0
2017-01-19,68.4211
2017-01-20,100.0
2017-02-02,-50.0
2017-02-08,-93.75
2017-02-22,700.0
2017-03-03,0.0
2017-03-20,-87.5
2017-03-23,1500.0
2017-03-24,0.0
2017-03-27,-65.625
2017-03-28,190.9091
2017-03-29,103.125
2017-03-30,-80.0
2017-03-31,0.0
2017-04-03,-23.0769
2017-04-06,-40.0
2017-04-17,0.0
2017-04-25,0.0
2017-04-26,0.0
2017-05-01,116.6667
2017-05-15,-53.8462
2017-05-31,0.0
2017-06-08,6.6667
2017-06-09,0.0
2017-06-16,0.0
2017-07-07,0.0
2017-07-12,0.0
2017-07-20,0.0
2017-07-25,0.0
2017-08-21,-25.0
2017-09-13,33.3333
2017-09-14,0.0
2017-09-27,25.0
2017-10-17,-20.0
2017-11-06,0.0
2017-11-20,-25.0
2017-11-28,0.0
2017-12-05,15.0
2017-12-15,15.942
2017-12-18,0.0
2017-12-20,0.0
2017-12-27,25.0
2017-12-29,-20.0
2018-01-12,350.0
2018-02-05,-83.3333
2018-02-12,0.0
2018-03-05,0.0
2018-03-23,-33.3333
2018-04-13,100.0
2018-04-16,0.0
2018-05-04,0.0
2018-05-18,46.5
2018-05-29,-31.7406
2018-07-06,-50.0
2018-07-24,50.0
2018-08-30,0.0
2018-09-06,33.3333
2018-10-22,-50.0
2018-11-26,100.0
2018-11-30,0.0
2018-12-06,-50.0
2018-12-11,0.0
2019-03-22,-50.0
2019-11-12,-99.0
2019-12-13,900.0
