ticker,VICA US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2013-10-29,42.8571
2013-10-30,35.0
2013-11-01,-7.4074
2014-02-21,0.0
2014-02-24,60.0
2014-03-20,-0.5
2014-03-21,0.0
2014-03-25,-22.1106
2014-03-26,0.0
2014-03-28,3.2258
2014-04-01,24.375
2014-04-02,-9.5477
2014-04-04,25.0
2014-04-07,-11.1111
2014-04-11,12.5
2014-04-15,-11.1111
2014-04-16,12.5
2014-04-17,-33.3333
2014-04-22,0.0
2014-04-23,-16.6667
2014-04-24,-7.2
2014-04-29,3.4483
2014-05-02,0.0
2014-05-05,0.0
2014-05-06,0.0
2014-05-16,0.0
2014-06-02,13.3333
2014-06-06,-0.7353
2014-06-09,3.7037
2014-06-10,-0.7143
2014-06-11,0.0
2014-06-25,-2.8777
2014-07-03,2.963
2014-07-08,0.7194
2014-07-09,7.1429
2014-07-15,0.0
2014-07-17,-20.0
2014-07-18,25.0
2014-07-21,0.0
2014-07-23,-6.6667
2014-07-24,0.0
2014-07-29,7.1429
2014-07-31,0.0
2014-08-05,0.0
2014-08-11,0.0
2014-08-12,33.3333
2014-08-19,12.5
2014-08-27,4.4444
2014-09-03,13.1915
2014-09-04,10.9023
2014-09-05,-5.0847
2014-09-08,-5.3571
2014-09-09,0.0
2014-09-10,-1.8868
2014-09-11,-1.9231
2014-09-12,7.8431
2014-09-15,-4.3636
2014-09-16,0.7605
2014-09-17,1.8868
2014-09-19,7.4074
2014-09-22,-1.7241
2014-09-23,-1.7544
2014-09-24,1.7856999999999998
2014-09-25,0.0
2014-09-26,-7.0175
2014-09-29,-20.7547
2014-09-30,14.2857
2014-10-02,0.0
2014-10-07,2.0833
2014-10-08,2.0408
2014-10-13,4.0
2014-10-21,-1.9231
2014-10-22,-5.8824
2014-10-23,-12.5
2014-11-06,14.2857
2014-11-11,0.0
2014-11-12,4.1667
2014-11-13,2.4
2014-11-14,-2.3438
2014-11-17,-8.0
2014-11-18,10.8696
2014-11-20,1.9607999999999999
2014-11-21,-11.538499999999999
2014-11-24,17.3913
2014-11-25,0.0
2014-11-28,11.1111
2014-12-01,0.0
2014-12-02,0.0
2014-12-03,0.0
2014-12-04,1.6667
2014-12-08,0.0
2014-12-12,1.6393
2014-12-15,0.0
2014-12-16,-1.2903
2014-12-18,1.3072
2014-12-19,8.0645
2014-12-22,0.0
2014-12-23,5.9701
2014-12-29,-12.6761
2014-12-31,0.0
2015-01-02,0.0
2015-01-05,-8.0645
2015-01-06,-7.0175
