ticker,CHZQ US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2005-08-18,400.0
2005-08-19,0.0
2005-08-22,20.0
2005-08-23,0.0
2005-08-24,-50.0
2005-08-25,-33.3333
2005-08-26,50.0
2005-08-29,-33.3333
2005-08-30,25.0
2005-08-31,-12.0
2005-09-01,-54.5455
2005-09-02,0.0
2005-09-06,400.0
2005-09-07,-44.0
2005-09-13,-64.2857
2005-09-14,50.0
2005-09-15,-33.3333
2005-09-16,50.0
2005-09-19,100.0
2005-09-21,0.0
2005-09-22,-33.3333
2005-09-23,0.0
2005-09-26,-25.0
2005-09-27,53.3333
2005-09-28,8.6957
2005-09-29,-20.0
2005-09-30,0.0
2005-10-03,0.0
2005-10-04,0.0
2005-10-05,0.0
2005-10-06,0.0
2005-10-07,0.0
2005-10-10,0.0
2005-10-11,0.0
2005-10-12,0.0
2005-10-13,0.0
2005-10-14,0.0
2005-10-17,0.0
2005-10-18,-35.0
2005-10-19,0.0
2005-10-20,-7.6923
2005-10-21,8.3333
2005-10-24,53.8462
2005-10-25,20.0
2005-10-26,4.1667
2005-10-27,0.0
2005-10-28,0.0
2005-10-31,0.0
2005-11-01,0.0
2005-11-02,0.0
2005-11-03,0.0
2005-11-04,0.0
2005-11-07,-20.0
2005-11-08,0.0
2005-11-09,25.0
2005-11-10,20.0
2005-11-11,-33.3333
2005-11-14,-10.0
2005-11-15,-11.1111
2005-11-16,0.0
2005-11-17,0.0
2005-11-18,0.0
2005-11-21,25.0
2005-11-22,-20.0
2005-11-23,6.25
2005-11-25,0.0
2005-11-28,-11.7647
2005-11-29,-10.0
2005-11-30,0.0
2005-12-01,-3.7037
2005-12-02,-22.1154
2005-12-05,0.0
2005-12-06,0.6173
2005-12-07,95.092
2005-12-08,-48.7421
2005-12-09,1.8405
2005-12-12,0.0
2005-12-13,0.0
2005-12-14,0.0
2005-12-15,44.5783
2005-12-16,-30.8333
2005-12-19,4.8193
2005-12-20,-4.5977
2005-12-21,1.2048
2005-12-22,3.5714
2005-12-23,-2.2989
2005-12-27,0.0
2005-12-28,0.0
2005-12-29,-1.1764999999999999
2005-12-30,1.1905000000000001
2006-01-03,0.0
2006-01-04,0.0
2006-01-05,0.0
2006-01-06,12.9412
2006-01-09,0.0
2006-01-10,0.0
2006-01-11,0.0
2006-01-12,0.0
2006-01-13,0.0
2006-01-17,16.6667
2006-01-18,0.0
2006-01-19,114.2857
2006-01-20,106.6667
2006-01-23,-19.3548
2006-01-24,-20.0
