ticker,EDRY US Equity
2018-10-19,2.3209
2018-10-22,15.8777
2018-10-23,0.0
2018-10-24,0.8511
2018-10-25,1.2658
2018-10-26,3.3333
2018-10-29,2.9839
2018-10-30,-8.379
2018-10-31,3.259
2018-11-01,-0.5902
2018-11-02,-7.9933
2018-11-05,-0.905
2018-11-06,-8.6758
2018-11-07,5.0
2018-11-08,-8.4762
2018-11-09,5.6190999999999995
2018-11-12,-6.8966
2018-11-13,19.0476
2018-11-14,-0.7111
2018-11-15,-0.1791
2018-11-16,-1.3453
2018-11-19,-14.0909
2018-11-20,11.3757
2018-11-21,-3.658
2018-11-23,-2.5641
2018-11-26,-3.1377
2018-11-27,-0.1045
2018-11-28,-5.8577
2018-11-29,4.4444
2018-11-30,-1.3298
2018-12-03,-4.0431
2018-12-04,-2.5843
2018-12-06,0.9227
2018-12-07,2.5143
2018-12-10,0.1115
2018-12-11,2.5612
2018-12-12,-2.2801
2018-12-13,-0.8889
2018-12-14,-3.3632
2018-12-17,4.9884
2018-12-18,-1.6575
2018-12-19,2.809
2018-12-20,-5.3552
2018-12-21,-3.0023
2018-12-24,4.5238
2018-12-26,0.2278
2018-12-27,-1.1364
2018-12-28,0.5747
2018-12-31,-1.8286
2019-01-02,-0.6985
2019-01-03,10.0821
2019-01-04,-3.9404
2019-01-07,-1.3304
2019-01-08,0.0
2019-01-09,-2.9213
2019-01-10,0.1944
2019-01-11,1.0766
2019-01-14,0.0274
2019-01-15,-1.7412
2019-01-16,0.364
2019-01-17,-3.9936
2019-01-18,5.7128
2019-01-22,-2.3973
2019-01-23,-3.5088
2019-01-24,0.3636
2019-01-25,-2.5362
2019-01-28,-0.8674
2019-01-29,-1.0
2019-01-30,-0.8838
2019-01-31,-3.1847
2019-02-01,0.0
2019-02-04,-1.1842
2019-02-05,2.1531000000000002
2019-02-06,-0.7964
2019-02-07,-1.059
2019-02-08,-1.0624
2019-02-12,2.6846
2019-02-13,-4.183
2019-02-14,4.3015
2019-02-15,1.6899
2019-02-19,6.7593
2019-02-20,-6.8181
2019-02-21,2.0157
2019-02-22,-0.0127
2019-02-25,-5.438
2019-02-26,-2.0107
2019-02-27,2.2982
2019-02-28,-0.3744
2019-03-01,-3.3557
2019-03-04,-1.3361
2019-03-05,-0.7573
2019-03-06,1.4184
2019-03-07,4.8951
2019-03-08,-4.0
2019-03-11,10.2778
2019-03-12,-5.4156
2019-03-13,-2.7963
2019-03-14,-2.0548
2019-03-15,8.3916
2019-03-18,1.2903
2019-03-19,0.7643
2019-03-20,-2.6549
2019-03-21,2.7662
2019-03-22,0.7203
2019-03-25,0.5019
2019-03-26,12.3596
2019-03-27,2.7778
2019-03-28,-5.7297
2019-03-29,-0.5734
2019-04-01,-4.2664
2019-04-02,1.2036
2019-04-03,0.0
2019-04-04,3.4917
2019-04-05,-3.949
2019-04-08,-3.4659
2019-04-09,1.3572
2019-04-10,-1.7147999999999999
2019-04-11,0.6712
2019-04-12,-2.2737
2019-04-15,1.1392
2019-04-16,0.3767
2019-04-17,-0.9987
2019-04-18,-0.1259
2019-04-22,-0.6305
2019-04-23,1.5228000000000002
2019-04-24,0.0
2019-04-25,-5.375
2019-04-26,3.5667
2019-04-29,0.7653
2019-04-30,0.062
2019-05-01,-1.0108
2019-05-02,-1.5335
2019-05-03,-0.0636
2019-05-06,-0.0013
2019-05-07,-0.0221
2019-05-09,0.5417
2019-05-13,-0.3075
2019-05-15,-2.3159
2019-05-21,-0.1645
2019-05-22,1.7128999999999999
2019-05-23,-2.012
2019-05-24,0.2667
2019-05-28,2.3936
2019-05-29,-2.5974
2019-05-30,0.5
2019-05-31,-0.1964
2019-06-03,-0.8401
2019-06-04,-6.6962
2019-06-05,0.5747
2019-06-06,-6.8557
2019-06-07,9.2836
2019-06-10,0.1417
2019-06-11,0.6236
2019-06-12,-5.7869
2019-06-13,4.9597
2019-06-14,0.7042
2019-06-17,-1.7678
2019-06-18,2.5115
2019-06-19,0.2778
2019-06-24,-1.3518
2019-06-25,0.4072
2019-06-26,1.5186
2019-06-27,0.551
2019-06-28,-3.4247
2019-07-01,0.2837
2019-07-02,0.7072
2019-07-03,7.948
2019-07-05,5.1276
2019-07-08,-6.6832
2019-07-09,6.7865
2019-07-11,-5.9081
2019-07-12,7.4815
2019-07-15,-0.894
2019-07-16,0.9219
2019-07-17,-2.7553
2019-07-18,-2.476
2019-07-22,6.6819
2019-07-23,1.5777
2019-07-24,-0.7766
2019-07-25,-1.2643
2019-07-26,0.2
2019-07-29,3.4516
2019-07-30,-1.1764999999999999
2019-07-31,-6.5298
2019-08-01,-1.8009
2019-08-02,4.8625
2019-08-05,-4.0816
2019-08-06,1.7408000000000001
2019-08-07,-1.1407
2019-08-08,-4.0308
2019-08-09,-5.1512
2019-08-12,7.1831
2019-08-13,-9.3298
2019-08-14,1.7391
2019-08-15,1.9943
2019-08-19,4.1899
2019-08-22,-0.134
2019-08-23,0.6711
2019-08-26,-0.5333
2019-08-27,1.2064
2019-08-29,0.3007
2019-08-30,2.1894
2019-09-03,1.2987
2019-09-04,5.6257
2019-09-05,-4.5894
2019-09-06,-0.4127
2019-09-09,-0.6025
2019-09-10,-1.6623999999999999
2019-09-11,-0.9051
2019-09-12,3.6691000000000003
2019-09-13,-6.3291
2019-09-16,4.0541
2019-09-23,-1.2987
2019-09-24,0.0
2019-09-25,0.0
2019-09-27,5.2632
2019-09-30,0.0
2019-10-01,-0.125
2019-10-02,0.0
2019-10-03,0.0
2019-10-04,0.1252
2019-10-07,0.0
2019-10-08,2.5
2019-10-09,1.8902
2019-10-10,1.7355
2019-10-11,-3.5294
2019-10-14,-5.6098
2019-10-16,6.7597000000000005
2019-10-18,-1.612
2019-10-21,-0.6236
2019-10-22,-4.2504
2019-10-23,5.353
2019-10-24,6.6258
2019-10-25,-4.3314
2019-10-28,0.4162
2019-11-01,-2.6137
2019-11-05,-0.2399
2019-11-06,0.1171
2019-11-07,-7.6355
2019-11-08,9.3333
2019-11-11,0.0
2019-11-12,-0.122
2019-11-13,0.1221
2019-11-14,-2.8049
2019-11-15,0.2509
2019-11-18,-0.1777
2019-11-19,0.178
2019-11-20,2.6283
2019-11-21,0.0
2019-11-22,0.0
2019-11-25,-0.122
2019-11-26,-2.3199
2019-11-27,2.375
2019-11-29,-0.1221
2019-12-02,-0.978
2019-12-03,-0.6173
2019-12-04,0.6211
2019-12-05,-1.9752999999999998
2019-12-06,2.0151
2019-12-09,-1.8519
2019-12-10,0.2516
2019-12-11,0.0
2019-12-12,-2.5094
2019-12-13,2.1879
2019-12-16,0.7557
2019-12-17,-0.25
2019-12-18,0.2506
2019-12-19,-2.375
2019-12-20,1.5365
2019-12-23,-3.9092000000000002
2019-12-24,3.6745
2019-12-26,-1.2658
2019-12-27,-0.1282
2019-12-30,0.0
2019-12-31,0.1284
2020-01-02,-2.1795
2020-01-03,-1.9659
2020-01-06,-0.1337
2020-01-07,-1.1312
2020-01-08,2.7689
2020-01-09,3.4256
2020-01-10,0.6369
2020-01-13,-3.1848
2020-01-14,-1.2865
2020-01-16,-7.7815
2020-01-23,-4.2011
2020-01-24,-2.3988
2020-01-27,-0.3072
2020-01-28,0.0
2020-01-29,-2.9276
2020-01-31,-7.1206
2020-02-03,3.565
2020-02-04,-14.5215
2020-02-06,10.0386
2020-02-07,-2.4053
2020-02-10,1.5657
2020-02-12,1.9468999999999999
2020-02-13,9.375
2020-02-14,3.0952
2020-02-18,-3.0023
2020-02-19,-8.0952
2020-02-20,-2.9706
2020-02-21,2.3496
2020-02-24,-3.4783
2020-02-25,0.0
2020-02-27,-8.6505
2020-02-28,-4.3374
2020-03-02,13.1959
2020-03-03,7.4681
2020-03-04,4.7695
2020-03-06,-3.0964
2020-03-09,-0.6678
2020-03-10,0.8403
2020-03-11,0.8
2020-03-12,-12.7265
2020-03-13,-7.1671
2020-03-16,8.302
2020-03-17,-3.9346
2020-03-18,-15.0647
2020-03-19,3.9261
2020-03-20,-2.2222
2020-03-24,4.7545
2020-03-26,6.3091
2020-03-31,-1.8469
2020-04-01,-14.7521
2020-04-02,36.0976
2020-04-03,0.3584
2020-04-06,0.0
2020-04-07,0.0
2020-04-08,-19.2857
2020-04-09,8.8496
2020-04-13,-3.5854
2020-04-14,0.1349
2020-04-16,-5.0526
2020-04-17,-3.5477
2020-04-20,1.3793
2020-04-24,8.8435
2020-04-27,-12.5
2020-04-28,12.9952
2020-05-04,-11.4965
2020-05-06,-0.0048
2020-05-07,4.7619
2020-05-08,5.8818
2020-05-13,-3.8379
2020-05-18,-9.5982
2020-05-19,-1.2346
2020-05-20,-4.75
2020-05-21,-1.3123
2020-05-22,-8.7766
2020-05-26,4.9563
2020-05-27,-2.775
2020-05-28,1.3485
2020-05-29,-1.3334
2020-06-01,4.4286
2020-06-02,-0.1368
2020-06-03,-2.137
2020-06-04,-2.2956
2020-06-05,-6.0287
2020-06-08,14.953
2020-06-09,-7.374
2020-06-10,-0.0573
2020-06-11,8.8825
2020-06-12,-4.4737
2020-06-15,1.6198000000000001
2020-06-16,-2.6784
2020-06-17,-1.6713
2020-06-18,37.3938
2020-06-19,-12.3711
2020-06-22,-9.1765
2020-06-23,1.2953000000000001
2020-06-24,-5.1151
2020-06-25,0.4447
2020-06-26,-5.273
2020-06-29,-0.8499
2020-06-30,0.0
2020-07-01,0.2857
2020-07-02,3.7037
2020-07-06,4.3956
2020-07-07,-2.6316
2020-07-08,1.5215999999999998
2020-07-09,-0.1677
2020-07-10,5.8667
2020-07-13,-10.3275
2020-07-14,-0.4213
2020-07-15,-0.5472
2020-07-16,0.4084
2020-07-17,2.5705999999999998
2020-07-20,-2.5061999999999998
2020-07-21,4.2373
2020-07-22,4.607
2020-07-23,-4.4041
2020-07-24,-2.168
2020-07-27,-1.9391
2020-07-28,9.6045
2020-07-29,-4.6392
2020-07-30,-2.7027
2020-07-31,1.5278
