ticker,ELY US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,0.0
2000-01-04,-5.3004
2000-01-05,-2.6119
2000-01-06,1.1494
2000-01-07,0.0
2000-01-10,1.1364
2000-01-11,1.8727
2000-01-12,-3.3088
2000-01-13,-1.9011
2000-01-14,1.938
2000-01-18,7.9848
2000-01-19,-2.1127
2000-01-20,-3.5971
2000-01-21,1.4925
2000-01-24,-2.2059
2000-01-25,-0.7519
2000-01-26,3.4091
2000-01-27,-17.9487
2000-01-28,-6.6964
2000-01-31,-2.3923
2000-02-01,2.451
2000-02-02,5.7416
2000-02-03,4.5249
2000-02-04,-0.8658
2000-02-07,2.6201
2000-02-08,-1.7021
2000-02-09,-2.5974
2000-02-10,-5.3333
2000-02-11,-0.939
2000-02-14,-3.7915
2000-02-15,-3.9409
2000-02-16,1.5385
2000-02-17,-1.5152
2000-02-18,-1.0256
2000-02-22,0.5181
2000-02-23,-4.6392
2000-02-24,-4.8649000000000004
2000-02-25,3.4091
2000-02-28,10.989
2000-02-29,-4.396
2000-03-01,2.6042
2000-03-02,1.5228000000000002
2000-03-03,10.5
2000-03-06,-1.81
2000-03-07,0.4608
2000-03-08,0.4587
2000-03-09,-1.3699
2000-03-10,-2.7778
2000-03-13,-2.8571
2000-03-14,-3.4314
2000-03-15,0.5076
2000-03-16,8.5859
2000-03-17,11.1628
2000-03-20,2.9289
2000-03-21,1.2195
2000-03-22,-2.008
2000-03-23,2.0492
2000-03-24,2.4096
2000-03-27,-1.5686
2000-03-28,1.1952
2000-03-29,-0.7874
2000-03-30,-1.5873
2000-03-31,0.0
2000-04-03,0.0
2000-04-04,-0.8065
2000-04-05,0.0
2000-04-06,4.065
2000-04-07,3.125
2000-04-10,-4.9242
2000-04-11,0.3984
2000-04-12,0.7937
2000-04-13,-0.7874
2000-04-14,-5.5556
2000-04-17,-0.4202
2000-04-18,2.9536
2000-04-19,-2.0492
2000-04-20,3.3473
2000-04-24,-4.0486
2000-04-25,8.0169
2000-04-26,3.125
2000-04-27,-0.3788
2000-04-28,1.1407
2000-05-01,-0.7519
2000-05-02,-3.7879
2000-05-03,0.3937
2000-05-04,3.5294
2000-05-05,9.0909
2000-05-08,5.2083
2000-05-09,4.9505
2000-05-10,2.8302
2000-05-11,-2.4465
2000-05-12,3.4859
2000-05-15,-0.304
2000-05-16,-2.1341
2000-05-17,-0.3115
2000-05-18,-4.375
2000-05-19,0.6536
2000-05-22,0.0
2000-05-23,-2.2727
2000-05-24,0.3322
