ticker,AKTX US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2013-05-15,0.0
2013-05-23,-5.0
2013-06-07,-15.7895
2013-07-09,0.0
2013-11-05,-50.0
2013-12-12,-25.0
2013-12-16,0.0
2013-12-18,0.0
2013-12-26,-5.3333
2014-01-06,12.6761
2014-01-07,18.75
2014-01-08,0.0
2014-01-09,0.0
2014-01-10,3.6842
2014-01-13,-0.5076
2014-01-14,11.2245
2014-01-15,0.9174
2014-01-16,0.0
2014-01-17,0.0
2014-01-22,0.0
2014-01-23,-4.0909
2014-01-24,-0.4739
2014-01-27,0.0
2014-01-28,0.0
2014-01-29,0.0
2014-01-30,-2.8571
2014-01-31,-12.7451
2014-02-03,-8.427
2014-02-04,-3.681
2014-02-05,-4.4586
2014-02-06,-2.9333
2014-02-07,7.967
2014-02-10,0.2545
2014-02-11,-0.8883
2014-02-12,-0.128
2014-02-13,-3.8462
2014-02-14,3.2
2014-02-18,-2.4548
2014-02-19,-3.3113
2014-02-20,-3.4247
2014-02-21,0.7092
2014-02-24,-0.7042
2014-02-25,-2.8369
2014-02-26,0.2901
2014-02-27,-5.384
2014-02-28,-0.7692
2014-03-03,-3.1008
2014-03-04,-1.6
2014-03-05,0.6504
2014-03-06,6.6236
2014-03-07,-1.6667
2014-03-10,6.4715
2014-03-11,-1.5918999999999999
2014-03-12,4.4118
2014-03-13,-3.5211
2014-03-14,-1.4599
2014-03-17,-0.1481
2014-03-18,1.6339000000000001
2014-03-19,-0.0018
2014-03-20,0.7299
2014-03-21,-2.1739
2014-03-24,3.7037
2014-03-25,-0.7125
2014-03-26,-4.3183
2014-03-27,-0.7519
2014-03-31,-1.6667
2014-04-01,-5.2369
2014-04-02,1.9491
2014-04-03,-1.887
2014-04-04,0.6228
2014-04-07,-7.916
2014-04-08,-3.5088
2014-04-09,0.0
2014-04-10,-4.5455
2014-04-11,2.8595
2014-04-14,-3.5208
2014-04-15,-1.9194
2014-04-16,12.3801
2014-04-21,-2.4836
2014-04-22,1.4285999999999999
2014-04-23,3.114
2014-04-24,5.1754999999999995
2014-04-25,0.6494
2014-04-28,-1.6129
2014-04-29,0.0
2014-05-02,-1.8033000000000001
2014-05-08,-7.3456
2014-05-09,-0.9009
2014-05-12,-1.8182
2014-05-13,-1.2963
2014-05-14,0.5629
2014-05-15,-3.3582
2014-05-16,-0.5792
2014-05-19,1.165
2014-05-20,-0.1919
2014-05-21,0.9615
2014-05-22,-0.1905
2014-05-23,2.8554
2014-05-27,-4.402
