ticker,IMMG US Equity
2017-07-24,0.0
2017-07-25,0.0
2017-07-27,0.0
2017-08-02,0.0
2017-08-04,0.0
2017-08-09,-50.0
2017-08-11,100.0
2017-08-15,-50.0
2017-08-17,0.0
2017-08-21,100.0
2017-08-24,-50.0
2017-08-28,0.0
2017-08-31,0.0
2017-09-01,0.0
2017-09-05,0.0
2017-09-06,0.0
2017-09-07,-99.0
2017-09-11,0.0
2017-09-13,0.0
2017-09-14,0.0
2017-09-15,900.0
2017-09-19,-90.0
2017-09-26,0.0
2017-09-27,0.0
2017-10-02,0.0
2017-10-05,0.0
2017-10-11,-99.0
2017-10-13,9900.0
2017-10-16,0.0
2017-10-17,0.0
2017-10-19,0.0
2017-10-20,0.0
2017-10-23,1400.0
2017-10-24,0.0
2017-10-26,-93.3333
2017-11-01,100.0
2017-11-03,0.0
2017-11-07,150.0
2017-11-08,20.0
2017-11-17,0.0
2017-11-20,0.0
2017-12-06,-99.8333
2017-12-12,59900.0
2017-12-14,-83.3333
2017-12-20,900.0
2017-12-29,0.0
2018-01-24,0.0
2018-01-26,20.0
2018-01-29,-91.6667
2018-02-02,0.0
2018-02-06,500.0
2018-02-08,0.0
2018-02-14,0.0
2018-02-15,-83.3333
2018-02-27,500.0
2018-03-07,-83.3333
2018-03-08,500.0
2018-03-13,0.0
2018-03-20,-83.3333
2018-03-21,0.0
2018-03-29,900.0
2018-04-04,0.0
2018-04-09,-10.0
2018-04-10,-88.8889
2018-04-20,600.0
2018-05-01,42.8571
2018-05-11,-90.0
2018-05-14,100.0
2018-05-15,0.0
2018-05-21,0.0
2018-05-24,0.0
2018-06-01,150.0
2018-06-13,0.0
2018-06-27,0.0
2018-06-28,0.0
2018-07-02,0.0
2018-07-18,-60.0
2018-08-13,-50.0
2018-08-20,9900.0
2018-08-22,-90.0
2018-08-23,900.0
2018-08-27,0.0
2018-08-30,-89.0
2018-09-12,0.0
2018-09-25,0.0
2018-09-27,-9.0909
2018-09-28,-99.0
2018-11-07,9900.0003
2018-11-12,0.0
2018-11-13,0.0
2018-11-27,0.0
2018-12-20,-99.0
2018-12-31,900.0
2019-01-22,0.0
2019-01-23,0.0
2019-01-29,0.0
2019-03-21,0.0
2019-03-26,0.0
2019-04-09,0.0
2019-06-21,0.0
2019-07-29,0.0
2019-09-09,-99.0
2019-09-10,9900.0
2019-09-26,-90.0
2019-10-04,-90.0
2019-10-08,9900.0
2019-10-14,-99.0
2019-10-16,9900.0
2019-10-22,0.0
2019-10-28,0.0
2019-10-30,-99.0
2019-11-06,9900.0
2019-11-07,0.0
2019-11-08,0.0
2019-11-12,0.0
2019-11-15,0.0
2019-11-18,0.0
2019-12-03,-99.0
2019-12-10,0.0
2019-12-11,9900.0
2019-12-12,0.0
2019-12-13,-99.0
2019-12-17,9900.0
2019-12-18,-99.0
2019-12-19,9900.0
2019-12-23,0.0
2019-12-24,0.0
2019-12-26,0.0
2019-12-27,0.0
2020-01-16,0.0
2020-02-20,0.0
2020-02-25,0.0
2020-03-12,-99.0
2020-03-24,9900.0
2020-03-25,0.0
2020-03-26,0.0
2020-04-14,0.0
2020-04-22,0.0
2020-05-11,0.0
2020-05-13,0.0
2020-05-19,0.0
2020-05-22,0.0
2020-05-26,0.0
2020-06-03,0.0
2020-06-08,0.0
2020-06-11,0.0
2020-06-16,0.0
2020-06-22,0.0
