ticker,IMMG US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2015-11-12,66.6667
2015-11-13,-50.0
2015-11-18,66.6667
2015-11-19,40.0
2015-12-21,14.2857
2016-02-18,0.0
2016-03-04,-22.5
2016-04-07,-3.2258
2016-05-05,0.0
2016-06-13,16.6667
2016-06-14,14.2857
2016-06-15,5.0
2016-06-20,0.0
2016-07-18,0.0
2016-08-04,0.0
2016-08-10,0.0
2016-08-11,0.0
2016-08-18,0.0
2016-08-22,-25.2381
2016-09-28,-1.2739
2016-11-17,-3.2258
2017-01-06,0.0
2017-01-30,0.0
2017-01-31,66.625
2017-02-01,85.8465
2017-02-02,-12.8095
2017-02-03,2.4691
2017-02-06,-7.2289
2017-02-07,-15.5844
2017-02-08,-7.6923
2017-02-10,-3.3333
2017-02-13,3.4483
2017-02-14,-8.3333
2017-02-15,-1.4205
2017-02-17,-17.0029
2017-02-21,0.0
2017-02-22,-22.2222
2017-02-23,0.0
2017-03-01,14.2857
2017-03-03,-2.0313
2017-03-06,-8.134
2017-03-07,-2.7778
2017-03-08,20.0
2017-03-09,-28.5714
2017-03-10,-10.0
2017-03-13,0.0
2017-03-14,0.0
2017-03-15,-7.4074
2017-03-20,7.6
2017-03-21,-0.3717
2017-03-27,26.8657
2017-03-28,108.8235
2017-03-29,16.9014
2017-03-30,19.2771
2017-03-31,21.2121
2017-04-03,-6.6667
2017-04-19,-93.75
2017-04-20,-14.2857
2017-04-21,16.6667
2017-04-24,-14.2857
2017-04-25,0.0
2017-04-26,16.6667
2017-04-27,-14.2857
2017-05-01,0.0
2017-05-02,-16.6667
2017-05-03,-99.75
2017-05-04,39900.0
2017-05-05,0.0
2017-05-08,20.0
2017-05-09,-16.6667
2017-05-12,-40.0
2017-05-15,66.6667
2017-05-16,-40.0
2017-05-17,0.0
2017-05-18,0.0
2017-05-19,133.3333
2017-05-22,-28.5714
2017-05-23,0.0
2017-05-24,0.0
2017-05-26,-40.0
2017-05-30,-33.3333
2017-06-01,50.0
2017-06-05,-33.3333
2017-06-06,0.0
2017-06-07,0.0
2017-06-08,100.0
2017-06-12,-50.0
2017-06-13,-50.0
2017-06-14,400.0
2017-06-15,-40.0
2017-06-19,0.0
2017-06-21,-33.3333
2017-06-22,25.0
2017-06-23,40.0
2017-06-26,-14.2857
2017-06-28,0.0
2017-06-30,-16.6667
2017-07-03,40.0
2017-07-11,-14.2857
2017-07-14,-33.3333
2017-07-17,0.0
2017-07-20,60.0
2017-07-21,-37.5
