ticker,SUNS US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2011-02-25,-2.0
2011-02-28,-0.102
2011-03-01,-1.1236
2011-03-02,0.0
2011-03-03,0.2066
2011-03-04,-0.7732
2011-03-07,1.039
2011-03-08,-0.2057
2011-03-09,-0.3091
2011-03-10,-0.4134
2011-03-11,-0.6227
2011-03-14,0.0
2011-03-15,-1.201
2011-03-16,-1.6913
2011-03-17,0.0
2011-03-18,0.9133
2011-03-21,1.1728
2011-03-22,1.6324
2011-03-23,-0.8808
2011-03-24,0.1045
2011-03-25,0.5222
2011-03-28,-2.961
2011-03-29,-0.1071
2011-03-30,-0.0536
2011-03-31,-0.1072
2011-04-01,2.8986
2011-04-04,-0.9911
2011-04-05,-0.1581
2011-04-06,0.3694
2011-04-07,-0.2103
2011-04-08,-1.7913999999999999
2011-04-11,-0.4828
2011-04-12,-1.186
2011-04-13,-0.2182
2011-04-14,-0.9295
2011-04-15,0.4415
2011-04-18,-1.2637
2011-04-19,-0.2226
2011-04-20,0.1673
2011-04-21,0.3898
2011-04-25,0.3328
2011-04-26,-0.387
2011-04-27,-0.222
2011-04-28,3.8932
2011-04-29,0.803
2011-05-02,-1.0621
2011-05-03,0.0
2011-05-04,-2.2544
2011-05-05,-0.1647
2011-05-06,1.3751
2011-05-09,0.7054
2011-05-10,-0.3233
2011-05-11,-1.6216
2011-05-12,1.0989
2011-05-13,-0.163
2011-05-16,-0.8165
2011-05-17,-1.2075
2011-05-18,1.5
2011-05-19,-0.1642
2011-05-20,-0.932
2011-05-23,-0.5534
2011-05-24,0.0556
2011-05-25,0.0
2011-05-26,0.8343
2011-05-27,0.2758
2011-05-31,0.165
2011-06-01,-1.6474
2011-06-02,0.67
2011-06-03,-0.5546
2011-06-06,-0.6135
2011-06-07,0.7856
2011-06-08,0.0557
2011-06-09,0.6121
2011-06-10,-2.7655
2011-06-13,-0.1138
2011-06-14,1.3667
2011-06-15,-0.9014
2011-06-16,0.5117
2011-06-17,-0.8484
2011-06-20,0.5134
2011-06-21,1.4188
2011-06-22,-2.6301
2011-06-23,2.4138
2011-06-24,3.8159
2011-06-27,-2.7027
2011-06-28,0.0
2011-06-29,0.2222
2011-06-30,-0.4989
2011-07-01,1.1142
2011-07-05,1.1019
2011-07-06,-0.654
2011-07-07,0.1646
2011-07-08,0.1095
2011-07-11,-0.2735
2011-07-12,-0.4937
2011-07-13,-0.441
2011-07-14,-0.2769
2011-07-15,-1.3378
2011-07-18,-0.565
2011-07-19,0.9659
