ticker,SPUP US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2013-12-02,-26.0
2013-12-03,-18.9189
2013-12-05,-33.3333
2013-12-12,5.0
2013-12-17,0.0
2014-03-10,42.8571
2014-03-13,-33.3333
2014-03-18,50.0
2014-06-05,-63.3333
2014-06-06,0.0
2014-06-09,-54.5455
2014-10-01,-52.0
2014-10-13,-8.3333
2014-10-17,100.0
2014-10-20,0.0
2014-10-21,-20.0
2014-10-23,-9.0909
2014-10-24,-6.25
2014-10-28,0.0
2014-10-29,0.0
2014-10-30,-13.3333
2014-11-03,0.0
2014-11-12,-7.6923
2014-11-18,0.0
2014-11-26,0.0
2014-12-09,-8.3333
2014-12-22,0.0
2014-12-23,18.1818
2015-01-13,15.3846
2015-01-15,0.0
2015-02-27,-33.3333
2015-03-03,50.0
2015-04-06,-33.3333
2015-05-08,-40.0
2015-05-11,66.6667
2015-07-29,-0.125
2015-09-11,-19.8999
2016-02-09,-13.75
2016-03-17,189.8551
2016-03-18,25.0
2016-03-22,20.0
2016-03-23,-13.3333
2016-03-30,-3.8462
2016-04-04,0.0
2016-04-21,-28.0
2016-05-18,38.8889
2016-07-08,-26.8
2016-07-26,31.1475
2016-11-03,4.1667
2016-11-07,-12.0
2016-12-02,13.6364
2016-12-28,20.0
2017-02-02,-16.6667
2017-02-23,-20.0
2017-02-27,0.0
2017-06-02,0.0
2017-06-12,400.0
2017-06-13,30.0
2017-06-15,-38.4615
2017-06-16,0.0
2017-06-22,-18.75
2017-06-29,-6.1538
2017-07-03,4.918
2017-07-12,-1.5625
2017-08-03,-4.7619
2017-08-21,16.6667
2017-08-30,-11.4286
2017-09-27,4.8387
2017-10-10,-9.2308
2017-10-16,-13.5593
2017-10-17,-18.6275
2017-10-30,-12.0482
2017-10-31,-13.6986
2017-11-01,-20.634900000000002
2017-11-10,0.0
2017-11-21,-40.0
2018-01-11,-6.6667
2018-01-16,0.0
2018-03-13,-7.1429
2018-03-19,-2.3077
2018-04-16,96.7717
2018-05-03,-47.9792
2018-09-19,0.0
2018-10-09,-23.0769
2018-10-15,50.0
2019-01-30,0.0
2019-02-06,93.3333
2019-02-07,-31.0345
2019-02-08,-25.0
2019-02-12,153.3333
2019-03-13,10.526299999999999
2019-03-15,21.4286
2019-03-18,-1.9607999999999999
2019-04-05,-68.0
2019-04-17,0.0
2019-07-23,212.5
2019-07-24,30.0
2019-07-30,-7.6923
2019-08-15,-58.3333
2019-08-19,20.0
2019-08-20,-9.1667
2019-09-03,-8.2569
2019-09-11,-20.0
2019-10-24,-25.0
2019-10-25,0.0
2019-10-29,-20.0
2019-11-19,-8.3333
2019-11-21,-2.2727
2020-01-22,-6.9767
2020-03-17,0.0
2020-03-19,0.0
2020-04-30,0.0
2020-06-29,-20.0
