ticker,QNBC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-04,-1.2766
2000-01-07,3.4483
2000-01-10,0.0
2000-01-19,-3.3333
2000-01-26,3.4483
2000-02-02,-3.3333
2000-02-07,0.0
2000-02-16,1.7241
2000-02-24,-3.3898
2000-02-25,-1.7544
2000-03-09,0.8646
2000-03-13,1.7856999999999998
2000-03-27,-5.2632
2000-03-29,-3.7037
2000-03-30,0.9615
2000-04-03,-2.8571
2000-04-10,-1.9607999999999999
2000-04-11,0.0
2000-04-13,1.0
2000-04-17,0.9901
2000-04-19,0.4902
2000-04-20,9.2683
2000-04-24,0.0
2000-04-27,1.7856999999999998
2000-05-02,26.3158
2000-05-03,-0.6944
2000-05-08,-18.8811
2000-05-10,-1.7241
2000-05-17,3.5088
2000-06-01,2.5423999999999998
2000-06-02,0.0
2000-06-08,5.8821
2000-06-09,-2.4793
2000-06-15,-7.6271
2000-06-16,2.7523
2000-06-19,-3.5714
2000-06-20,3.7037
2000-06-21,-3.5714
2000-06-26,-1.3889
2000-06-27,2.9108
2000-06-28,0.0
2000-07-06,0.365
2000-07-07,0.0
2000-07-10,0.0
2000-07-17,3.6364
2000-07-18,0.0
2000-07-24,-0.4386
2000-07-26,3.9648
2000-07-27,-8.4746
2000-07-28,5.0926
2000-08-10,2.2026
2000-08-11,-6.8966
2000-08-15,1.8519
2000-08-16,-1.8182
2000-08-17,3.7037
2000-08-31,0.0
2000-09-13,0.8646
2000-09-18,-2.6786
2000-09-22,2.2936
2000-09-26,0.4484
2000-09-27,-2.2321
2000-09-28,0.0
2000-09-29,2.2831
2000-10-04,-1.7856999999999998
2000-10-11,1.3636
2000-10-23,0.4484
2000-10-30,0.0
2000-11-10,5.3571
2000-11-13,-1.6949
2000-11-15,2.5862
2000-12-04,-5.042
2000-12-08,3.0882
2001-01-08,-0.4329
2001-01-22,0.0
2001-01-25,-2.6087
2001-01-26,2.6786
2001-01-31,-2.6087
2001-02-01,2.2321
2001-02-07,-2.1834
2001-02-08,3.5714
2001-02-09,-3.4483
2001-02-13,3.5714
2001-03-09,-0.8006
2001-04-03,1.7544
2001-04-18,-3.4483
2001-04-26,5.3571
2001-04-30,1.6949
2001-05-07,-3.3333
2001-05-08,-1.3793
2001-05-21,1.3986
2001-05-24,3.0345
2001-06-07,9.9291
2001-06-12,-2.9032
2001-06-21,-1.9933999999999998
2001-06-27,2.5423999999999998
2001-07-10,0.0
2001-07-12,0.0
2001-07-17,-4.1322
2001-07-20,5.0
