ticker,FB US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2012-05-18,0.61
2012-05-21,-10.9904
2012-05-22,-8.9039
2012-05-23,3.2258
2012-05-24,3.2188
2012-05-25,-3.3909000000000002
2012-05-29,-9.6208
2012-05-30,-2.2538
2012-05-31,5.0018
2012-06-01,-6.3514
2012-06-04,-2.9582
2012-06-05,-3.8327
2012-06-06,3.6376
2012-06-07,-1.865
2012-06-08,3.0027
2012-06-11,-0.3506
2012-06-12,1.4627
2012-06-13,-0.4745
2012-06-14,3.7404
2012-06-15,6.094
2012-06-18,4.6512
2012-06-19,1.595
2012-06-20,-0.9746
2012-06-21,0.7595
2012-06-22,3.8003
2012-06-25,-2.9955
2012-06-26,3.2439
2012-06-27,-2.6284
2012-06-28,-2.6993
2012-06-29,-0.845
2012-07-02,-1.042
2012-07-03,1.3942
2012-07-05,0.8654
2012-07-06,0.8262
2012-07-09,1.3867
2012-07-10,-2.1759
2012-07-11,-1.5888
2012-07-12,-0.5166
2012-07-13,-0.2921
2012-07-16,-8.0566
2012-07-17,-0.5488
2012-07-18,3.6311999999999998
2012-07-19,-0.3779
2012-07-20,-0.8276
2012-07-23,-0.0348
2012-07-24,-1.0435
2012-07-25,3.1283
2012-07-26,-8.5037
2012-07-27,-11.6968
2012-07-30,-2.3413
2012-07-31,-6.2203
2012-08-01,-3.8231
2012-08-02,-4.023
2012-08-03,5.2395
2012-08-06,3.9355
2012-08-07,-5.4745
2012-08-08,0.0
2012-08-09,1.3996
2012-08-10,3.7934
2012-08-13,-0.9492
2012-08-14,-5.6481
2012-08-15,4.0236
2012-08-16,-6.2736
2012-08-17,-4.1268
2012-08-20,5.0446
2012-08-21,-4.2577
2012-08-22,1.4615
2012-08-23,0.0051
2012-08-24,-0.1595
2012-08-27,-1.3344
2012-08-28,0.9922
2012-08-29,-1.241
2012-08-30,-0.0602
2012-08-31,-5.3985
2012-09-04,-1.8218999999999999
2012-09-05,4.8
2012-09-06,2.0452
2012-09-07,0.1055
2012-09-10,-0.8957
2012-09-11,3.2961
2012-09-12,7.7252
2012-09-13,-1.0415
2012-09-14,6.2135
2012-09-17,-2.1818
2012-09-18,1.6263999999999998
2012-09-19,6.4929
2012-09-20,-3.0056
2012-09-21,1.1952
2012-09-24,-9.0551
2012-09-25,-2.4531
2012-09-26,1.6764999999999999
2012-09-27,-1.4549
2012-09-28,6.5945
2012-10-01,1.5234999999999999
2012-10-02,1.2732999999999999
2012-10-03,-1.9758
2012-10-04,0.5383
