ticker,KALA US Equity
2017-12-06,-3.6813000000000002
2017-12-07,8.4997
2017-12-08,0.6309
2017-12-11,-6.4786
2017-12-12,0.7821
2017-12-13,-7.2062
2017-12-14,-2.5686999999999998
2017-12-15,2.0846
2017-12-18,5.045
2017-12-19,-3.9451
2017-12-20,2.5
2017-12-21,1.0453
2017-12-22,-0.7471
2017-12-26,5.2113
2017-12-27,4.568
2017-12-28,0.0
2017-12-29,-2.6842
2018-01-02,2.6501
2018-01-03,-6.902
2018-01-04,-1.9242
2018-01-05,-29.2845
2018-01-08,11.0567
2018-01-09,-4.8494
2018-01-10,0.3861
2018-01-11,6.5385
2018-01-12,12.6354
2018-01-16,5.5769
2018-01-17,-5.8895
2018-01-18,-0.5161
2018-01-19,-3.1777
2018-01-22,0.4019
2018-01-23,0.4003
2018-01-24,-0.8638
2018-01-25,0.067
2018-01-26,0.8038
2018-01-29,0.3987
2018-01-30,-1.3898
2018-01-31,2.1477
2018-02-01,-1.5769
2018-02-02,-1.8024
2018-02-05,-6.7981
2018-02-06,-10.5762
2018-02-07,4.894
2018-02-08,0.6221
2018-02-09,-3.6321
2018-02-12,9.1419
2018-02-13,5.5841
2018-02-14,0.4175
2018-02-15,4.2273
2018-02-16,-1.7952
2018-02-20,0.4739
2018-02-21,-2.4259
2018-02-22,-2.8315
2018-02-23,0.924
2018-02-26,3.5915
2018-02-27,-4.0789
2018-02-28,-0.4252
2018-03-01,4.6975
2018-03-02,0.7478
2018-03-05,-1.7544
2018-03-06,3.5027
2018-03-07,0.0664
2018-03-08,12.8647
2018-03-09,2.9377
2018-03-12,-0.5708
2018-03-13,-4.535
2018-03-14,1.3229
2018-03-15,-0.2967
2018-03-16,7.7381
2018-03-19,-2.3757
2018-03-20,-2.9994
2018-03-21,-1.0502
2018-03-22,-0.1769
2018-03-23,0.9451
2018-03-26,-13.78
2018-03-27,7.7706
2018-03-28,2.7708
2018-03-29,-3.0025
2018-04-02,-2.211
2018-04-03,1.6796
2018-04-04,2.3507
2018-04-05,3.1657
2018-04-06,-1.2635
2018-04-09,6.5814
2018-04-10,-1.6009
2018-04-11,-4.8228
2018-04-12,-0.2442
2018-04-13,0.306
2018-04-16,1.0982
2018-04-17,-0.4225
2018-04-18,-2.7879
2018-04-19,-1.3716
2018-04-20,1.1378
2018-04-23,-1.4375
2018-04-24,-2.0292
2018-04-25,2.4595000000000002
2018-04-26,0.5054
2018-04-27,-2.6398
2018-04-30,-3.0342
2018-05-01,3.1292
2018-05-02,2.1304
2018-05-03,-0.3793
2018-05-04,-0.0635
2018-05-07,1.2698
2018-05-08,2.0063
2018-05-09,0.7376
2018-05-10,3.4777
2018-05-11,-1.4151
2018-05-14,3.4689
2018-05-15,-1.7341
2018-05-16,-0.1765
2018-05-17,-0.9428
2018-05-18,-1.3087
2018-05-21,-7.173
2018-05-22,-3.961
2018-05-23,2.5017
2018-05-24,-0.2639
2018-05-25,1.8519
2018-05-29,-6.2987
2018-05-30,4.9896
2018-05-31,0.5941
2018-06-01,3.2808
2018-06-04,-3.7484
2018-06-05,2.3102
2018-06-06,-2.0
2018-06-07,-8.6899
2018-06-08,-0.721
2018-06-11,-2.8322000000000003
2018-06-12,2.6158
2018-06-13,-0.874
2018-06-14,0.8082
2018-06-15,-3.0612
2018-06-18,3.3835
2018-06-19,-2.9091
2018-06-20,4.3446
2018-06-21,0.0718
2018-06-22,-1.5065
2018-06-25,-0.5827
2018-06-26,1.1722
2018-06-27,-2.0999
2018-06-28,2.4408
2018-06-29,-0.8664
2018-07-02,-2.4035
2018-07-03,-1.4925
2018-07-05,-0.4545
2018-07-06,1.2177
2018-07-09,-1.2782
2018-07-10,-0.6855
2018-07-11,-1.6104
2018-07-12,-2.1824
2018-07-13,0.9562
2018-07-16,-0.7103
2018-07-17,-0.7949
2018-07-18,-1.1218
2018-07-19,0.9724
2018-07-20,-1.2039
2018-07-23,2.5995
2018-07-24,1.346
2018-07-25,1.4844
2018-07-26,-4.0801
2018-07-27,-1.8458999999999999
2018-07-30,0.0818
2018-07-31,3.6765
2018-08-01,-0.3152
2018-08-02,1.4229
2018-08-03,-1.6368
2018-08-06,-0.4754
2018-08-07,-0.6369
2018-08-08,-0.641
2018-08-09,3.5484
2018-08-10,-1.8692
2018-08-13,-1.5873
2018-08-14,-3.871
2018-08-15,-1.8456000000000001
2018-08-16,6.4957
2018-08-17,-2.5682
2018-08-20,4.86
2018-08-21,8.9552
2018-08-22,-2.8118
2018-08-23,-7.1958
2018-08-24,2.558
2018-08-27,0.7015
2018-08-28,-0.1548
2018-08-29,0.2326
2018-08-30,3.635
2018-08-31,0.8209
2018-09-04,-2.4426
2018-09-05,-4.0971
2018-09-06,-10.5222
2018-09-07,0.2653
2018-09-10,-0.6173
2018-09-11,-2.5732
2018-09-12,-1.184
2018-09-13,4.0553
2018-09-14,-1.5058
2018-09-17,-3.9568
2018-09-18,0.3745
2018-09-19,-0.1866
2018-09-20,2.4299
2018-09-21,-1.9161000000000001
2018-09-24,0.9302
2018-09-25,-4.3318
2018-09-26,-8.0925
2018-09-27,4.2977
2018-09-28,-0.804
2018-10-01,-2.4316
2018-10-02,-3.6345
2018-10-03,-15.5172
2018-10-04,0.8291
2018-10-05,-2.2138
2018-10-08,7.3739
2018-10-09,0.6024
2018-10-10,-1.1976
2018-10-11,-2.303
2018-10-12,6.2035
2018-10-15,4.6729
2018-10-16,10.9375
2018-10-17,-0.8048
2018-10-18,-3.2454
2018-10-19,-3.2495
2018-10-22,-2.7086
2018-10-23,1.6703999999999999
2018-10-24,-10.1862
2018-10-25,3.0488
2018-10-26,-6.1538
2018-10-29,-3.5309
2018-10-30,-2.6144
2018-10-31,-2.6846
2018-11-01,7.3103
2018-11-02,-2.3136
2018-11-05,-1.8420999999999998
2018-11-06,0.5362
2018-11-07,1.4667
2018-11-08,0.5256
2018-11-09,-5.8824
2018-11-12,-10.1389
2018-11-13,1.391
2018-11-14,-3.3537
2018-11-15,4.2587
2018-11-16,0.1513
2018-11-19,-5.287
2018-11-20,-2.7113
2018-11-21,5.7377
2018-11-23,-4.186
2018-11-26,0.6472
2018-11-27,-2.7331
2018-11-28,4.7934
2018-11-29,-3.9432
2018-11-30,3.4483
2018-12-03,0.0
2018-12-04,-4.4444
2018-12-06,-0.8306
2018-12-07,-5.5276
2018-12-10,2.1277
2018-12-11,-0.6944
2018-12-12,0.0
2018-12-13,-3.6713
2018-12-14,-6.5336
2018-12-17,-2.7184
2018-12-18,-0.7984
2018-12-19,-4.2254
2018-12-20,-3.5714
2018-12-21,-6.5359
2018-12-24,7.2261
2018-12-26,0.0
2018-12-27,6.7391
2018-12-28,2.2403
2018-12-31,-2.5896
2019-01-02,6.135
2019-01-03,0.1927
2019-01-04,12.1154
2019-01-07,6.175
2019-01-08,2.7464
2019-01-09,-4.4025
2019-01-10,-0.8224
2019-01-11,1.1609
2019-01-14,1.6393
2019-01-15,0.6452
2019-01-16,-3.2051
2019-01-17,-4.3046
2019-01-18,1.9031
2019-01-22,-6.1121
2019-01-23,0.9042
2019-01-24,-5.0179
2019-01-25,4.1509
2019-01-28,-5.0725
2019-01-29,0.3817
2019-01-30,1.5209000000000001
2019-01-31,3.5581
2019-02-01,5.425
2019-02-04,7.0326
2019-02-05,8.8141
2019-02-06,-1.9146
2019-02-07,1.5015
2019-02-08,-3.6982
2019-02-11,2.1505
2019-02-12,3.4586
2019-02-13,0.7267
2019-02-14,4.1847
2019-02-15,-0.1385
2019-02-19,7.2122
2019-02-20,7.2445
2019-02-21,2.8951000000000002
2019-02-22,5.1583
2019-02-25,-1.8952
2019-02-26,-3.1818
2019-02-27,-1.5258
2019-02-28,0.0
2019-03-01,5.9595
2019-03-04,-3.9370000000000003
2019-03-05,0.5855
2019-03-06,-7.9162
2019-03-07,3.7927
2019-03-08,-0.9744
2019-03-11,6.0271
2019-03-12,-4.7564
2019-03-13,-1.9487999999999999
2019-03-14,4.4719999999999995
2019-03-15,3.0916
2019-03-18,-1.4994
2019-03-19,-0.5855
2019-03-20,-3.1802
2019-03-21,-6.2044
2019-03-22,-3.7613
2019-03-25,7.1429
2019-03-26,-0.5031
2019-03-27,-2.7813
2019-03-28,0.6502
2019-03-29,6.8475
2019-04-01,1.2092
2019-04-02,0.5974
2019-04-03,2.019
2019-04-04,-0.8149
2019-04-05,0.8216
2019-04-08,2.4447
2019-04-09,-6.9318
2019-04-10,-2.3199
2019-04-11,-0.5
2019-04-12,2.6382
2019-04-15,-1.8359999999999999
2019-04-16,-1.2469000000000001
2019-04-17,-3.7879
2019-04-18,-0.2625
2019-04-22,-1.3158
2019-04-23,0.6667
2019-04-24,-1.457
2019-04-25,1.3441
2019-04-26,0.7958
2019-04-29,4.2105
2019-04-30,-2.0202
2019-05-01,-4.5103
2019-05-02,-2.834
2019-05-03,3.1944
2019-05-06,0.4038
2019-05-07,-1.8767
2019-05-08,-3.0055
2019-05-09,-2.2535
2019-05-10,-6.4841
2019-05-13,-9.0909
2019-05-14,-0.339
2019-05-15,1.0204
2019-05-16,4.8822
2019-05-17,-4.3339
2019-05-20,-2.8523
2019-05-21,0.6908
2019-05-22,1.5436999999999999
2019-05-23,-1.0135
2019-05-24,1.3652
2019-05-28,-2.5253
2019-05-29,-8.1174
2019-05-30,1.1278
2019-05-31,2.7881
2019-06-03,5.2441
2019-06-04,0.0
2019-06-05,-8.0756
2019-06-06,2.8037
2019-06-07,-2.1818
2019-06-10,1.8587
2019-06-11,-5.4745
2019-06-12,-4.8263
2019-06-13,1.6227
2019-06-14,1.996
2019-06-17,9.9804
2019-06-18,-1.4235
2019-06-19,5.0542
2019-06-20,-3.2646
2019-06-21,-0.1776
2019-06-24,-0.5338
2019-06-25,2.6834
2019-06-26,-1.5678999999999998
2019-06-27,4.0708
2019-06-28,8.5034
2019-07-01,0.1567
2019-07-02,2.9734
2019-07-03,-1.9757
2019-07-05,-1.2403
2019-07-08,-3.2967
2019-07-09,0.1623
2019-07-10,-1.1345
2019-07-11,0.4918
2019-07-12,2.2838
2019-07-15,-3.0303
2019-07-16,0.0
2019-07-17,-0.4934
2019-07-18,-5.2893
2019-07-19,-2.7923
2019-07-22,-0.1795
2019-07-23,1.0791
2019-07-24,0.7117
2019-07-25,-4.0636
2019-07-26,4.2357
2019-07-29,1.4134
2019-07-30,2.7875
2019-07-31,-0.339
2019-08-01,1.1905000000000001
2019-08-02,-2.521
2019-08-05,-12.931000000000001
2019-08-06,-13.2673
2019-08-07,16.6667
2019-08-08,-9.9804
2019-08-09,9.1304
2019-08-12,-3.7849
2019-08-13,-4.7619
2019-08-14,-5.0
2019-08-15,-8.0092
2019-08-16,-0.4975
2019-08-19,0.5
2019-08-20,-0.995
2019-08-21,0.7538
2019-08-22,0.9975
2019-08-23,-4.9383
2019-08-26,-0.7792
2019-08-27,-6.5445
2019-08-28,4.2017
2019-08-29,3.4946
2019-08-30,6.7532
2019-09-03,-2.4331
2019-09-04,-5.985
2019-09-05,6.366
2019-09-06,-0.2494
2019-09-09,-1.5
2019-09-10,1.2690000000000001
2019-09-11,2.7569
2019-09-12,-1.2195
2019-09-13,3.7037
2019-09-16,5.0
2019-09-17,0.2268
2019-09-18,2.2624
2019-09-19,0.6637
2019-09-20,0.0
2019-09-23,0.0
2019-09-24,-5.0549
2019-09-25,0.9259
2019-09-26,-5.9633
2019-09-27,-2.439
2019-09-30,-4.875
2019-10-01,-5.9133
2019-10-02,6.4246
2019-10-03,6.2992
2019-10-04,-0.4938
2019-10-07,-0.7444
2019-10-08,-5.75
2019-10-09,-5.5703
2019-10-10,1.6854
2019-10-11,-4.6961
2019-10-14,1.7391
2019-10-15,-0.5698
2019-10-16,1.4327
2019-10-17,-1.6949
2019-10-18,0.0
2019-10-21,-3.4483
2019-10-22,6.8452
2019-10-23,2.507
2019-10-24,1.087
2019-10-25,0.5376
2019-10-28,5.615
2019-10-29,-11.8987
2019-10-30,8.908
2019-10-31,-4.2216
2019-11-01,7.1625
2019-11-04,-3.0848
2019-11-05,-1.5915
2019-11-06,3.504
2019-11-07,-3.3854
2019-11-08,10.7817
2019-11-11,-3.8929
2019-11-12,-7.0886
2019-11-13,1.0899
2019-11-14,-2.6954000000000002
2019-11-15,2.2161
2019-11-18,-2.71
2019-11-19,2.7855
2019-11-20,4.607
2019-11-21,3.886
2019-11-22,2.4938000000000002
2019-11-25,-0.2433
2019-11-26,0.7317
2019-11-27,-0.2421
2019-11-29,1.2136
2019-12-02,-0.7194
2019-12-03,-1.6907999999999999
2019-12-04,1.2285
2019-12-05,-3.1553
2019-12-06,0.2506
2019-12-09,2.25
2019-12-10,-1.2225
2019-12-11,3.9604
2019-12-12,12.857099999999999
2019-12-13,1.4768
2019-12-16,-2.2869
2019-12-17,-13.1915
2019-12-18,-2.8186
2019-12-19,1.8916
2019-12-20,-0.495
2019-12-23,-1.7412999999999998
2019-12-24,-0.5063
2019-12-26,-3.8167999999999997
2019-12-27,-1.3228
2019-12-30,-2.681
2019-12-31,1.6529
2020-01-02,4.065
2020-01-03,-0.2604
2020-01-06,26.3708
2020-01-07,-10.9504
2020-01-08,9.2807
2020-01-09,0.2123
2020-01-10,12.8178
2020-01-13,1.784
2020-01-14,-2.7675
2020-01-15,4.1746
2020-01-16,3.4608
2020-01-17,14.7887
2020-01-21,-1.5337
2020-01-22,5.296
2020-01-23,6.9527
2020-01-24,0.2766
2020-01-27,0.069
2020-01-28,-1.4473
2020-01-29,-8.951
2020-01-30,-4.4547
2020-01-31,-4.1801
2020-02-03,8.8926
2020-02-04,2.3112
2020-02-05,-5.7229
2020-02-06,9.7444
2020-02-07,-4.5123999999999995
2020-02-10,-0.3811
2020-02-11,-2.1423
2020-02-12,-1.9546999999999999
2020-02-13,5.5821
2020-02-14,-1.8127
2020-02-18,0.7692
2020-02-19,0.6107
2020-02-20,-0.9105
2020-02-21,-0.4594
2020-02-24,-2.4615
2020-02-25,-3.4699999999999998
2020-02-26,-1.3072
2020-02-27,-2.9801
2020-02-28,-8.7031
2020-03-02,11.7757
2020-03-03,0.1672
2020-03-04,6.8447
2020-03-05,-1.5625
2020-03-06,-0.3175
2020-03-09,26.2739
2020-03-10,-0.5044
2020-03-11,-3.2953
2020-03-12,-6.8152
2020-03-13,-8.8608
2020-03-16,-5.4012
2020-03-17,9.9511
2020-03-18,2.3739
2020-03-19,-0.1449
2020-03-20,1.5965
2020-03-23,5.5714
2020-03-24,1.4885
2020-03-25,-2.1333
2020-03-26,0.0
2020-03-27,0.545
2020-03-30,1.4905
2020-03-31,17.3565
2020-04-01,-5.2332
2020-04-02,7.6831
2020-04-03,-2.4526
2020-04-06,1.2570999999999999
2020-04-07,-4.0632
2020-04-08,4.3529
2020-04-09,0.3382
2020-04-13,6.9663
2020-04-14,1.7856999999999998
2020-04-15,-3.5088
2020-04-16,-0.4278
2020-04-17,10.2041
2020-04-20,-1.3645
2020-04-21,-6.1265
2020-04-22,-3.0526
2020-04-23,3.6916
2020-04-24,-1.6754
2020-04-27,18.1044
2020-04-28,-6.7628
2020-04-29,3.1915
2020-04-30,-6.6542
2020-05-01,-3.3133
2020-05-04,10.0727
2020-05-05,-0.3774
2020-05-06,10.0379
2020-05-07,1.9792999999999998
2020-05-08,-4.6414
2020-05-11,5.5752
2020-05-12,0.1676
2020-05-13,0.5021
2020-05-14,-2.0816
2020-05-15,2.8912
2020-05-18,3.1405
2020-05-19,-0.9615
2020-05-20,2.0227
2020-05-21,-0.3965
2020-05-22,4.2197
2020-05-26,-3.0558
2020-05-27,-2.9157
2020-05-28,-0.5682
2020-05-29,0.4898
2020-06-01,8.8546
2020-06-02,2.9104
2020-06-03,-0.8702
2020-06-04,-2.2677
2020-06-05,1.7216
2020-06-08,-1.766
2020-06-09,-0.7491
2020-06-10,2.6414999999999997
2020-06-11,-6.1765
2020-06-12,-3.2915
2020-06-15,5.0243
2020-06-16,1.8519
2020-06-17,-4.3561
2020-06-18,5.3465
2020-06-19,2.6316
2020-06-22,-8.2051
2020-06-23,-5.3472
2020-06-24,-5.059
2020-06-25,3.9076
2020-06-26,-10.9402
2020-06-29,-1.4395
2020-06-30,2.3369
2020-07-01,1.3321
2020-07-02,-0.8451
2020-07-06,-0.2841
2020-07-07,1.5194999999999999
2020-07-08,-0.4677
2020-07-09,-1.4098
2020-07-10,-3.1459
2020-07-13,0.2461
2020-07-14,0.8346
2020-07-15,7.7897
2020-07-16,-0.9033
2020-07-17,1.2762
2020-07-20,-2.4302
2020-07-21,-3.1365
2020-07-22,-2.4762
2020-07-23,0.1465
2020-07-24,-5.217
2020-07-27,-4.9383
2020-07-28,0.0
2020-07-29,-7.4675
2020-07-30,3.6257
2020-07-31,-1.2415
